ID,Book-Rating
TEST_000000,5.4940343
TEST_000001,4.517125
TEST_000002,4.191554
TEST_000003,3.7604442
TEST_000004,4.565583
TEST_000005,4.874708
TEST_000006,4.647073
TEST_000007,3.4730809
TEST_000008,2.8330615
TEST_000009,3.4177504
TEST_000010,6.429245
TEST_000011,8.610001
TEST_000012,2.7896056
TEST_000013,2.2806604
TEST_000014,3.4162917
TEST_000015,3.319792
TEST_000016,2.6109784
TEST_000017,3.634173
TEST_000018,3.1769652
TEST_000019,8.345735
TEST_000020,4.8727236
TEST_000021,8.699856
TEST_000022,4.6449676
TEST_000023,4.8273087
TEST_000024,4.8539867
TEST_000025,4.7675905
TEST_000026,4.633276
TEST_000027,4.18899
TEST_000028,1.5612758
TEST_000029,2.696215
TEST_000030,2.3843253
TEST_000031,1.5521146
TEST_000032,1.1581224
TEST_000033,1.6868819
TEST_000034,3.8857632
TEST_000035,3.5773025
TEST_000036,4.387262
TEST_000037,4.8233128
TEST_000038,6.361154
TEST_000039,2.779379
TEST_000040,4.209568
TEST_000041,4.983499
TEST_000042,4.6475177
TEST_000043,4.6928267
TEST_000044,4.7244396
TEST_000045,4.080621
TEST_000046,4.0548425
TEST_000047,5.753553
TEST_000048,5.411283
TEST_000049,4.393802
TEST_000050,3.6519506
TEST_000051,5.9056144
TEST_000052,4.8425546
TEST_000053,4.6995316
TEST_000054,4.0266776
TEST_000055,4.5517087
TEST_000056,4.99117
TEST_000057,5.348804
TEST_000058,1.7163936
TEST_000059,3.6511374
TEST_000060,2.0628362
TEST_000061,2.0387123
TEST_000062,2.343707
TEST_000063,2.9042897
TEST_000064,2.1145623
TEST_000065,5.5064564
TEST_000066,2.2843268
TEST_000067,2.6520748
TEST_000068,2.0060718
TEST_000069,4.2688074
TEST_000070,4.365235
TEST_000071,3.5104132
TEST_000072,4.7894278
TEST_000073,4.342805
TEST_000074,2.9135656
TEST_000075,3.006562
TEST_000076,2.6692767
TEST_000077,2.252542
TEST_000078,2.551772
TEST_000079,2.7318904
TEST_000080,4.182795
TEST_000081,4.341028
TEST_000082,5.678461
TEST_000083,4.1450768
TEST_000084,3.6622593
TEST_000085,1.4708395
TEST_000086,3.4773538
TEST_000087,3.7876668
TEST_000088,2.0467658
TEST_000089,2.2951982
TEST_000090,1.7866353
TEST_000091,3.5969298
TEST_000092,2.136326
TEST_000093,4.14455
TEST_000094,1.3956621
TEST_000095,4.3089414
TEST_000096,2.0268083
TEST_000097,3.0528762
TEST_000098,4.326244
TEST_000099,4.654115
TEST_000100,5.311176
TEST_000101,4.880449
TEST_000102,5.0661197
TEST_000103,3.6111085
TEST_000104,4.4997864
TEST_000105,3.3513618
TEST_000106,5.0698047
TEST_000107,2.321296
TEST_000108,3.7059634
TEST_000109,4.0407324
TEST_000110,3.826358
TEST_000111,5.2930713
TEST_000112,3.8243692
TEST_000113,3.868095
TEST_000114,3.4871974
TEST_000115,4.440834
TEST_000116,3.8083045
TEST_000117,4.4958305
TEST_000118,5.4837756
TEST_000119,3.3198621
TEST_000120,4.4469953
TEST_000121,4.704856
TEST_000122,5.2658415
TEST_000123,3.3370662
TEST_000124,4.33754
TEST_000125,4.3559103
TEST_000126,3.180742
TEST_000127,5.4906025
TEST_000128,4.343775
TEST_000129,3.277552
TEST_000130,3.7357638
TEST_000131,3.5249493
TEST_000132,4.0629463
TEST_000133,3.778034
TEST_000134,3.8885834
TEST_000135,5.59242
TEST_000136,4.4472075
TEST_000137,3.6376176
TEST_000138,5.251984
TEST_000139,3.86297
TEST_000140,4.314713
TEST_000141,5.445769
TEST_000142,4.264014
TEST_000143,3.8854525
TEST_000144,5.3625298
TEST_000145,5.102394
TEST_000146,3.7847528
TEST_000147,3.6601682
TEST_000148,3.8799002
TEST_000149,3.5839875
TEST_000150,5.3900857
TEST_000151,4.22807
TEST_000152,5.576687
TEST_000153,3.8019273
TEST_000154,5.4955087
TEST_000155,4.2644515
TEST_000156,5.478825
TEST_000157,3.6036549
TEST_000158,5.1112366
TEST_000159,4.2061396
TEST_000160,4.353326
TEST_000161,4.898237
TEST_000162,5.5609083
TEST_000163,3.6582046
TEST_000164,3.921374
TEST_000165,5.432623
TEST_000166,4.3127675
TEST_000167,6.463297
TEST_000168,4.3836136
TEST_000169,5.519165
TEST_000170,4.5031867
TEST_000171,3.2813847
TEST_000172,3.394869
TEST_000173,5.162969
TEST_000174,4.1625533
TEST_000175,4.366182
TEST_000176,3.912536
TEST_000177,6.0416036
TEST_000178,4.413279
TEST_000179,5.1274514
TEST_000180,4.5831213
TEST_000181,2.6647038
TEST_000182,5.344917
TEST_000183,3.628796
TEST_000184,4.5852327
TEST_000185,3.4848778
TEST_000186,3.1796265
TEST_000187,2.952308
TEST_000188,3.0398488
TEST_000189,2.8532841
TEST_000190,4.6767707
TEST_000191,3.3868651
TEST_000192,2.9181862
TEST_000193,4.6822276
TEST_000194,1.8713878
TEST_000195,1.7712661
TEST_000196,2.1129358
TEST_000197,2.0582914
TEST_000198,1.9538474
TEST_000199,1.4921709
