ID,Book-Rating
TEST_000000,6.02
TEST_000001,5.47
TEST_000002,3.16
TEST_000003,5.86
TEST_000004,3.16
TEST_000005,5.42
TEST_000006,6.38
TEST_000007,3.93
TEST_000008,3.46
TEST_000009,2.23
TEST_000010,4.75
TEST_000011,4.51
TEST_000012,1.85
TEST_000013,2.45
TEST_000014,4.14
TEST_000015,3.08
TEST_000016,5.62
TEST_000017,2.7
TEST_000018,2.63
TEST_000019,9.14
TEST_000020,4.77
TEST_000021,8.11
TEST_000022,5.02
TEST_000023,7.37
TEST_000024,6.71
TEST_000025,5.9
TEST_000026,1.75
TEST_000027,3.42
TEST_000028,1.49
TEST_000029,2.4
TEST_000030,3.53
TEST_000031,0.27
TEST_000032,1.38
TEST_000033,0.44
TEST_000034,3.21
TEST_000035,4.25
TEST_000036,3.35
TEST_000037,6.35
TEST_000038,5.3
TEST_000039,3.21
TEST_000040,3.76
TEST_000041,3.18
TEST_000042,3.22
TEST_000043,3.8
TEST_000044,4.14
TEST_000045,4.44
TEST_000046,4.17
TEST_000047,6.2
TEST_000048,5.43
TEST_000049,2.14
TEST_000050,3.12
TEST_000051,4.7
TEST_000052,4.75
TEST_000053,5.48
TEST_000054,4.95
TEST_000055,3.42
TEST_000056,5.07
TEST_000057,3.66
TEST_000058,2.74
TEST_000059,1.77
TEST_000060,1.53
TEST_000061,2.28
TEST_000062,2.38
TEST_000063,2.52
TEST_000064,1.85
TEST_000065,3.85
TEST_000066,3.25
TEST_000067,4.48
TEST_000068,1.99
TEST_000069,3.91
TEST_000070,3.73
TEST_000071,4.83
TEST_000072,3.95
TEST_000073,2.65
TEST_000074,4.19
TEST_000075,2.72
TEST_000076,4.0
TEST_000077,3.86
TEST_000078,4.17
TEST_000079,3.83
TEST_000080,4.74
TEST_000081,2.67
TEST_000082,3.43
TEST_000083,2.79
TEST_000084,5.13
TEST_000085,3.25
TEST_000086,3.01
TEST_000087,4.54
TEST_000088,1.06
TEST_000089,1.39
TEST_000090,0.96
TEST_000091,2.68
TEST_000092,2.87
TEST_000093,4.13
TEST_000094,2.46
TEST_000095,4.06
TEST_000096,1.93
TEST_000097,2.85
TEST_000098,4.37
TEST_000099,4.93
TEST_000100,4.27
TEST_000101,4.7
TEST_000102,4.48
TEST_000103,3.22
TEST_000104,5.34
TEST_000105,4.35
TEST_000106,6.42
TEST_000107,5.2
TEST_000108,3.45
TEST_000109,3.23
TEST_000110,5.15
TEST_000111,6.79
TEST_000112,3.5
TEST_000113,4.17
TEST_000114,3.53
TEST_000115,5.32
TEST_000116,2.53
TEST_000117,5.82
TEST_000118,7.99
TEST_000119,2.65
TEST_000120,3.06
TEST_000121,5.97
TEST_000122,5.54
TEST_000123,4.01
TEST_000124,5.79
TEST_000125,4.84
TEST_000126,3.21
TEST_000127,8.24
TEST_000128,5.59
TEST_000129,3.14
TEST_000130,1.06
TEST_000131,2.83
TEST_000132,4.02
TEST_000133,2.67
TEST_000134,4.95
TEST_000135,6.84
TEST_000136,5.21
TEST_000137,3.52
TEST_000138,6.23
TEST_000139,3.77
TEST_000140,4.9
TEST_000141,6.1
TEST_000142,6.02
TEST_000143,2.14
TEST_000144,6.8
TEST_000145,2.51
TEST_000146,1.81
TEST_000147,4.59
TEST_000148,5.23
TEST_000149,1.66
TEST_000150,7.11
TEST_000151,2.68
TEST_000152,4.44
TEST_000153,5.1
TEST_000154,5.53
TEST_000155,5.38
TEST_000156,4.29
TEST_000157,2.0
TEST_000158,2.06
TEST_000159,4.06
TEST_000160,3.87
TEST_000161,4.72
TEST_000162,2.6
TEST_000163,3.82
TEST_000164,3.65
TEST_000165,3.87
TEST_000166,4.2
TEST_000167,7.95
TEST_000168,7.14
TEST_000169,8.52
TEST_000170,5.87
TEST_000171,3.14
TEST_000172,2.61
TEST_000173,6.56
TEST_000174,4.15
TEST_000175,2.54
TEST_000176,2.84
TEST_000177,5.22
TEST_000178,2.3
TEST_000179,5.44
TEST_000180,3.08
TEST_000181,3.08
TEST_000182,3.9
TEST_000183,3.09
TEST_000184,4.21
TEST_000185,3.39
TEST_000186,2.36
TEST_000187,1.91
TEST_000188,1.76
TEST_000189,1.15
TEST_000190,4.64
TEST_000191,1.92
TEST_000192,4.85
TEST_000193,3.9
TEST_000194,3.56
TEST_000195,2.54
TEST_000196,1.91
TEST_000197,2.17
TEST_000198,1.38
TEST_000199,1.68
TEST_000200,1.5
TEST_000201,2.77
TEST_000202,2.95
TEST_000203,2.33
TEST_000204,2.62
TEST_000205,1.58
TEST_000206,2.05
TEST_000207,3.88
TEST_000208,1.54
TEST_000209,1.35
TEST_000210,1.17
TEST_000211,1.37
TEST_000212,2.89
TEST_000213,1.7
TEST_000214,0.98
TEST_000215,1.52
TEST_000216,2.63
TEST_000217,1.76
TEST_000218,2.1
TEST_000219,2.69
TEST_000220,3.48
TEST_000221,2.01
TEST_000222,3.67
TEST_000223,4.07
TEST_000224,3.87
TEST_000225,4.97
TEST_000226,4.53
TEST_000227,4.53
TEST_000228,3.76
TEST_000229,4.17
TEST_000230,5.52
TEST_000231,5.22
TEST_000232,3.17
TEST_000233,5.38
TEST_000234,2.26
TEST_000235,4.12
TEST_000236,3.27
TEST_000237,4.54
TEST_000238,3.48
TEST_000239,4.1
TEST_000240,2.31
TEST_000241,4.21
TEST_000242,5.72
TEST_000243,4.93
TEST_000244,5.15
TEST_000245,4.26
TEST_000246,4.91
TEST_000247,1.08
TEST_000248,3.01
TEST_000249,3.37
TEST_000250,3.59
TEST_000251,4.61
TEST_000252,4.88
TEST_000253,5.51
TEST_000254,1.53
TEST_000255,4.48
TEST_000256,2.13
TEST_000257,4.73
TEST_000258,3.74
TEST_000259,4.3
TEST_000260,3.46
TEST_000261,3.59
TEST_000262,4.12
TEST_000263,2.68
TEST_000264,3.49
TEST_000265,3.96
TEST_000266,4.06
TEST_000267,2.15
TEST_000268,1.76
TEST_000269,3.63
TEST_000270,4.7
TEST_000271,5.58
TEST_000272,4.27
TEST_000273,2.38
TEST_000274,2.78
TEST_000275,0.46
TEST_000276,2.67
TEST_000277,4.23
TEST_000278,6.46
TEST_000279,1.78
TEST_000280,5.51
TEST_000281,3.43
TEST_000282,3.06
TEST_000283,1.46
TEST_000284,5.09
TEST_000285,3.24
TEST_000286,2.88
TEST_000287,1.74
TEST_000288,3.72
TEST_000289,3.86
TEST_000290,5.38
TEST_000291,3.55
TEST_000292,1.79
TEST_000293,5.43
TEST_000294,2.16
TEST_000295,2.46
TEST_000296,2.66
TEST_000297,1.78
TEST_000298,1.61
TEST_000299,0.54
TEST_000300,4.41
TEST_000301,3.92
TEST_000302,2.08
TEST_000303,4.64
TEST_000304,3.21
TEST_000305,4.06
TEST_000306,5.81
TEST_000307,4.79
TEST_000308,5.19
TEST_000309,3.9
TEST_000310,4.83
TEST_000311,2.34
TEST_000312,5.28
TEST_000313,4.05
TEST_000314,6.97
TEST_000315,5.85
TEST_000316,4.79
TEST_000317,3.73
TEST_000318,1.62
TEST_000319,2.9
TEST_000320,2.5
TEST_000321,4.12
TEST_000322,2.81
TEST_000323,4.07
TEST_000324,2.36
TEST_000325,3.28
TEST_000326,2.84
TEST_000327,5.13
TEST_000328,2.6
TEST_000329,2.13
TEST_000330,3.01
TEST_000331,3.65
TEST_000332,2.84
TEST_000333,2.71
TEST_000334,1.98
TEST_000335,2.21
TEST_000336,1.27
TEST_000337,0.47
