ID,Book-Rating
TEST_000000,4.6138573
TEST_000001,3.6988559
TEST_000002,4.002684
TEST_000003,3.2116356
TEST_000004,4.306043
TEST_000005,4.0006385
TEST_000006,4.0172772
TEST_000007,4.267823
TEST_000008,3.638526
TEST_000009,4.176068
TEST_000010,6.5440416
TEST_000011,8.08117
TEST_000012,3.0371416
TEST_000013,2.8972871
TEST_000014,3.0783076
TEST_000015,3.8407545
TEST_000016,3.1620138
TEST_000017,3.1407158
TEST_000018,2.7945852
TEST_000019,7.708839
TEST_000020,4.6083064
TEST_000021,8.05521
TEST_000022,4.041674
TEST_000023,4.456053
TEST_000024,4.4992104
TEST_000025,4.818711
TEST_000026,4.496822
TEST_000027,4.1486425
TEST_000028,1.3445334
TEST_000029,2.7701633
TEST_000030,2.1182735
TEST_000031,1.4024417
TEST_000032,1.2206496
TEST_000033,1.3332245
TEST_000034,4.137686
TEST_000035,4.0096126
TEST_000036,4.990215
TEST_000037,4.406164
TEST_000038,5.8878694
TEST_000039,2.7734237
TEST_000040,4.0225134
TEST_000041,4.458342
TEST_000042,6.437081
TEST_000043,3.8113992
TEST_000044,4.1390014
TEST_000045,3.8725915
TEST_000046,4.2303324
TEST_000047,7.61125
TEST_000048,5.9893465
TEST_000049,4.512504
TEST_000050,4.011413
TEST_000051,5.222989
TEST_000052,4.1778045
TEST_000053,3.672738
TEST_000054,3.3790421
TEST_000055,4.292461
TEST_000056,4.454016
TEST_000057,4.9991846
TEST_000058,2.1559694
TEST_000059,4.276287
TEST_000060,2.665013
TEST_000061,2.727125
TEST_000062,2.932057
TEST_000063,3.5663316
TEST_000064,2.3688464
TEST_000065,5.032041
TEST_000066,3.0211647
TEST_000067,2.324234
TEST_000068,2.007453
TEST_000069,5.3983603
TEST_000070,5.030123
TEST_000071,5.1581917
TEST_000072,4.2353735
TEST_000073,4.1271896
TEST_000074,3.2897658
TEST_000075,3.3406012
TEST_000076,2.528479
TEST_000077,2.8912008
TEST_000078,3.166371
TEST_000079,3.0521724
TEST_000080,4.669871
TEST_000081,5.050407
TEST_000082,5.17618
TEST_000083,3.6811867
TEST_000084,4.0425076
TEST_000085,2.694079
TEST_000086,3.5023966
TEST_000087,3.7504272
TEST_000088,2.8054056
TEST_000089,3.0284505
TEST_000090,2.8644514
TEST_000091,3.136947
TEST_000092,2.647526
TEST_000093,3.2775345
TEST_000094,2.1352823
TEST_000095,4.5296702
TEST_000096,1.47561
TEST_000097,2.9275622
TEST_000098,3.730084
TEST_000099,3.5573823
TEST_000100,4.5296407
TEST_000101,4.324013
TEST_000102,4.1536093
TEST_000103,3.984666
TEST_000104,5.348179
TEST_000105,4.059348
TEST_000106,6.06832
TEST_000107,3.112698
TEST_000108,3.812284
TEST_000109,3.9041917
TEST_000110,3.7943225
TEST_000111,5.891308
TEST_000112,3.8930259
TEST_000113,4.34586
TEST_000114,3.8342023
TEST_000115,4.7226896
TEST_000116,3.795384
TEST_000117,4.8815665
TEST_000118,5.57823
TEST_000119,3.2957487
TEST_000120,4.455966
TEST_000121,4.8543787
TEST_000122,5.7156
TEST_000123,3.2499876
TEST_000124,4.7458053
TEST_000125,4.7226896
TEST_000126,3.0973022
TEST_000127,5.5303135
TEST_000128,4.7922444
TEST_000129,3.4578476
TEST_000130,3.7258277
TEST_000131,3.787996
TEST_000132,4.0891705
TEST_000133,4.1479597
TEST_000134,3.8994393
TEST_000135,5.6884284
TEST_000136,4.5933266
TEST_000137,4.389576
TEST_000138,5.5765634
TEST_000139,3.871394
TEST_000140,4.732464
TEST_000141,5.6154013
TEST_000142,4.2106376
TEST_000143,3.927726
TEST_000144,5.436498
TEST_000145,4.4179926
TEST_000146,3.8818147
TEST_000147,4.802992
TEST_000148,4.121851
TEST_000149,3.5183716
TEST_000150,5.489555
TEST_000151,4.5483203
TEST_000152,6.177835
TEST_000153,4.3444605
TEST_000154,5.8031774
TEST_000155,4.407783
TEST_000156,5.564052
TEST_000157,3.9049091
TEST_000158,4.4268346
TEST_000159,4.4593925
TEST_000160,4.7264543
TEST_000161,5.818784
TEST_000162,5.5081325
TEST_000163,3.7036762
TEST_000164,4.3393474
TEST_000165,5.5787554
TEST_000166,4.6858287
TEST_000167,6.8473563
TEST_000168,4.3322535
TEST_000169,5.81573
TEST_000170,4.7899156
TEST_000171,3.579143
TEST_000172,3.3220356
TEST_000173,5.259028
TEST_000174,4.0855513
TEST_000175,4.4974017
