ID,Book-Rating
TEST_000000,5.2939353
TEST_000001,4.4354534
TEST_000002,4.3009915
TEST_000003,3.7381477
TEST_000004,4.298895
TEST_000005,4.6833253
TEST_000006,4.4584236
TEST_000007,3.5583062
TEST_000008,2.3907924
TEST_000009,3.1487594
TEST_000010,6.663772
TEST_000011,6.7112265
TEST_000012,3.2698786
TEST_000013,3.373657
TEST_000014,3.0125055
TEST_000015,3.125617
TEST_000016,2.7596524
TEST_000017,3.1620095
TEST_000018,2.5830772
TEST_000019,7.7599845
TEST_000020,4.9321218
TEST_000021,7.957061
TEST_000022,4.5756116
TEST_000023,4.8283505
TEST_000024,4.884282
TEST_000025,4.6096106
TEST_000026,4.7125816
TEST_000027,4.674839
TEST_000028,1.0941558
TEST_000029,2.1815822
TEST_000030,1.5068748
TEST_000031,0.5470482
TEST_000032,0.56951493
TEST_000033,1.2370437
TEST_000034,3.611691
TEST_000035,4.8419952
TEST_000036,4.529007
TEST_000037,5.131641
TEST_000038,5.5305467
TEST_000039,3.3090954
TEST_000040,4.738098
TEST_000041,4.221241
TEST_000042,4.0191584
TEST_000043,4.418231
TEST_000044,4.7157273
TEST_000045,4.1385517
TEST_000046,4.7555604
TEST_000047,6.573319
TEST_000048,5.8734097
TEST_000049,4.0228376
TEST_000050,4.11865
TEST_000051,5.3041
TEST_000052,4.076844
TEST_000053,4.610014
TEST_000054,3.5423005
TEST_000055,4.151675
TEST_000056,4.4053974
TEST_000057,5.1481547
TEST_000058,1.8133006
TEST_000059,4.475043
TEST_000060,2.335619
TEST_000061,2.2742288
TEST_000062,2.7376108
TEST_000063,3.3231113
TEST_000064,1.5714996
TEST_000065,5.388571
TEST_000066,2.2340398
TEST_000067,1.8058051
TEST_000068,1.963569
TEST_000069,4.401104
TEST_000070,4.3963804
TEST_000071,4.200032
TEST_000072,4.7962074
TEST_000073,5.1180143
TEST_000074,3.0690143
TEST_000075,2.288676
TEST_000076,2.3211336
TEST_000077,2.6484022
TEST_000078,2.8749375
TEST_000079,2.3769832
TEST_000080,4.5640244
TEST_000081,4.649726
TEST_000082,4.8903656
TEST_000083,2.9356778
TEST_000084,4.6201286
TEST_000085,1.7753717
TEST_000086,2.984718
TEST_000087,3.3306043
TEST_000088,2.245473
TEST_000089,2.576046
TEST_000090,2.3008075
TEST_000091,2.162744
TEST_000092,2.350642
TEST_000093,2.9397204
TEST_000094,1.8959413
TEST_000095,4.016979
TEST_000096,1.6198629
TEST_000097,3.0664232
TEST_000098,4.2626595
TEST_000099,4.4920363
TEST_000100,4.875979
TEST_000101,4.725047
TEST_000102,4.403847
TEST_000103,4.2314343
TEST_000104,6.175824
TEST_000105,4.8147917
TEST_000106,6.690143
TEST_000107,3.386965
TEST_000108,4.3001633
TEST_000109,4.459618
TEST_000110,3.7817023
TEST_000111,5.722491
TEST_000112,4.3506885
TEST_000113,4.8018513
TEST_000114,3.7191641
TEST_000115,5.0265694
TEST_000116,3.738338
TEST_000117,4.684164
TEST_000118,6.776769
TEST_000119,3.1869447
TEST_000120,4.7303424
TEST_000121,5.06619
TEST_000122,5.805966
TEST_000123,3.4177673
TEST_000124,4.415921
TEST_000125,5.0265694
TEST_000126,3.76163
TEST_000127,6.8744392
TEST_000128,5.0371027
TEST_000129,3.6187258
TEST_000130,3.74133
TEST_000131,3.7032063
TEST_000132,4.135701
TEST_000133,3.983294
TEST_000134,4.4028926
TEST_000135,6.4738135
TEST_000136,4.8916545
TEST_000137,4.422294
TEST_000138,6.386626
TEST_000139,3.7970402
TEST_000140,5.0489345
TEST_000141,5.967399
TEST_000142,4.4787655
TEST_000143,4.3947797
TEST_000144,5.631783
TEST_000145,4.5193434
TEST_000146,4.3434343
TEST_000147,4.4458804
TEST_000148,3.7456157
TEST_000149,3.525641
TEST_000150,5.592907
TEST_000151,4.1833386
TEST_000152,6.3654065
TEST_000153,4.0372586
TEST_000154,6.1183624
TEST_000155,4.0911293
TEST_000156,5.913794
TEST_000157,3.8598497
TEST_000158,4.5281854
TEST_000159,4.7251086
TEST_000160,5.0671782
TEST_000161,5.2556214
TEST_000162,5.5579867
TEST_000163,4.2518115
TEST_000164,4.5484667
TEST_000165,5.5596232
TEST_000166,5.0265694
TEST_000167,7.5632796
TEST_000168,5.0177875
TEST_000169,6.5659585
TEST_000170,5.1045084
TEST_000171,3.4785876
TEST_000172,3.2605627
TEST_000173,6.057965
TEST_000174,3.9861546
TEST_000175,4.7223115
TEST_000176,4.607024
TEST_000177,6.507264
TEST_000178,4.6092234
TEST_000179,5.6046968
TEST_000180,4.9652534
TEST_000181,3.3863835
TEST_000182,6.383186
TEST_000183,5.083487
TEST_000184,5.0903955
TEST_000185,4.9169044
TEST_000186,4.493326
TEST_000187,3.9885707
TEST_000188,3.6629667
TEST_000189,3.613517
TEST_000190,5.728064
TEST_000191,4.220049
TEST_000192,3.876892
TEST_000193,5.567788
TEST_000194,1.391871
TEST_000195,1.732462
TEST_000196,2.0378253
TEST_000197,1.719971
TEST_000198,1.6882896
TEST_000199,1.8191001
TEST_000200,1.4581426
TEST_000201,1.3762032
TEST_000202,1.8271008
TEST_000203,1.7236208
TEST_000204,2.0934322
TEST_000205,0.9100464
TEST_000206,1.8672105
TEST_000207,3.74687
TEST_000208,1.6500924
TEST_000209,1.657025
TEST_000210,1.1113799
TEST_000211,1.6170298
TEST_000212,2.199226
TEST_000213,2.0144603
TEST_000214,1.5699189
TEST_000215,1.0213971
TEST_000216,1.2757423
TEST_000217,1.445519
TEST_000218,1.9483337
TEST_000219,2.3310308
TEST_000220,1.9090223
TEST_000221,2.175152
TEST_000222,4.226226
TEST_000223,4.3082237
TEST_000224,3.058317
TEST_000225,3.2630486
TEST_000226,3.8429968
TEST_000227,3.8464596
TEST_000228,3.7777987
TEST_000229,2.7637758
TEST_000230,4.2709875
TEST_000231,4.674107
TEST_000232,3.6971908
TEST_000233,1.856578
TEST_000234,1.0166343
TEST_000235,3.228067
TEST_000236,-0.718798
TEST_000237,4.6446905
TEST_000238,3.3765988
TEST_000239,3.9970772
TEST_000240,3.6143177
TEST_000241,4.104512
TEST_000242,4.7530956
TEST_000243,5.003686
TEST_000244,4.6029897
TEST_000245,5.2354007
TEST_000246,4.888522
TEST_000247,3.5938058
TEST_000248,3.3010437
TEST_000249,3.4248698
TEST_000250,4.0591335
TEST_000251,4.053344
TEST_000252,3.9107976
TEST_000253,4.4879937
TEST_000254,4.099568
TEST_000255,3.9413805
TEST_000256,3.9982061
TEST_000257,3.946641
TEST_000258,4.3734183
TEST_000259,4.089933
TEST_000260,4.0946302
TEST_000261,3.3677187
TEST_000262,5.167822
TEST_000263,3.7915752
TEST_000264,5.7600718
TEST_000265,5.5785275
TEST_000266,5.911371
TEST_000267,2.3384087
TEST_000268,2.5985217
TEST_000269,3.4589775
TEST_000270,5.8302593
TEST_000271,3.348542
TEST_000272,3.4928055
TEST_000273,3.0856118
TEST_000274,3.3324687
TEST_000275,2.8614402
TEST_000276,2.8309414
TEST_000277,3.0752444
TEST_000278,4.87643
TEST_000279,3.3420496
TEST_000280,2.9764001
TEST_000281,3.2875116
TEST_000282,3.382015
TEST_000283,2.8811102
TEST_000284,3.4803486
TEST_000285,3.394308
TEST_000286,3.1475961
TEST_000287,2.9344373
TEST_000288,4.6083603
TEST_000289,4.6083603
TEST_000290,3.7679446
TEST_000291,3.8079143
TEST_000292,3.2714157
TEST_000293,3.1717
TEST_000294,3.5879352
TEST_000295,4.004081
TEST_000296,3.4175067
TEST_000297,3.2606373
TEST_000298,3.1852317
TEST_000299,3.4815576
TEST_000300,3.1205928
TEST_000301,4.729394
TEST_000302,3.1148338
TEST_000303,3.2718441
TEST_000304,3.157364
TEST_000305,4.3648453
TEST_000306,3.136274
TEST_000307,3.182645
TEST_000308,2.9130902
TEST_000309,3.281883
TEST_000310,2.9263184
TEST_000311,3.2379286
TEST_000312,3.0124967
TEST_000313,2.4176123
TEST_000314,3.9614909
TEST_000315,4.4806333
TEST_000316,3.745
TEST_000317,3.379232
TEST_000318,3.013475
TEST_000319,2.7167497
TEST_000320,2.7236927
TEST_000321,3.018049
TEST_000322,3.029991
TEST_000323,3.460275
TEST_000324,2.670149
TEST_000325,3.4015949
TEST_000326,2.5070798
TEST_000327,2.0528934
TEST_000328,1.6019785
TEST_000329,1.0571903
TEST_000330,0.96419746
TEST_000331,1.9135131
TEST_000332,1.1709636
TEST_000333,1.1267142
TEST_000334,0.70072526
TEST_000335,2.513532
TEST_000336,1.1038561
TEST_000337,2.0096722
TEST_000338,1.1376154
TEST_000339,1.015689
TEST_000340,1.4925896
TEST_000341,0.97704166
TEST_000342,1.5391842
TEST_000343,2.5771687
TEST_000344,0.8819219
TEST_000345,1.9481983
TEST_000346,0.7539532
TEST_000347,0.79429716
TEST_000348,3.6694388
TEST_000349,1.0012544
TEST_000350,1.786654
TEST_000351,1.0911112
TEST_000352,2.1596465
TEST_000353,1.2338656
TEST_000354,2.204114
TEST_000355,1.4777402
TEST_000356,2.1199288
TEST_000357,0.79232514
TEST_000358,2.6191483
TEST_000359,1.4495934
TEST_000360,2.2503707
TEST_000361,2.718958
TEST_000362,1.1233326
TEST_000363,1.8225168
TEST_000364,1.0392239
TEST_000365,2.767682
TEST_000366,1.0848866
TEST_000367,0.79232514
TEST_000368,1.2384123
TEST_000369,1.4765707
TEST_000370,2.3050036
TEST_000371,1.4272382
TEST_000372,1.1012211
TEST_000373,1.2617774
TEST_000374,1.7712622
TEST_000375,2.8206215
TEST_000376,3.3779502
TEST_000377,2.3190653
TEST_000378,2.5521202
TEST_000379,2.6934752
TEST_000380,2.281885
TEST_000381,2.483192
TEST_000382,2.6791396
TEST_000383,3.128394
TEST_000384,5.902356
TEST_000385,4.515134
TEST_000386,4.4802914
TEST_000387,4.6538434
TEST_000388,5.1182694
TEST_000389,4.47185
TEST_000390,4.58221
TEST_000391,2.5049298
TEST_000392,3.3314943
TEST_000393,2.9280455
TEST_000394,2.5491111
TEST_000395,2.5976474
TEST_000396,2.624412
TEST_000397,2.4593747
TEST_000398,2.804841
TEST_000399,2.6292605
TEST_000400,2.6611977
TEST_000401,2.1669972
TEST_000402,3.7611237
TEST_000403,3.937166
TEST_000404,2.6412108
TEST_000405,2.4315367
TEST_000406,2.7213686
