ID,Book-Rating
TEST_000000,5.486568
TEST_000001,5.146539
TEST_000002,4.5949435
TEST_000003,4.579954
TEST_000004,4.671335
TEST_000005,4.7520547
TEST_000006,4.6098194
TEST_000007,3.1406682
TEST_000008,2.5047204
TEST_000009,2.8275383
TEST_000010,5.658674
TEST_000011,5.512192
TEST_000012,2.0767837
TEST_000013,2.638272
TEST_000014,4.6091223
TEST_000015,4.4861236
TEST_000016,4.826622
TEST_000017,5.3498144
TEST_000018,2.1479936
TEST_000019,6.503386
TEST_000020,5.9513755
TEST_000021,5.7943373
TEST_000022,4.8129873
TEST_000023,5.8510847
TEST_000024,5.8614697
TEST_000025,5.1199284
TEST_000026,3.8112495
TEST_000027,4.452425
TEST_000028,1.3431176
TEST_000029,2.5197861
TEST_000030,2.5908542
TEST_000031,1.3401642
TEST_000032,1.3823092
TEST_000033,1.3302958
TEST_000034,3.0342047
TEST_000035,3.3695834
TEST_000036,4.534565
TEST_000037,4.4613457
TEST_000038,5.405767
TEST_000039,2.8671165
TEST_000040,3.5434675
TEST_000041,5.425558
TEST_000042,4.195653
TEST_000043,5.289937
TEST_000044,3.7121582
TEST_000045,4.0074263
TEST_000046,3.7171721
TEST_000047,5.7742357
TEST_000048,5.340439
TEST_000049,3.7884052
TEST_000050,6.8648443
TEST_000051,4.248018
TEST_000052,3.9185455
TEST_000053,4.1675396
TEST_000054,4.6340175
TEST_000055,4.5376077
TEST_000056,3.7732627
TEST_000057,4.4652214
TEST_000058,2.7938201
TEST_000059,4.4514413
TEST_000060,2.1346464
TEST_000061,2.2497177
TEST_000062,2.4491327
TEST_000063,2.3572137
TEST_000064,2.0654666
TEST_000065,6.500134
TEST_000066,4.095077
TEST_000067,3.622278
TEST_000068,2.526883
TEST_000069,3.6706023
TEST_000070,3.820841
TEST_000071,7.052304
TEST_000072,6.246353
TEST_000073,4.9869447
TEST_000074,2.6818373
TEST_000075,5.9611044
TEST_000076,3.3503792
TEST_000077,4.2736993
TEST_000078,4.505447
TEST_000079,3.9204726
TEST_000080,3.9844768
TEST_000081,3.3607368
TEST_000082,6.550616
TEST_000083,2.7396774
TEST_000084,4.4172006
TEST_000085,2.8488438
TEST_000086,4.3066816
TEST_000087,2.785834
TEST_000088,3.3142414
TEST_000089,2.5224152
TEST_000090,2.6082606
TEST_000091,2.9475377
TEST_000092,2.9154282
TEST_000093,2.8532927
TEST_000094,2.7888503
TEST_000095,2.7201004
TEST_000096,2.8528214
TEST_000097,3.7577715
TEST_000098,4.349682
TEST_000099,4.759812
TEST_000100,4.331884
TEST_000101,4.251976
TEST_000102,4.11568
TEST_000103,4.91469
TEST_000104,5.432102
TEST_000105,5.0438123
TEST_000106,5.8417897
TEST_000107,4.214988
TEST_000108,4.9163074
TEST_000109,5.0710316
TEST_000110,4.6780176
TEST_000111,5.413401
TEST_000112,5.063692
TEST_000113,5.2571416
TEST_000114,4.9183435
TEST_000115,5.098172
TEST_000116,4.803541
TEST_000117,4.7768755
TEST_000118,5.8898416
TEST_000119,4.627614
TEST_000120,5.162385
TEST_000121,5.3680387
TEST_000122,5.6072974
TEST_000123,4.692117
TEST_000124,4.258741
TEST_000125,5.098172
TEST_000126,4.5699344
TEST_000127,5.2343974
TEST_000128,4.559938
TEST_000129,4.4527764
TEST_000130,4.106127
TEST_000131,4.4973965
TEST_000132,4.1102924
TEST_000133,4.2152243
TEST_000134,4.720305
TEST_000135,5.356466
TEST_000136,4.2943354
TEST_000137,4.3460655
TEST_000138,5.1050324
TEST_000139,4.2639375
TEST_000140,4.5767946
TEST_000141,4.7718654
TEST_000142,4.326896
TEST_000143,4.645788
TEST_000144,5.3181505
TEST_000145,4.8935432
TEST_000146,4.6415324
TEST_000147,4.683544
TEST_000148,4.8208094
TEST_000149,3.9203787
TEST_000150,5.26121
TEST_000151,4.7015142
TEST_000152,5.419945
TEST_000153,4.712496
TEST_000154,5.8677053
TEST_000155,4.4680696
TEST_000156,5.324925
TEST_000157,4.351923
TEST_000158,4.8935432
TEST_000159,4.965425
TEST_000160,4.719568
TEST_000161,5.4551334
TEST_000162,5.2064414
TEST_000163,4.513188
TEST_000164,4.753031
TEST_000165,5.3212023
TEST_000166,4.7064776
TEST_000167,6.7314253
TEST_000168,4.6625113
TEST_000169,5.2587023
TEST_000170,4.3306575
TEST_000171,4.2682004
TEST_000172,4.3518295
TEST_000173,4.899829
TEST_000174,4.787194
TEST_000175,4.7564936
TEST_000176,4.812094
TEST_000177,5.3372574
TEST_000178,5.3243117
TEST_000179,4.8571396
TEST_000180,4.3794537
TEST_000181,3.9790497
TEST_000182,5.3023443
TEST_000183,4.7070994
TEST_000184,4.683544
TEST_000185,4.9912806
TEST_000186,4.7674
TEST_000187,4.3227887
TEST_000188,4.0515075
TEST_000189,4.1666894
TEST_000190,5.5005503
TEST_000191,4.334984
TEST_000192,4.104166
TEST_000193,5.3785324
TEST_000194,3.0073118
TEST_000195,2.5069249
TEST_000196,3.5550163
TEST_000197,3.071024
TEST_000198,2.7773292
TEST_000199,2.1368763
TEST_000200,2.591571
TEST_000201,2.1925123
TEST_000202,2.8728936
TEST_000203,2.5069249
