,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.11929064606633433
1,4,01-03 01:00,공주,0.1172357641949594
2,4,01-03 02:00,공주,0.11997019999887505
3,4,01-03 03:00,공주,0.11977685996174614
4,4,01-03 04:00,공주,0.11598675460194882
5,4,01-03 05:00,공주,0.11516396213056389
6,4,01-03 06:00,공주,0.11789394854751618
7,4,01-03 07:00,공주,0.12490652618431382
8,4,01-03 08:00,공주,0.13383386733592867
9,4,01-03 09:00,공주,0.13457772426168452
10,4,01-03 10:00,공주,0.12616182661008
11,4,01-03 11:00,공주,0.10761780810611633
12,4,01-03 12:00,공주,0.09557731004170616
13,4,01-03 13:00,공주,0.0989846797264406
14,4,01-03 14:00,공주,0.10270324523397564
15,4,01-03 15:00,공주,0.10524210660484419
16,4,01-03 16:00,공주,0.10419221201955359
17,4,01-03 17:00,공주,0.11006526800414436
18,4,01-03 18:00,공주,0.1101937460346042
19,4,01-03 19:00,공주,0.11531928772848403
20,4,01-03 20:00,공주,0.11688589096002806
21,4,01-03 21:00,공주,0.10747927984917846
22,4,01-03 22:00,공주,0.10980441569699884
23,4,01-03 23:00,공주,0.10815091897301532
24,4,01-04 00:00,공주,0.11929064606633433
25,4,01-04 01:00,공주,0.1172357641949594
26,4,01-04 02:00,공주,0.11997019999887505
27,4,01-04 03:00,공주,0.11977685996174614
28,4,01-04 04:00,공주,0.11598675460194882
29,4,01-04 05:00,공주,0.11516396213056389
30,4,01-04 06:00,공주,0.11789394854751618
31,4,01-04 07:00,공주,0.12490652618431382
32,4,01-04 08:00,공주,0.13383386733592867
33,4,01-04 09:00,공주,0.13457772426168452
34,4,01-04 10:00,공주,0.12616182661008
35,4,01-04 11:00,공주,0.10761780810611633
36,4,01-04 12:00,공주,0.09557731004170616
37,4,01-04 13:00,공주,0.0989846797264406
38,4,01-04 14:00,공주,0.10270324523397564
39,4,01-04 15:00,공주,0.10524210660484419
40,4,01-04 16:00,공주,0.10419221201955359
41,4,01-04 17:00,공주,0.11006526800414436
42,4,01-04 18:00,공주,0.1101937460346042
43,4,01-04 19:00,공주,0.11531928772848403
44,4,01-04 20:00,공주,0.11688589096002806
45,4,01-04 21:00,공주,0.10747927984917846
46,4,01-04 22:00,공주,0.10980441569699884
47,4,01-04 23:00,공주,0.10815091897301532
48,4,01-05 00:00,공주,0.11929064606633433
49,4,01-05 01:00,공주,0.1172357641949594
50,4,01-05 02:00,공주,0.11997019999887505
51,4,01-05 03:00,공주,0.11977685996174614
52,4,01-05 04:00,공주,0.11598675460194882
53,4,01-05 05:00,공주,0.11516396213056389
54,4,01-05 06:00,공주,0.11789394854751618
55,4,01-05 07:00,공주,0.12490652618431382
56,4,01-05 08:00,공주,0.13383386733592867
57,4,01-05 09:00,공주,0.13457772426168452
58,4,01-05 10:00,공주,0.12616182661008
59,4,01-05 11:00,공주,0.10761780810611633
60,4,01-05 12:00,공주,0.09557731004170616
61,4,01-05 13:00,공주,0.0989846797264406
62,4,01-05 14:00,공주,0.10270324523397564
63,4,01-05 15:00,공주,0.10524210660484419
64,4,01-05 16:00,공주,0.10419221201955359
65,4,01-05 17:00,공주,0.11006526800414436
66,4,01-05 18:00,공주,0.1101937460346042
67,4,01-05 19:00,공주,0.11531928772848403
68,4,01-05 20:00,공주,0.11688589096002806
69,4,01-05 21:00,공주,0.10747927984917846
70,4,01-05 22:00,공주,0.10980441569699884
71,4,01-05 23:00,공주,0.10815091897301532
72,4,01-08 00:00,공주,0.11929064606633433
73,4,01-08 01:00,공주,0.1172357641949594
74,4,01-08 02:00,공주,0.11997019999887505
75,4,01-08 03:00,공주,0.11977685996174614
76,4,01-08 04:00,공주,0.11598675460194882
77,4,01-08 05:00,공주,0.11516396213056389
78,4,01-08 06:00,공주,0.11789394854751618
79,4,01-08 07:00,공주,0.12490652618431382
80,4,01-08 08:00,공주,0.13383386733592867
81,4,01-08 09:00,공주,0.13457772426168452
82,4,01-08 10:00,공주,0.12616182661008
83,4,01-08 11:00,공주,0.10761780810611633
84,4,01-08 12:00,공주,0.09557731004170616
85,4,01-08 13:00,공주,0.0989846797264406
86,4,01-08 14:00,공주,0.10270324523397564
87,4,01-08 15:00,공주,0.10524210660484419
88,4,01-08 16:00,공주,0.10419221201955359
89,4,01-08 17:00,공주,0.11006526800414436
90,4,01-08 18:00,공주,0.1101937460346042
91,4,01-08 19:00,공주,0.11531928772848403
92,4,01-08 20:00,공주,0.11688589096002806
93,4,01-08 21:00,공주,0.10747927984917846
94,4,01-08 22:00,공주,0.10980441569699884
95,4,01-08 23:00,공주,0.10815091897301532
96,4,01-09 00:00,공주,0.11929064606633433
97,4,01-09 01:00,공주,0.1172357641949594
98,4,01-09 02:00,공주,0.11997019999887505
99,4,01-09 03:00,공주,0.11977685996174614
100,4,01-09 04:00,공주,0.11598675460194882
101,4,01-09 05:00,공주,0.11516396213056389
102,4,01-09 06:00,공주,0.11789394854751618
103,4,01-09 07:00,공주,0.12490652618431382
104,4,01-09 08:00,공주,0.13383386733592867
105,4,01-09 09:00,공주,0.13457772426168452
106,4,01-09 10:00,공주,0.12616182661008
107,4,01-09 11:00,공주,0.10761780810611633
108,4,01-09 12:00,공주,0.09557731004170616
109,4,01-09 13:00,공주,0.0989846797264406
110,4,01-09 14:00,공주,0.10270324523397564
111,4,01-09 15:00,공주,0.10524210660484419
112,4,01-09 16:00,공주,0.10419221201955359
113,4,01-09 17:00,공주,0.11006526800414436
114,4,01-09 18:00,공주,0.1101937460346042
115,4,01-09 19:00,공주,0.11531928772848403
116,4,01-09 20:00,공주,0.11688589096002806
117,4,01-09 21:00,공주,0.10747927984917846
118,4,01-09 22:00,공주,0.10980441569699884
119,4,01-09 23:00,공주,0.10815091897301532
120,4,01-10 00:00,공주,0.11929064606633433
121,4,01-10 01:00,공주,0.1172357641949594
122,4,01-10 02:00,공주,0.11997019999887505
123,4,01-10 03:00,공주,0.11977685996174614
124,4,01-10 04:00,공주,0.11598675460194882
125,4,01-10 05:00,공주,0.11516396213056389
126,4,01-10 06:00,공주,0.11789394854751618
127,4,01-10 07:00,공주,0.12490652618431382
128,4,01-10 08:00,공주,0.13383386733592867
129,4,01-10 09:00,공주,0.13457772426168452
130,4,01-10 10:00,공주,0.12616182661008
131,4,01-10 11:00,공주,0.10761780810611633
132,4,01-10 12:00,공주,0.09557731004170616
133,4,01-10 13:00,공주,0.0989846797264406
134,4,01-10 14:00,공주,0.10270324523397564
135,4,01-10 15:00,공주,0.10524210660484419
136,4,01-10 16:00,공주,0.10419221201955359
137,4,01-10 17:00,공주,0.11006526800414436
138,4,01-10 18:00,공주,0.1101937460346042
139,4,01-10 19:00,공주,0.11531928772848403
140,4,01-10 20:00,공주,0.11688589096002806
141,4,01-10 21:00,공주,0.10747927984917846
142,4,01-10 22:00,공주,0.10980441569699884
143,4,01-10 23:00,공주,0.10815091897301532
144,4,01-13 00:00,공주,0.11929064606633433
145,4,01-13 01:00,공주,0.1172357641949594
146,4,01-13 02:00,공주,0.11997019999887505
147,4,01-13 03:00,공주,0.11977685996174614
148,4,01-13 04:00,공주,0.11598675460194882
149,4,01-13 05:00,공주,0.11516396213056389
150,4,01-13 06:00,공주,0.11789394854751618
151,4,01-13 07:00,공주,0.12490652618431382
152,4,01-13 08:00,공주,0.13383386733592867
153,4,01-13 09:00,공주,0.13457772426168452
154,4,01-13 10:00,공주,0.12616182661008
155,4,01-13 11:00,공주,0.10761780810611633
156,4,01-13 12:00,공주,0.09557731004170616
157,4,01-13 13:00,공주,0.0989846797264406
158,4,01-13 14:00,공주,0.10270324523397564
159,4,01-13 15:00,공주,0.10524210660484419
160,4,01-13 16:00,공주,0.10419221201955359
161,4,01-13 17:00,공주,0.11006526800414436
162,4,01-13 18:00,공주,0.1101937460346042
163,4,01-13 19:00,공주,0.11531928772848403
164,4,01-13 20:00,공주,0.11688589096002806
165,4,01-13 21:00,공주,0.10747927984917846
166,4,01-13 22:00,공주,0.10980441569699884
167,4,01-13 23:00,공주,0.10815091897301532
168,4,01-14 00:00,공주,0.11929064606633433
169,4,01-14 01:00,공주,0.1172357641949594
170,4,01-14 02:00,공주,0.11997019999887505
171,4,01-14 03:00,공주,0.11977685996174614
172,4,01-14 04:00,공주,0.11598675460194882
173,4,01-14 05:00,공주,0.11516396213056389
174,4,01-14 06:00,공주,0.11789394854751618
175,4,01-14 07:00,공주,0.12490652618431382
176,4,01-14 08:00,공주,0.13383386733592867
177,4,01-14 09:00,공주,0.13457772426168452
178,4,01-14 10:00,공주,0.12616182661008
179,4,01-14 11:00,공주,0.10761780810611633
180,4,01-14 12:00,공주,0.09557731004170616
181,4,01-14 13:00,공주,0.0989846797264406
182,4,01-14 14:00,공주,0.10270324523397564
183,4,01-14 15:00,공주,0.10524210660484419
184,4,01-14 16:00,공주,0.10419221201955359
185,4,01-14 17:00,공주,0.11006526800414436
186,4,01-14 18:00,공주,0.1101937460346042
187,4,01-14 19:00,공주,0.11531928772848403
188,4,01-14 20:00,공주,0.11688589096002806
189,4,01-14 21:00,공주,0.10747927984917846
190,4,01-14 22:00,공주,0.10980441569699884
191,4,01-14 23:00,공주,0.10815091897301532
192,4,01-15 00:00,공주,0.11929064606633433
193,4,01-15 01:00,공주,0.1172357641949594
194,4,01-15 02:00,공주,0.11997019999887505
195,4,01-15 03:00,공주,0.11977685996174614
196,4,01-15 04:00,공주,0.11598675460194882
197,4,01-15 05:00,공주,0.11516396213056389
198,4,01-15 06:00,공주,0.11789394854751618
199,4,01-15 07:00,공주,0.12490652618431382
200,4,01-15 08:00,공주,0.13383386733592867
201,4,01-15 09:00,공주,0.13457772426168452
202,4,01-15 10:00,공주,0.12616182661008
203,4,01-15 11:00,공주,0.10761780810611633
204,4,01-15 12:00,공주,0.09557731004170616
205,4,01-15 13:00,공주,0.0989846797264406
206,4,01-15 14:00,공주,0.10270324523397564
