,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.11046095
1,4,01-03 01:00,공주,0.1109336
2,4,01-03 02:00,공주,0.110764496
3,4,01-03 03:00,공주,0.1103131
4,4,01-03 04:00,공주,0.10927825
5,4,01-03 05:00,공주,0.109691255
6,4,01-03 06:00,공주,0.11226805
7,4,01-03 07:00,공주,0.11997631
8,4,01-03 08:00,공주,0.12548424
9,4,01-03 09:00,공주,0.12834841
10,4,01-03 10:00,공주,0.12092166
11,4,01-03 11:00,공주,0.11142786
12,4,01-03 12:00,공주,0.10208648
13,4,01-03 13:00,공주,0.09422674
14,4,01-03 14:00,공주,0.09127623
15,4,01-03 15:00,공주,0.0904477
16,4,01-03 16:00,공주,0.08919127
17,4,01-03 17:00,공주,0.09051646
18,4,01-03 18:00,공주,0.09402235
19,4,01-03 19:00,공주,0.0979747
20,4,01-03 20:00,공주,0.09866857
21,4,01-03 21:00,공주,0.09987548
22,4,01-03 22:00,공주,0.10231031
23,4,01-03 23:00,공주,0.10369917
24,4,01-04 00:00,공주,0.11046095
25,4,01-04 01:00,공주,0.1109336
26,4,01-04 02:00,공주,0.110764496
27,4,01-04 03:00,공주,0.1103131
28,4,01-04 04:00,공주,0.10927825
29,4,01-04 05:00,공주,0.109691255
30,4,01-04 06:00,공주,0.11226805
31,4,01-04 07:00,공주,0.11997631
32,4,01-04 08:00,공주,0.12548424
33,4,01-04 09:00,공주,0.12834841
34,4,01-04 10:00,공주,0.12092166
35,4,01-04 11:00,공주,0.11142786
36,4,01-04 12:00,공주,0.10208648
37,4,01-04 13:00,공주,0.09422674
38,4,01-04 14:00,공주,0.09127623
39,4,01-04 15:00,공주,0.0904477
40,4,01-04 16:00,공주,0.08919127
41,4,01-04 17:00,공주,0.09051646
42,4,01-04 18:00,공주,0.09402235
43,4,01-04 19:00,공주,0.0979747
44,4,01-04 20:00,공주,0.09866857
45,4,01-04 21:00,공주,0.09987548
46,4,01-04 22:00,공주,0.10231031
47,4,01-04 23:00,공주,0.10369917
48,4,01-05 00:00,공주,0.11046095
49,4,01-05 01:00,공주,0.1109336
50,4,01-05 02:00,공주,0.110764496
51,4,01-05 03:00,공주,0.1103131
52,4,01-05 04:00,공주,0.10927825
53,4,01-05 05:00,공주,0.109691255
54,4,01-05 06:00,공주,0.11226805
55,4,01-05 07:00,공주,0.11997631
56,4,01-05 08:00,공주,0.12548424
57,4,01-05 09:00,공주,0.12834841
58,4,01-05 10:00,공주,0.12092166
59,4,01-05 11:00,공주,0.11142786
60,4,01-05 12:00,공주,0.10208648
61,4,01-05 13:00,공주,0.09422674
62,4,01-05 14:00,공주,0.09127623
63,4,01-05 15:00,공주,0.0904477
64,4,01-05 16:00,공주,0.08919127
65,4,01-05 17:00,공주,0.09051646
66,4,01-05 18:00,공주,0.09402235
67,4,01-05 19:00,공주,0.0979747
68,4,01-05 20:00,공주,0.09866857
69,4,01-05 21:00,공주,0.09987548
70,4,01-05 22:00,공주,0.10231031
71,4,01-05 23:00,공주,0.10369917
72,4,01-08 00:00,공주,0.11046095
73,4,01-08 01:00,공주,0.1109336
74,4,01-08 02:00,공주,0.110764496
75,4,01-08 03:00,공주,0.1103131
76,4,01-08 04:00,공주,0.10927825
77,4,01-08 05:00,공주,0.109691255
78,4,01-08 06:00,공주,0.11226805
79,4,01-08 07:00,공주,0.11997631
80,4,01-08 08:00,공주,0.12548424
81,4,01-08 09:00,공주,0.12834841
82,4,01-08 10:00,공주,0.12092166
83,4,01-08 11:00,공주,0.11142786
84,4,01-08 12:00,공주,0.10208648
85,4,01-08 13:00,공주,0.09422674
86,4,01-08 14:00,공주,0.09127623
87,4,01-08 15:00,공주,0.0904477
88,4,01-08 16:00,공주,0.08919127
89,4,01-08 17:00,공주,0.09051646
90,4,01-08 18:00,공주,0.09402235
91,4,01-08 19:00,공주,0.0979747
92,4,01-08 20:00,공주,0.09866857
93,4,01-08 21:00,공주,0.09987548
94,4,01-08 22:00,공주,0.10231031
95,4,01-08 23:00,공주,0.10369917
96,4,01-09 00:00,공주,0.11046095
97,4,01-09 01:00,공주,0.1109336
98,4,01-09 02:00,공주,0.110764496
99,4,01-09 03:00,공주,0.1103131
100,4,01-09 04:00,공주,0.10927825
101,4,01-09 05:00,공주,0.109691255
102,4,01-09 06:00,공주,0.11226805
103,4,01-09 07:00,공주,0.11997631
104,4,01-09 08:00,공주,0.12548424
105,4,01-09 09:00,공주,0.12834841
106,4,01-09 10:00,공주,0.12092166
107,4,01-09 11:00,공주,0.11142786
108,4,01-09 12:00,공주,0.10208648
109,4,01-09 13:00,공주,0.09422674
110,4,01-09 14:00,공주,0.09127623
111,4,01-09 15:00,공주,0.0904477
112,4,01-09 16:00,공주,0.08919127
113,4,01-09 17:00,공주,0.09051646
114,4,01-09 18:00,공주,0.09402235
115,4,01-09 19:00,공주,0.0979747
116,4,01-09 20:00,공주,0.09866857
117,4,01-09 21:00,공주,0.09987548
118,4,01-09 22:00,공주,0.10231031
119,4,01-09 23:00,공주,0.10369917
120,4,01-10 00:00,공주,0.11046095
121,4,01-10 01:00,공주,0.1109336
122,4,01-10 02:00,공주,0.110764496
123,4,01-10 03:00,공주,0.1103131
124,4,01-10 04:00,공주,0.10927825
125,4,01-10 05:00,공주,0.109691255
126,4,01-10 06:00,공주,0.11226805
127,4,01-10 07:00,공주,0.11997631
128,4,01-10 08:00,공주,0.12548424
129,4,01-10 09:00,공주,0.12834841
130,4,01-10 10:00,공주,0.12092166
131,4,01-10 11:00,공주,0.11142786
132,4,01-10 12:00,공주,0.10208648
133,4,01-10 13:00,공주,0.09422674
134,4,01-10 14:00,공주,0.09127623
135,4,01-10 15:00,공주,0.0904477
136,4,01-10 16:00,공주,0.08919127
137,4,01-10 17:00,공주,0.09051646
138,4,01-10 18:00,공주,0.09402235
139,4,01-10 19:00,공주,0.0979747
140,4,01-10 20:00,공주,0.09866857
141,4,01-10 21:00,공주,0.09987548
142,4,01-10 22:00,공주,0.10231031
143,4,01-10 23:00,공주,0.10369917
144,4,01-13 00:00,공주,0.11046095
145,4,01-13 01:00,공주,0.1109336
146,4,01-13 02:00,공주,0.110764496
147,4,01-13 03:00,공주,0.1103131
148,4,01-13 04:00,공주,0.10927825
149,4,01-13 05:00,공주,0.109691255
150,4,01-13 06:00,공주,0.11226805
151,4,01-13 07:00,공주,0.11997631
152,4,01-13 08:00,공주,0.12548424
153,4,01-13 09:00,공주,0.12834841
154,4,01-13 10:00,공주,0.12092166
155,4,01-13 11:00,공주,0.11142786
156,4,01-13 12:00,공주,0.10208648
157,4,01-13 13:00,공주,0.09422674
158,4,01-13 14:00,공주,0.09127623
159,4,01-13 15:00,공주,0.0904477
160,4,01-13 16:00,공주,0.08919127
161,4,01-13 17:00,공주,0.09051646
162,4,01-13 18:00,공주,0.09402235
163,4,01-13 19:00,공주,0.0979747
164,4,01-13 20:00,공주,0.09866857
165,4,01-13 21:00,공주,0.09987548
166,4,01-13 22:00,공주,0.10231031
167,4,01-13 23:00,공주,0.10369917
168,4,01-14 00:00,공주,0.11046095
169,4,01-14 01:00,공주,0.1109336
170,4,01-14 02:00,공주,0.110764496
171,4,01-14 03:00,공주,0.1103131
172,4,01-14 04:00,공주,0.10927825
173,4,01-14 05:00,공주,0.109691255
174,4,01-14 06:00,공주,0.11226805
175,4,01-14 07:00,공주,0.11997631
176,4,01-14 08:00,공주,0.12548424
177,4,01-14 09:00,공주,0.12834841
178,4,01-14 10:00,공주,0.12092166
179,4,01-14 11:00,공주,0.11142786
180,4,01-14 12:00,공주,0.10208648
181,4,01-14 13:00,공주,0.09422674
182,4,01-14 14:00,공주,0.09127623
183,4,01-14 15:00,공주,0.0904477
184,4,01-14 16:00,공주,0.08919127
185,4,01-14 17:00,공주,0.09051646
186,4,01-14 18:00,공주,0.09402235
187,4,01-14 19:00,공주,0.0979747
188,4,01-14 20:00,공주,0.09866857
189,4,01-14 21:00,공주,0.09987548
190,4,01-14 22:00,공주,0.10231031
191,4,01-14 23:00,공주,0.10369917
192,4,01-15 00:00,공주,0.11046095
193,4,01-15 01:00,공주,0.1109336
194,4,01-15 02:00,공주,0.110764496
195,4,01-15 03:00,공주,0.1103131
196,4,01-15 04:00,공주,0.10927825
197,4,01-15 05:00,공주,0.109691255
198,4,01-15 06:00,공주,0.11226805
199,4,01-15 07:00,공주,0.11997631
200,4,01-15 08:00,공주,0.12548424
201,4,01-15 09:00,공주,0.12834841
202,4,01-15 10:00,공주,0.12092166
203,4,01-15 11:00,공주,0.11142786
204,4,01-15 12:00,공주,0.10208648
205,4,01-15 13:00,공주,0.09422674
206,4,01-15 14:00,공주,0.09127623
207,4,01-15 15:00,공주,0.0904477
208,4,01-15 16:00,공주,0.08919127
209,4,01-15 17:00,공주,0.09051646
210,4,01-15 18:00,공주,0.09402235
211,4,01-15 19:00,공주,0.0979747
212,4,01-15 20:00,공주,0.09866857
213,4,01-15 21:00,공주,0.09987548
214,4,01-15 22:00,공주,0.10231031
215,4,01-15 23:00,공주,0.10369917
216,4,01-18 00:00,공주,0.11046095
217,4,01-18 01:00,공주,0.1109336
218,4,01-18 02:00,공주,0.110764496
219,4,01-18 03:00,공주,0.1103131
220,4,01-18 04:00,공주,0.10927825
221,4,01-18 05:00,공주,0.109691255
222,4,01-18 06:00,공주,0.11226805
223,4,01-18 07:00,공주,0.11997631
224,4,01-18 08:00,공주,0.12548424
225,4,01-18 09:00,공주,0.12834841
226,4,01-18 10:00,공주,0.12092166
227,4,01-18 11:00,공주,0.11142786
228,4,01-18 12:00,공주,0.10208648
229,4,01-18 13:00,공주,0.09422674
230,4,01-18 14:00,공주,0.09127623
231,4,01-18 15:00,공주,0.0904477
232,4,01-18 16:00,공주,0.08919127
233,4,01-18 17:00,공주,0.09051646
234,4,01-18 18:00,공주,0.09402235
235,4,01-18 19:00,공주,0.0979747
236,4,01-18 20:00,공주,0.09866857
237,4,01-18 21:00,공주,0.09987548
238,4,01-18 22:00,공주,0.10231031
239,4,01-18 23:00,공주,0.10369917
240,4,01-19 00:00,공주,0.11046095
241,4,01-19 01:00,공주,0.1109336
242,4,01-19 02:00,공주,0.110764496
243,4,01-19 03:00,공주,0.1103131
244,4,01-19 04:00,공주,0.10927825
245,4,01-19 05:00,공주,0.109691255
246,4,01-19 06:00,공주,0.11226805
247,4,01-19 07:00,공주,0.11997631
248,4,01-19 08:00,공주,0.12548424
249,4,01-19 09:00,공주,0.12834841
250,4,01-19 10:00,공주,0.12092166
251,4,01-19 11:00,공주,0.11142786
252,4,01-19 12:00,공주,0.10208648
253,4,01-19 13:00,공주,0.09422674
254,4,01-19 14:00,공주,0.09127623
255,4,01-19 15:00,공주,0.0904477
256,4,01-19 16:00,공주,0.08919127
257,4,01-19 17:00,공주,0.09051646
258,4,01-19 18:00,공주,0.09402235
259,4,01-19 19:00,공주,0.0979747
260,4,01-19 20:00,공주,0.09866857
261,4,01-19 21:00,공주,0.09987548
262,4,01-19 22:00,공주,0.10231031
263,4,01-19 23:00,공주,0.10369917
264,4,01-20 00:00,공주,0.11046095
265,4,01-20 01:00,공주,0.1109336
266,4,01-20 02:00,공주,0.110764496
267,4,01-20 03:00,공주,0.1103131
268,4,01-20 04:00,공주,0.10927825
269,4,01-20 05:00,공주,0.109691255
270,4,01-20 06:00,공주,0.11226805
271,4,01-20 07:00,공주,0.11997631
272,4,01-20 08:00,공주,0.12548424
273,4,01-20 09:00,공주,0.12834841
274,4,01-20 10:00,공주,0.12092166
275,4,01-20 11:00,공주,0.11142786
276,4,01-20 12:00,공주,0.10208648
277,4,01-20 13:00,공주,0.09422674
278,4,01-20 14:00,공주,0.09127623
279,4,01-20 15:00,공주,0.0904477
280,4,01-20 16:00,공주,0.08919127
281,4,01-20 17:00,공주,0.09051646
282,4,01-20 18:00,공주,0.09402235
283,4,01-20 19:00,공주,0.0979747
284,4,01-20 20:00,공주,0.09866857
285,4,01-20 21:00,공주,0.09987548
286,4,01-20 22:00,공주,0.10231031
287,4,01-20 23:00,공주,0.10369917
288,4,01-23 00:00,공주,0.11046095
289,4,01-23 01:00,공주,0.1109336
290,4,01-23 02:00,공주,0.110764496
291,4,01-23 03:00,공주,0.1103131
292,4,01-23 04:00,공주,0.10927825
293,4,01-23 05:00,공주,0.109691255
294,4,01-23 06:00,공주,0.11226805
295,4,01-23 07:00,공주,0.11997631
296,4,01-23 08:00,공주,0.12548424
297,4,01-23 09:00,공주,0.12834841
298,4,01-23 10:00,공주,0.12092166
299,4,01-23 11:00,공주,0.11142786
300,4,01-23 12:00,공주,0.10208648
301,4,01-23 13:00,공주,0.09422674
302,4,01-23 14:00,공주,0.09127623
303,4,01-23 15:00,공주,0.0904477
304,4,01-23 16:00,공주,0.08919127
305,4,01-23 17:00,공주,0.09051646
306,4,01-23 18:00,공주,0.09402235
307,4,01-23 19:00,공주,0.0979747
308,4,01-23 20:00,공주,0.09866857
309,4,01-23 21:00,공주,0.09987548
310,4,01-23 22:00,공주,0.10231031
311,4,01-23 23:00,공주,0.10369917
312,4,01-24 00:00,공주,0.11046095
313,4,01-24 01:00,공주,0.1109336
314,4,01-24 02:00,공주,0.110764496
315,4,01-24 03:00,공주,0.1103131
316,4,01-24 04:00,공주,0.10927825
317,4,01-24 05:00,공주,0.109691255
318,4,01-24 06:00,공주,0.11226805
319,4,01-24 07:00,공주,0.11997631
320,4,01-24 08:00,공주,0.12548424
321,4,01-24 09:00,공주,0.12834841
322,4,01-24 10:00,공주,0.12092166
323,4,01-24 11:00,공주,0.11142786
324,4,01-24 12:00,공주,0.10208648
325,4,01-24 13:00,공주,0.09422674
326,4,01-24 14:00,공주,0.09127623
327,4,01-24 15:00,공주,0.0904477
328,4,01-24 16:00,공주,0.08919127
329,4,01-24 17:00,공주,0.09051646
330,4,01-24 18:00,공주,0.09402235
331,4,01-24 19:00,공주,0.0979747
332,4,01-24 20:00,공주,0.09866857
333,4,01-24 21:00,공주,0.09987548
334,4,01-24 22:00,공주,0.10231031
335,4,01-24 23:00,공주,0.10369917
336,4,01-25 00:00,공주,0.11046095
337,4,01-25 01:00,공주,0.1109336
338,4,01-25 02:00,공주,0.110764496
339,4,01-25 03:00,공주,0.1103131
340,4,01-25 04:00,공주,0.10927825
341,4,01-25 05:00,공주,0.109691255
342,4,01-25 06:00,공주,0.11226805
343,4,01-25 07:00,공주,0.11997631
344,4,01-25 08:00,공주,0.12548424
345,4,01-25 09:00,공주,0.12834841
346,4,01-25 10:00,공주,0.12092166
347,4,01-25 11:00,공주,0.11142786
348,4,01-25 12:00,공주,0.10208648
349,4,01-25 13:00,공주,0.09422674
350,4,01-25 14:00,공주,0.09127623
351,4,01-25 15:00,공주,0.0904477
352,4,01-25 16:00,공주,0.08919127
353,4,01-25 17:00,공주,0.09051646
354,4,01-25 18:00,공주,0.09402235
355,4,01-25 19:00,공주,0.0979747
356,4,01-25 20:00,공주,0.09866857
357,4,01-25 21:00,공주,0.09987548
358,4,01-25 22:00,공주,0.10231031
359,4,01-25 23:00,공주,0.10369917
360,4,01-28 00:00,공주,0.11046095
361,4,01-28 01:00,공주,0.1109336
362,4,01-28 02:00,공주,0.110764496
363,4,01-28 03:00,공주,0.1103131
364,4,01-28 04:00,공주,0.10927825
365,4,01-28 05:00,공주,0.109691255
366,4,01-28 06:00,공주,0.11226805
367,4,01-28 07:00,공주,0.11997631
368,4,01-28 08:00,공주,0.12548424
369,4,01-28 09:00,공주,0.12834841
370,4,01-28 10:00,공주,0.12092166
371,4,01-28 11:00,공주,0.11142786
372,4,01-28 12:00,공주,0.10208648
373,4,01-28 13:00,공주,0.09422674
374,4,01-28 14:00,공주,0.09127623
375,4,01-28 15:00,공주,0.0904477
376,4,01-28 16:00,공주,0.08919127
377,4,01-28 17:00,공주,0.09051646
378,4,01-28 18:00,공주,0.09402235
379,4,01-28 19:00,공주,0.0979747
380,4,01-28 20:00,공주,0.09866857
381,4,01-28 21:00,공주,0.09987548
382,4,01-28 22:00,공주,0.10231031
383,4,01-28 23:00,공주,0.10369917
384,4,01-29 00:00,공주,0.11046095
385,4,01-29 01:00,공주,0.1109336
386,4,01-29 02:00,공주,0.110764496
387,4,01-29 03:00,공주,0.1103131
388,4,01-29 04:00,공주,0.10927825
389,4,01-29 05:00,공주,0.109691255
390,4,01-29 06:00,공주,0.11226805
391,4,01-29 07:00,공주,0.11997631
392,4,01-29 08:00,공주,0.12548424
393,4,01-29 09:00,공주,0.12834841
394,4,01-29 10:00,공주,0.12092166
395,4,01-29 11:00,공주,0.11142786
396,4,01-29 12:00,공주,0.10208648
397,4,01-29 13:00,공주,0.09422674
398,4,01-29 14:00,공주,0.09127623
399,4,01-29 15:00,공주,0.0904477
400,4,01-29 16:00,공주,0.08919127
401,4,01-29 17:00,공주,0.09051646
402,4,01-29 18:00,공주,0.09402235
403,4,01-29 19:00,공주,0.0979747
404,4,01-29 20:00,공주,0.09866857
405,4,01-29 21:00,공주,0.09987548
406,4,01-29 22:00,공주,0.10231031
407,4,01-29 23:00,공주,0.10369917
408,4,01-30 00:00,공주,0.11046095
409,4,01-30 01:00,공주,0.1109336
410,4,01-30 02:00,공주,0.110764496
411,4,01-30 03:00,공주,0.1103131
412,4,01-30 04:00,공주,0.10927825
413,4,01-30 05:00,공주,0.109691255
414,4,01-30 06:00,공주,0.11226805
415,4,01-30 07:00,공주,0.11997631
416,4,01-30 08:00,공주,0.12548424
417,4,01-30 09:00,공주,0.12834841
418,4,01-30 10:00,공주,0.12092166
419,4,01-30 11:00,공주,0.11142786
420,4,01-30 12:00,공주,0.10208648
421,4,01-30 13:00,공주,0.09422674
422,4,01-30 14:00,공주,0.09127623
423,4,01-30 15:00,공주,0.0904477
424,4,01-30 16:00,공주,0.08919127
425,4,01-30 17:00,공주,0.09051646
426,4,01-30 18:00,공주,0.09402235
427,4,01-30 19:00,공주,0.0979747
428,4,01-30 20:00,공주,0.09866857
429,4,01-30 21:00,공주,0.09987548
430,4,01-30 22:00,공주,0.10231031
431,4,01-30 23:00,공주,0.10369917
432,4,02-02 00:00,공주,0.12646323
433,4,02-02 01:00,공주,0.1288276
434,4,02-02 02:00,공주,0.13086487
435,4,02-02 03:00,공주,0.13107146
436,4,02-02 04:00,공주,0.13143618
437,4,02-02 05:00,공주,0.13184956
438,4,02-02 06:00,공주,0.13481115
439,4,02-02 07:00,공주,0.14095025
440,4,02-02 08:00,공주,0.14432862
441,4,02-02 09:00,공주,0.14599371
442,4,02-02 10:00,공주,0.13887745
443,4,02-02 11:00,공주,0.12963665
444,4,02-02 12:00,공주,0.12051976
