,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.11317663168775079
1,4,01-03 01:00,공주,0.11053244226797071
2,4,01-03 02:00,공주,0.11235104059869269
3,4,01-03 03:00,공주,0.11618679712777709
4,4,01-03 04:00,공주,0.11312492156019169
5,4,01-03 05:00,공주,0.1120461833203811
6,4,01-03 06:00,공주,0.11740748165761408
7,4,01-03 07:00,공주,0.1168823908437748
8,4,01-03 08:00,공주,0.1291137394056154
9,4,01-03 09:00,공주,0.13399598340465488
10,4,01-03 10:00,공주,0.12784659723706987
11,4,01-03 11:00,공주,0.1117883692290455
12,4,01-03 12:00,공주,0.10116347442374685
13,4,01-03 13:00,공주,0.09805339101435963
14,4,01-03 14:00,공주,0.10643408904953859
15,4,01-03 15:00,공주,0.10592995437147515
16,4,01-03 16:00,공주,0.10223646070662634
17,4,01-03 17:00,공주,0.10852354943988352
18,4,01-03 18:00,공주,0.11132652391088375
19,4,01-03 19:00,공주,0.10829305329573932
20,4,01-03 20:00,공주,0.11262142600110586
21,4,01-03 21:00,공주,0.10839163356624308
22,4,01-03 22:00,공주,0.11061946126623727
23,4,01-03 23:00,공주,0.1085906437185273
24,4,01-04 00:00,공주,0.11317663168775079
25,4,01-04 01:00,공주,0.11053244226797071
26,4,01-04 02:00,공주,0.11235104059869269
27,4,01-04 03:00,공주,0.11618679712777709
28,4,01-04 04:00,공주,0.11312492156019169
29,4,01-04 05:00,공주,0.1120461833203811
30,4,01-04 06:00,공주,0.11740748165761408
31,4,01-04 07:00,공주,0.1168823908437748
32,4,01-04 08:00,공주,0.1291137394056154
33,4,01-04 09:00,공주,0.13399598340465488
34,4,01-04 10:00,공주,0.12784659723706987
35,4,01-04 11:00,공주,0.1117883692290455
36,4,01-04 12:00,공주,0.10116347442374685
37,4,01-04 13:00,공주,0.09805339101435963
38,4,01-04 14:00,공주,0.10643408904953859
39,4,01-04 15:00,공주,0.10592995437147515
40,4,01-04 16:00,공주,0.10223646070662634
41,4,01-04 17:00,공주,0.10852354943988352
42,4,01-04 18:00,공주,0.11132652391088375
43,4,01-04 19:00,공주,0.10829305329573932
44,4,01-04 20:00,공주,0.11262142600110586
45,4,01-04 21:00,공주,0.10839163356624308
46,4,01-04 22:00,공주,0.11061946126623727
47,4,01-04 23:00,공주,0.1085906437185273
48,4,01-05 00:00,공주,0.11317663168775079
49,4,01-05 01:00,공주,0.11053244226797071
50,4,01-05 02:00,공주,0.11235104059869269
51,4,01-05 03:00,공주,0.11618679712777709
52,4,01-05 04:00,공주,0.11312492156019169
53,4,01-05 05:00,공주,0.1120461833203811
54,4,01-05 06:00,공주,0.11740748165761408
55,4,01-05 07:00,공주,0.1168823908437748
56,4,01-05 08:00,공주,0.1291137394056154
57,4,01-05 09:00,공주,0.13399598340465488
58,4,01-05 10:00,공주,0.12784659723706987
59,4,01-05 11:00,공주,0.1117883692290455
60,4,01-05 12:00,공주,0.10116347442374685
61,4,01-05 13:00,공주,0.09805339101435963
62,4,01-05 14:00,공주,0.10643408904953859
63,4,01-05 15:00,공주,0.10592995437147515
64,4,01-05 16:00,공주,0.10223646070662634
65,4,01-05 17:00,공주,0.10852354943988352
66,4,01-05 18:00,공주,0.11132652391088375
67,4,01-05 19:00,공주,0.10829305329573932
68,4,01-05 20:00,공주,0.11262142600110586
69,4,01-05 21:00,공주,0.10839163356624308
70,4,01-05 22:00,공주,0.11061946126623727
71,4,01-05 23:00,공주,0.1085906437185273
72,4,01-08 00:00,공주,0.11317663168775079
73,4,01-08 01:00,공주,0.11053244226797071
74,4,01-08 02:00,공주,0.11235104059869269
75,4,01-08 03:00,공주,0.11618679712777709
76,4,01-08 04:00,공주,0.11312492156019169
77,4,01-08 05:00,공주,0.1120461833203811
78,4,01-08 06:00,공주,0.11740748165761408
79,4,01-08 07:00,공주,0.1168823908437748
80,4,01-08 08:00,공주,0.1291137394056154
81,4,01-08 09:00,공주,0.13399598340465488
82,4,01-08 10:00,공주,0.12784659723706987
83,4,01-08 11:00,공주,0.1117883692290455
84,4,01-08 12:00,공주,0.10116347442374685
85,4,01-08 13:00,공주,0.09805339101435963
86,4,01-08 14:00,공주,0.10643408904953859
87,4,01-08 15:00,공주,0.10592995437147515
88,4,01-08 16:00,공주,0.10223646070662634
