,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.38739
1,4,01-03 01:00,공주,0.38739
2,4,01-03 02:00,공주,0.38739
3,4,01-03 03:00,공주,0.38739
4,4,01-03 04:00,공주,0.38739
5,4,01-03 05:00,공주,0.38739
6,4,01-03 06:00,공주,0.38739
7,4,01-03 07:00,공주,0.38739
8,4,01-03 08:00,공주,0.38739
9,4,01-03 09:00,공주,0.38739
10,4,01-03 10:00,공주,0.38739
11,4,01-03 11:00,공주,0.3860482
12,4,01-03 12:00,공주,0.3860482
13,4,01-03 13:00,공주,0.3860482
14,4,01-03 14:00,공주,0.3860482
15,4,01-03 15:00,공주,0.3860482
16,4,01-03 16:00,공주,0.3860482
17,4,01-03 17:00,공주,0.3860482
18,4,01-03 18:00,공주,0.3860482
19,4,01-03 19:00,공주,0.3860482
20,4,01-03 20:00,공주,0.3860482
21,4,01-03 21:00,공주,0.3860482
22,4,01-03 22:00,공주,0.3860482
23,4,01-03 23:00,공주,0.3860482
24,4,01-04 00:00,공주,0.38739
25,4,01-04 01:00,공주,0.38739
26,4,01-04 02:00,공주,0.38739
27,4,01-04 03:00,공주,0.38739
28,4,01-04 04:00,공주,0.38739
29,4,01-04 05:00,공주,0.38739
30,4,01-04 06:00,공주,0.38739
31,4,01-04 07:00,공주,0.38739
32,4,01-04 08:00,공주,0.38739
33,4,01-04 09:00,공주,0.38739
34,4,01-04 10:00,공주,0.38739
35,4,01-04 11:00,공주,0.3860482
36,4,01-04 12:00,공주,0.3860482
37,4,01-04 13:00,공주,0.3860482
38,4,01-04 14:00,공주,0.3860482
39,4,01-04 15:00,공주,0.3860482
40,4,01-04 16:00,공주,0.3860482
41,4,01-04 17:00,공주,0.3860482
42,4,01-04 18:00,공주,0.3860482
43,4,01-04 19:00,공주,0.3860482
44,4,01-04 20:00,공주,0.3860482
45,4,01-04 21:00,공주,0.3860482
46,4,01-04 22:00,공주,0.3860482
47,4,01-04 23:00,공주,0.3860482
48,4,01-05 00:00,공주,0.38739
49,4,01-05 01:00,공주,0.38739
50,4,01-05 02:00,공주,0.38739
51,4,01-05 03:00,공주,0.38739
52,4,01-05 04:00,공주,0.38739
53,4,01-05 05:00,공주,0.38739
54,4,01-05 06:00,공주,0.38739
55,4,01-05 07:00,공주,0.38739
56,4,01-05 08:00,공주,0.38739
57,4,01-05 09:00,공주,0.38739
58,4,01-05 10:00,공주,0.38739
59,4,01-05 11:00,공주,0.3860482
60,4,01-05 12:00,공주,0.3860482
61,4,01-05 13:00,공주,0.3860482
62,4,01-05 14:00,공주,0.3860482
63,4,01-05 15:00,공주,0.3860482
64,4,01-05 16:00,공주,0.3860482
65,4,01-05 17:00,공주,0.3860482
66,4,01-05 18:00,공주,0.3860482
67,4,01-05 19:00,공주,0.3860482
68,4,01-05 20:00,공주,0.3860482
69,4,01-05 21:00,공주,0.3860482
70,4,01-05 22:00,공주,0.3860482
71,4,01-05 23:00,공주,0.3860482
72,4,01-08 00:00,공주,0.38739
73,4,01-08 01:00,공주,0.38739
74,4,01-08 02:00,공주,0.38739
75,4,01-08 03:00,공주,0.38739
76,4,01-08 04:00,공주,0.38739
77,4,01-08 05:00,공주,0.38739
78,4,01-08 06:00,공주,0.38739
79,4,01-08 07:00,공주,0.38739
80,4,01-08 08:00,공주,0.38739
81,4,01-08 09:00,공주,0.38739
82,4,01-08 10:00,공주,0.38739
83,4,01-08 11:00,공주,0.3860482
84,4,01-08 12:00,공주,0.3860482
85,4,01-08 13:00,공주,0.3860482
86,4,01-08 14:00,공주,0.3860482
87,4,01-08 15:00,공주,0.3860482
88,4,01-08 16:00,공주,0.3860482
89,4,01-08 17:00,공주,0.3860482
90,4,01-08 18:00,공주,0.3860482
91,4,01-08 19:00,공주,0.3860482
92,4,01-08 20:00,공주,0.3860482
93,4,01-08 21:00,공주,0.3860482
94,4,01-08 22:00,공주,0.3860482
95,4,01-08 23:00,공주,0.3860482
96,4,01-09 00:00,공주,0.38739
97,4,01-09 01:00,공주,0.38739
98,4,01-09 02:00,공주,0.38739
99,4,01-09 03:00,공주,0.38739
100,4,01-09 04:00,공주,0.38739
101,4,01-09 05:00,공주,0.38739
102,4,01-09 06:00,공주,0.38739
103,4,01-09 07:00,공주,0.38739
104,4,01-09 08:00,공주,0.38739
105,4,01-09 09:00,공주,0.38739
106,4,01-09 10:00,공주,0.38739
107,4,01-09 11:00,공주,0.3860482
108,4,01-09 12:00,공주,0.3860482
109,4,01-09 13:00,공주,0.3860482
110,4,01-09 14:00,공주,0.3860482
111,4,01-09 15:00,공주,0.3860482
112,4,01-09 16:00,공주,0.3860482
113,4,01-09 17:00,공주,0.3860482
114,4,01-09 18:00,공주,0.3860482
115,4,01-09 19:00,공주,0.3860482
116,4,01-09 20:00,공주,0.3860482
117,4,01-09 21:00,공주,0.3860482
118,4,01-09 22:00,공주,0.3860482
119,4,01-09 23:00,공주,0.3860482
120,4,01-10 00:00,공주,0.38739
121,4,01-10 01:00,공주,0.38739
122,4,01-10 02:00,공주,0.38739
123,4,01-10 03:00,공주,0.38739
124,4,01-10 04:00,공주,0.38739
125,4,01-10 05:00,공주,0.38739
126,4,01-10 06:00,공주,0.38739
127,4,01-10 07:00,공주,0.38739
128,4,01-10 08:00,공주,0.38739
129,4,01-10 09:00,공주,0.38739
130,4,01-10 10:00,공주,0.38739
131,4,01-10 11:00,공주,0.3860482
132,4,01-10 12:00,공주,0.3860482
133,4,01-10 13:00,공주,0.3860482
134,4,01-10 14:00,공주,0.3860482
135,4,01-10 15:00,공주,0.3860482
136,4,01-10 16:00,공주,0.3860482
137,4,01-10 17:00,공주,0.3860482
138,4,01-10 18:00,공주,0.3860482
139,4,01-10 19:00,공주,0.3860482
140,4,01-10 20:00,공주,0.3860482
