연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.11195858571208175
4,01-03 01:00,공주,0.11077735273576292
4,01-03 02:00,공주,0.11244322972640092
4,01-03 03:00,공주,0.1162978068830804
4,01-03 04:00,공주,0.11346113272688926
4,01-03 05:00,공주,0.11280506007824169
4,01-03 06:00,공주,0.11460893253313563
4,01-03 07:00,공주,0.11882977333742524
4,01-03 08:00,공주,0.12931925129854158
4,01-03 09:00,공주,0.13566651525937815
4,01-03 10:00,공주,0.12585491096105617
4,01-03 11:00,공주,0.11075191705008347
4,01-03 12:00,공주,0.10061048625972255
4,01-03 13:00,공주,0.09631352132818964
4,01-03 14:00,공주,0.10385706067649363
4,01-03 15:00,공주,0.10436892653482949
4,01-03 16:00,공주,0.10392317064732204
4,01-03 17:00,공주,0.10945836271555709
4,01-03 18:00,공주,0.11107534783658404
4,01-03 19:00,공주,0.11061197015290458
4,01-03 20:00,공주,0.11338986912543128
4,01-03 21:00,공주,0.10969009343214686
4,01-03 22:00,공주,0.10960136367398342
4,01-03 23:00,공주,0.11024306758160751
4,01-04 00:00,공주,0.11195858571208175
4,01-04 01:00,공주,0.11077735273576292
4,01-04 02:00,공주,0.11244322972640092
4,01-04 03:00,공주,0.1162978068830804
4,01-04 04:00,공주,0.11346113272688926
4,01-04 05:00,공주,0.11280506007824169
4,01-04 06:00,공주,0.11460893253313563
4,01-04 07:00,공주,0.11882977333742524
4,01-04 08:00,공주,0.12931925129854158
4,01-04 09:00,공주,0.13566651525937815
4,01-04 10:00,공주,0.12585491096105617
4,01-04 11:00,공주,0.11075191705008347
4,01-04 12:00,공주,0.10061048625972255
4,01-04 13:00,공주,0.09631352132818964
4,01-04 14:00,공주,0.10385706067649363
4,01-04 15:00,공주,0.10436892653482949
4,01-04 16:00,공주,0.10392317064732204
4,01-04 17:00,공주,0.10945836271555709
4,01-04 18:00,공주,0.11107534783658404
4,01-04 19:00,공주,0.11061197015290458
4,01-04 20:00,공주,0.11338986912543128
4,01-04 21:00,공주,0.10969009343214686
4,01-04 22:00,공주,0.10960136367398342
4,01-04 23:00,공주,0.11024306758160751
4,01-05 00:00,공주,0.11195858571208175
4,01-05 01:00,공주,0.11077735273576292
4,01-05 02:00,공주,0.11244322972640092
4,01-05 03:00,공주,0.1162978068830804
4,01-05 04:00,공주,0.11346113272688926
4,01-05 05:00,공주,0.11280506007824169
4,01-05 06:00,공주,0.11460893253313563
4,01-05 07:00,공주,0.11882977333742524
4,01-05 08:00,공주,0.12931925129854158
4,01-05 09:00,공주,0.13566651525937815
4,01-05 10:00,공주,0.12585491096105617
4,01-05 11:00,공주,0.11075191705008347
4,01-05 12:00,공주,0.10061048625972255
4,01-05 13:00,공주,0.09631352132818964
4,01-05 14:00,공주,0.10385706067649363
4,01-05 15:00,공주,0.10436892653482949
4,01-05 16:00,공주,0.10392317064732204
4,01-05 17:00,공주,0.10945836271555709
4,01-05 18:00,공주,0.11107534783658404
4,01-05 19:00,공주,0.11061197015290458
4,01-05 20:00,공주,0.11338986912543128
4,01-05 21:00,공주,0.10969009343214686
4,01-05 22:00,공주,0.10960136367398342
4,01-05 23:00,공주,0.11024306758160751
4,01-08 00:00,공주,0.11195858571208175
4,01-08 01:00,공주,0.11077735273576292
4,01-08 02:00,공주,0.11244322972640092
4,01-08 03:00,공주,0.1162978068830804
4,01-08 04:00,공주,0.11346113272688926
4,01-08 05:00,공주,0.11280506007824169
4,01-08 06:00,공주,0.11460893253313563
4,01-08 07:00,공주,0.11882977333742524
4,01-08 08:00,공주,0.12931925129854158
4,01-08 09:00,공주,0.13566651525937815
4,01-08 10:00,공주,0.12585491096105617
4,01-08 11:00,공주,0.11075191705008347
4,01-08 12:00,공주,0.10061048625972255
4,01-08 13:00,공주,0.09631352132818964
4,01-08 14:00,공주,0.10385706067649363
4,01-08 15:00,공주,0.10436892653482949
4,01-08 16:00,공주,0.10392317064732204
4,01-08 17:00,공주,0.10945836271555709
4,01-08 18:00,공주,0.11107534783658404
4,01-08 19:00,공주,0.11061197015290458
4,01-08 20:00,공주,0.11338986912543128
4,01-08 21:00,공주,0.10969009343214686
4,01-08 22:00,공주,0.10960136367398342
4,01-08 23:00,공주,0.11024306758160751
4,01-09 00:00,공주,0.11195858571208175
4,01-09 01:00,공주,0.11077735273576292
4,01-09 02:00,공주,0.11244322972640092
4,01-09 03:00,공주,0.1162978068830804
