,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.10956202
1,4,01-03 01:00,공주,0.11057202
2,4,01-03 02:00,공주,0.10719529
3,4,01-03 03:00,공주,0.110596664
4,4,01-03 04:00,공주,0.11053579
5,4,01-03 05:00,공주,0.11166732
6,4,01-03 06:00,공주,0.11309753
7,4,01-03 07:00,공주,0.12117967
8,4,01-03 08:00,공주,0.13169453
9,4,01-03 09:00,공주,0.13325703
10,4,01-03 10:00,공주,0.119801916
11,4,01-03 11:00,공주,0.11244266
12,4,01-03 12:00,공주,0.10350278
13,4,01-03 13:00,공주,0.09564793
14,4,01-03 14:00,공주,0.09265152
15,4,01-03 15:00,공주,0.09204532
16,4,01-03 16:00,공주,0.09012853
17,4,01-03 17:00,공주,0.094473146
18,4,01-03 18:00,공주,0.09648299
19,4,01-03 19:00,공주,0.09810161
20,4,01-03 20:00,공주,0.10337425
21,4,01-03 21:00,공주,0.09972548
22,4,01-03 22:00,공주,0.10383981
23,4,01-03 23:00,공주,0.10670385
24,4,01-04 00:00,공주,0.10956202
25,4,01-04 01:00,공주,0.11057202
26,4,01-04 02:00,공주,0.10719529
27,4,01-04 03:00,공주,0.110596664
28,4,01-04 04:00,공주,0.11053579
29,4,01-04 05:00,공주,0.11166732
30,4,01-04 06:00,공주,0.11309753
31,4,01-04 07:00,공주,0.12117967
32,4,01-04 08:00,공주,0.13169453
33,4,01-04 09:00,공주,0.13325703
34,4,01-04 10:00,공주,0.119801916
35,4,01-04 11:00,공주,0.11244266
36,4,01-04 12:00,공주,0.10350278
37,4,01-04 13:00,공주,0.09564793
38,4,01-04 14:00,공주,0.09265152
39,4,01-04 15:00,공주,0.09204532
40,4,01-04 16:00,공주,0.09012853
41,4,01-04 17:00,공주,0.094473146
42,4,01-04 18:00,공주,0.09648299
43,4,01-04 19:00,공주,0.09810161
44,4,01-04 20:00,공주,0.10337425
45,4,01-04 21:00,공주,0.09972548
46,4,01-04 22:00,공주,0.10383981
47,4,01-04 23:00,공주,0.10670385
48,4,01-05 00:00,공주,0.10956202
49,4,01-05 01:00,공주,0.11057202
50,4,01-05 02:00,공주,0.10719529
51,4,01-05 03:00,공주,0.110596664
52,4,01-05 04:00,공주,0.11053579
53,4,01-05 05:00,공주,0.11166732
54,4,01-05 06:00,공주,0.11309753
55,4,01-05 07:00,공주,0.12117967
56,4,01-05 08:00,공주,0.13169453
57,4,01-05 09:00,공주,0.13325703
58,4,01-05 10:00,공주,0.119801916
59,4,01-05 11:00,공주,0.11244266
60,4,01-05 12:00,공주,0.10350278
61,4,01-05 13:00,공주,0.09564793
62,4,01-05 14:00,공주,0.09265152
63,4,01-05 15:00,공주,0.09204532
64,4,01-05 16:00,공주,0.09012853
65,4,01-05 17:00,공주,0.094473146
66,4,01-05 18:00,공주,0.09648299
67,4,01-05 19:00,공주,0.09810161
68,4,01-05 20:00,공주,0.10337425
69,4,01-05 21:00,공주,0.09972548
70,4,01-05 22:00,공주,0.10383981
71,4,01-05 23:00,공주,0.10670385
72,4,01-08 00:00,공주,0.10956202
73,4,01-08 01:00,공주,0.11057202
74,4,01-08 02:00,공주,0.10719529
75,4,01-08 03:00,공주,0.110596664
76,4,01-08 04:00,공주,0.11053579
77,4,01-08 05:00,공주,0.11166732
78,4,01-08 06:00,공주,0.11309753
79,4,01-08 07:00,공주,0.12117967
80,4,01-08 08:00,공주,0.13169453
81,4,01-08 09:00,공주,0.13325703
82,4,01-08 10:00,공주,0.119801916
83,4,01-08 11:00,공주,0.11244266
84,4,01-08 12:00,공주,0.10350278
85,4,01-08 13:00,공주,0.09564793
86,4,01-08 14:00,공주,0.09265152
87,4,01-08 15:00,공주,0.09204532
88,4,01-08 16:00,공주,0.09012853
89,4,01-08 17:00,공주,0.094473146
90,4,01-08 18:00,공주,0.09648299
91,4,01-08 19:00,공주,0.09810161
92,4,01-08 20:00,공주,0.10337425
93,4,01-08 21:00,공주,0.09972548
94,4,01-08 22:00,공주,0.10383981
95,4,01-08 23:00,공주,0.10670385
96,4,01-09 00:00,공주,0.10956202
97,4,01-09 01:00,공주,0.11057202
98,4,01-09 02:00,공주,0.10719529
99,4,01-09 03:00,공주,0.110596664
100,4,01-09 04:00,공주,0.11053579
101,4,01-09 05:00,공주,0.11166732
102,4,01-09 06:00,공주,0.11309753
103,4,01-09 07:00,공주,0.12117967
104,4,01-09 08:00,공주,0.13169453
105,4,01-09 09:00,공주,0.13325703
106,4,01-09 10:00,공주,0.119801916
107,4,01-09 11:00,공주,0.11244266
108,4,01-09 12:00,공주,0.10350278
109,4,01-09 13:00,공주,0.09564793
110,4,01-09 14:00,공주,0.09265152
111,4,01-09 15:00,공주,0.09204532
112,4,01-09 16:00,공주,0.09012853
113,4,01-09 17:00,공주,0.094473146
114,4,01-09 18:00,공주,0.09648299
115,4,01-09 19:00,공주,0.09810161
116,4,01-09 20:00,공주,0.10337425
117,4,01-09 21:00,공주,0.09972548
118,4,01-09 22:00,공주,0.10383981
119,4,01-09 23:00,공주,0.10670385
120,4,01-10 00:00,공주,0.10956202
121,4,01-10 01:00,공주,0.11057202
122,4,01-10 02:00,공주,0.10719529
123,4,01-10 03:00,공주,0.110596664
124,4,01-10 04:00,공주,0.11053579
125,4,01-10 05:00,공주,0.11166732
126,4,01-10 06:00,공주,0.11309753
127,4,01-10 07:00,공주,0.12117967
128,4,01-10 08:00,공주,0.13169453
129,4,01-10 09:00,공주,0.13325703
130,4,01-10 10:00,공주,0.119801916
131,4,01-10 11:00,공주,0.11244266
132,4,01-10 12:00,공주,0.10350278
133,4,01-10 13:00,공주,0.09564793
134,4,01-10 14:00,공주,0.09265152
135,4,01-10 15:00,공주,0.09204532
136,4,01-10 16:00,공주,0.09012853
137,4,01-10 17:00,공주,0.094473146
138,4,01-10 18:00,공주,0.09648299
139,4,01-10 19:00,공주,0.09810161
140,4,01-10 20:00,공주,0.10337425
141,4,01-10 21:00,공주,0.09972548
142,4,01-10 22:00,공주,0.10383981
143,4,01-10 23:00,공주,0.10670385
144,4,01-13 00:00,공주,0.10956202
145,4,01-13 01:00,공주,0.11057202
146,4,01-13 02:00,공주,0.10719529
147,4,01-13 03:00,공주,0.110596664
148,4,01-13 04:00,공주,0.11053579
149,4,01-13 05:00,공주,0.11166732
150,4,01-13 06:00,공주,0.11309753
151,4,01-13 07:00,공주,0.12117967
152,4,01-13 08:00,공주,0.13169453
153,4,01-13 09:00,공주,0.13325703
154,4,01-13 10:00,공주,0.119801916
155,4,01-13 11:00,공주,0.11244266
156,4,01-13 12:00,공주,0.10350278
157,4,01-13 13:00,공주,0.09564793
158,4,01-13 14:00,공주,0.09265152
159,4,01-13 15:00,공주,0.09204532
160,4,01-13 16:00,공주,0.09012853
161,4,01-13 17:00,공주,0.094473146
162,4,01-13 18:00,공주,0.09648299
163,4,01-13 19:00,공주,0.09810161
164,4,01-13 20:00,공주,0.10337425
165,4,01-13 21:00,공주,0.09972548
166,4,01-13 22:00,공주,0.10383981
167,4,01-13 23:00,공주,0.10670385
168,4,01-14 00:00,공주,0.10956202
169,4,01-14 01:00,공주,0.11057202
170,4,01-14 02:00,공주,0.10719529
171,4,01-14 03:00,공주,0.110596664
172,4,01-14 04:00,공주,0.11053579
173,4,01-14 05:00,공주,0.11166732
174,4,01-14 06:00,공주,0.11309753
175,4,01-14 07:00,공주,0.12117967
176,4,01-14 08:00,공주,0.13169453
177,4,01-14 09:00,공주,0.13325703
