연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.0074450827658713165
4,01-03 01:00,공주,0.007697355456006652
4,01-03 02:00,공주,-0.0038340328177759037
4,01-03 03:00,공주,0.0007509616129990765
4,01-03 04:00,공주,0.008543829155135435
4,01-03 05:00,공주,0.005493268148139344
4,01-03 06:00,공주,0.009582491510921873
4,01-03 07:00,공주,0.026661442465859005
4,01-03 08:00,공주,0.04812608294226151
4,01-03 09:00,공주,0.06874935232312931
4,01-03 10:00,공주,0.07645661824721242
4,01-03 11:00,공주,0.06617235815990612
4,01-03 12:00,공주,0.04573662220199188
4,01-03 13:00,공주,0.04874573571877128
4,01-03 14:00,공주,0.04392484581351818
4,01-03 15:00,공주,0.0439113136424844
4,01-03 16:00,공주,0.03910027783042042
4,01-03 17:00,공주,0.043049798726982946
4,01-03 18:00,공주,0.03537364944763061
4,01-03 19:00,공주,0.036900281467371114
4,01-03 20:00,공주,0.04738271589861455
4,01-03 21:00,공주,0.045074404720404665
4,01-03 22:00,공주,0.039405832357912556
4,01-03 23:00,공주,0.03771266050832879
4,01-04 00:00,공주,0.0074450827658713165
4,01-04 01:00,공주,0.007697355456006652
4,01-04 02:00,공주,-0.0038340328177759037
4,01-04 03:00,공주,0.0007509616129990765
4,01-04 04:00,공주,0.008543829155135435
4,01-04 05:00,공주,0.005493268148139344
4,01-04 06:00,공주,0.009582491510921873
4,01-04 07:00,공주,0.026661442465859005
4,01-04 08:00,공주,0.04812608294226151
4,01-04 09:00,공주,0.06874935232312931
4,01-04 10:00,공주,0.07645661824721242
4,01-04 11:00,공주,0.06617235815990612
4,01-04 12:00,공주,0.04573662220199188
4,01-04 13:00,공주,0.04874573571877128
4,01-04 14:00,공주,0.04392484581351818
4,01-04 15:00,공주,0.0439113136424844
4,01-04 16:00,공주,0.03910027783042042
4,01-04 17:00,공주,0.043049798726982946
4,01-04 18:00,공주,0.03537364944763061
4,01-04 19:00,공주,0.036900281467371114
4,01-04 20:00,공주,0.04738271589861455
4,01-04 21:00,공주,0.045074404720404665
4,01-04 22:00,공주,0.039405832357912556
4,01-04 23:00,공주,0.03771266050832879
4,01-05 00:00,공주,0.0074450827658713165
4,01-05 01:00,공주,0.007697355456006652
4,01-05 02:00,공주,-0.0038340328177759037
4,01-05 03:00,공주,0.0007509616129990765
4,01-05 04:00,공주,0.008543829155135435
4,01-05 05:00,공주,0.005493268148139344
4,01-05 06:00,공주,0.009582491510921873
4,01-05 07:00,공주,0.026661442465859005
4,01-05 08:00,공주,0.04812608294226151
4,01-05 09:00,공주,0.06874935232312931
4,01-05 10:00,공주,0.07645661824721242
4,01-05 11:00,공주,0.06617235815990612
4,01-05 12:00,공주,0.04573662220199188
4,01-05 13:00,공주,0.04874573571877128
4,01-05 14:00,공주,0.04392484581351818
4,01-05 15:00,공주,0.0439113136424844
4,01-05 16:00,공주,0.03910027783042042
4,01-05 17:00,공주,0.043049798726982946
4,01-05 18:00,공주,0.03537364944763061
4,01-05 19:00,공주,0.036900281467371114
4,01-05 20:00,공주,0.04738271589861455
4,01-05 21:00,공주,0.045074404720404665
4,01-05 22:00,공주,0.039405832357912556
4,01-05 23:00,공주,0.03771266050832879
4,01-08 00:00,공주,0.0074450827658713165
4,01-08 01:00,공주,0.007697355456006652
4,01-08 02:00,공주,-0.0038340328177759037
4,01-08 03:00,공주,0.0007509616129990765
4,01-08 04:00,공주,0.008543829155135435
4,01-08 05:00,공주,0.005493268148139344
4,01-08 06:00,공주,0.009582491510921873
4,01-08 07:00,공주,0.026661442465859005
4,01-08 08:00,공주,0.04812608294226151
4,01-08 09:00,공주,0.06874935232312931
4,01-08 10:00,공주,0.07645661824721242
4,01-08 11:00,공주,0.06617235815990612
4,01-08 12:00,공주,0.04573662220199188
4,01-08 13:00,공주,0.04874573571877128
4,01-08 14:00,공주,0.04392484581351818
4,01-08 15:00,공주,0.0439113136424844
4,01-08 16:00,공주,0.03910027783042042
4,01-08 17:00,공주,0.043049798726982946
4,01-08 18:00,공주,0.03537364944763061
4,01-08 19:00,공주,0.036900281467371114
4,01-08 20:00,공주,0.04738271589861455
4,01-08 21:00,공주,0.045074404720404665
4,01-08 22:00,공주,0.039405832357912556
4,01-08 23:00,공주,0.03771266050832879
4,01-09 00:00,공주,0.0074450827658713165
4,01-09 01:00,공주,0.007697355456006652
4,01-09 02:00,공주,-0.0038340328177759037
4,01-09 03:00,공주,0.0007509616129990765
4,01-09 04:00,공주,0.008543829155135435
4,01-09 05:00,공주,0.005493268148139344
4,01-09 06:00,공주,0.009582491510921873
4,01-09 07:00,공주,0.026661442465859005
4,01-09 08:00,공주,0.04812608294226151
4,01-09 09:00,공주,0.06874935232312931
4,01-09 10:00,공주,0.07645661824721242
4,01-09 11:00,공주,0.06617235815990612
4,01-09 12:00,공주,0.04573662220199188
4,01-09 13:00,공주,0.04874573571877128
4,01-09 14:00,공주,0.04392484581351818
4,01-09 15:00,공주,0.0439113136424844
4,01-09 16:00,공주,0.03910027783042042
4,01-09 17:00,공주,0.043049798726982946
4,01-09 18:00,공주,0.03537364944763061
4,01-09 19:00,공주,0.036900281467371114
4,01-09 20:00,공주,0.04738271589861455
4,01-09 21:00,공주,0.045074404720404665
4,01-09 22:00,공주,0.039405832357912556
4,01-09 23:00,공주,0.03771266050832879
4,01-10 00:00,공주,0.0074450827658713165
4,01-10 01:00,공주,0.007697355456006652
4,01-10 02:00,공주,-0.0038340328177759037
4,01-10 03:00,공주,0.0007509616129990765
4,01-10 04:00,공주,0.008543829155135435
4,01-10 05:00,공주,0.005493268148139344
4,01-10 06:00,공주,0.009582491510921873
4,01-10 07:00,공주,0.026661442465859005
4,01-10 08:00,공주,0.04812608294226151
4,01-10 09:00,공주,0.06874935232312931
4,01-10 10:00,공주,0.07645661824721242
4,01-10 11:00,공주,0.06617235815990612
4,01-10 12:00,공주,0.04573662220199188
4,01-10 13:00,공주,0.04874573571877128
4,01-10 14:00,공주,0.04392484581351818
4,01-10 15:00,공주,0.0439113136424844
4,01-10 16:00,공주,0.03910027783042042
4,01-10 17:00,공주,0.043049798726982946
4,01-10 18:00,공주,0.03537364944763061
4,01-10 19:00,공주,0.036900281467371114
4,01-10 20:00,공주,0.04738271589861455
4,01-10 21:00,공주,0.045074404720404665
4,01-10 22:00,공주,0.039405832357912556
4,01-10 23:00,공주,0.03771266050832879
4,01-13 00:00,공주,0.0074450827658713165
4,01-13 01:00,공주,0.007697355456006652
4,01-13 02:00,공주,-0.0038340328177759037
4,01-13 03:00,공주,0.0007509616129990765
4,01-13 04:00,공주,0.008543829155135435
4,01-13 05:00,공주,0.005493268148139344
4,01-13 06:00,공주,0.009582491510921873
4,01-13 07:00,공주,0.026661442465859005
4,01-13 08:00,공주,0.04812608294226151
4,01-13 09:00,공주,0.06874935232312931
4,01-13 10:00,공주,0.07645661824721242
4,01-13 11:00,공주,0.06617235815990612
4,01-13 12:00,공주,0.04573662220199188
4,01-13 13:00,공주,0.04874573571877128
4,01-13 14:00,공주,0.04392484581351818
4,01-13 15:00,공주,0.0439113136424844
4,01-13 16:00,공주,0.03910027783042042
4,01-13 17:00,공주,0.043049798726982946
4,01-13 18:00,공주,0.03537364944763061
4,01-13 19:00,공주,0.036900281467371114
4,01-13 20:00,공주,0.04738271589861455
4,01-13 21:00,공주,0.045074404720404665
4,01-13 22:00,공주,0.039405832357912556
4,01-13 23:00,공주,0.03771266050832879
4,01-14 00:00,공주,0.0074450827658713165
4,01-14 01:00,공주,0.007697355456006652
4,01-14 02:00,공주,-0.0038340328177759037
4,01-14 03:00,공주,0.0007509616129990765
4,01-14 04:00,공주,0.008543829155135435
4,01-14 05:00,공주,0.005493268148139344
4,01-14 06:00,공주,0.009582491510921873
4,01-14 07:00,공주,0.026661442465859005
4,01-14 08:00,공주,0.04812608294226151
4,01-14 09:00,공주,0.06874935232312931
4,01-14 10:00,공주,0.07645661824721242
4,01-14 11:00,공주,0.06617235815990612
4,01-14 12:00,공주,0.04573662220199188
4,01-14 13:00,공주,0.04874573571877128
4,01-14 14:00,공주,0.04392484581351818
4,01-14 15:00,공주,0.0439113136424844
4,01-14 16:00,공주,0.03910027783042042
4,01-14 17:00,공주,0.043049798726982946
4,01-14 18:00,공주,0.03537364944763061
4,01-14 19:00,공주,0.036900281467371114
4,01-14 20:00,공주,0.04738271589861455
4,01-14 21:00,공주,0.045074404720404665
4,01-14 22:00,공주,0.039405832357912556
4,01-14 23:00,공주,0.03771266050832879
4,01-15 00:00,공주,0.0074450827658713165
4,01-15 01:00,공주,0.007697355456006652
4,01-15 02:00,공주,-0.0038340328177759037
4,01-15 03:00,공주,0.0007509616129990765
4,01-15 04:00,공주,0.008543829155135435
4,01-15 05:00,공주,0.005493268148139344
4,01-15 06:00,공주,0.009582491510921873
4,01-15 07:00,공주,0.026661442465859005
4,01-15 08:00,공주,0.04812608294226151
4,01-15 09:00,공주,0.06874935232312931
4,01-15 10:00,공주,0.07645661824721242
4,01-15 11:00,공주,0.06617235815990612
4,01-15 12:00,공주,0.04573662220199188
4,01-15 13:00,공주,0.04874573571877128
4,01-15 14:00,공주,0.04392484581351818
4,01-15 15:00,공주,0.0439113136424844
4,01-15 16:00,공주,0.03910027783042042
4,01-15 17:00,공주,0.043049798726982946
4,01-15 18:00,공주,0.03537364944763061
4,01-15 19:00,공주,0.036900281467371114
4,01-15 20:00,공주,0.04738271589861455
4,01-15 21:00,공주,0.045074404720404665
4,01-15 22:00,공주,0.039405832357912556
4,01-15 23:00,공주,0.03771266050832879
4,01-18 00:00,공주,0.0074450827658713165
4,01-18 01:00,공주,0.007697355456006652
4,01-18 02:00,공주,-0.0038340328177759037
4,01-18 03:00,공주,0.0007509616129990765
4,01-18 04:00,공주,0.008543829155135435
4,01-18 05:00,공주,0.005493268148139344
4,01-18 06:00,공주,0.009582491510921873
4,01-18 07:00,공주,0.026661442465859005
4,01-18 08:00,공주,0.04812608294226151
4,01-18 09:00,공주,0.06874935232312931
