,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.11473362335099302
1,4,01-03 01:00,공주,0.11548209138911936
2,4,01-03 02:00,공주,0.11651043659159332
3,4,01-03 03:00,공주,0.11511130131530477
4,4,01-03 04:00,공주,0.11261966784073665
5,4,01-03 05:00,공주,0.11211776309030365
6,4,01-03 06:00,공주,0.11308079841667688
7,4,01-03 07:00,공주,0.1214902678155747
8,4,01-03 08:00,공주,0.1289268199931119
9,4,01-03 09:00,공주,0.13002923402692043
10,4,01-03 10:00,공주,0.12307899902135569
11,4,01-03 11:00,공주,0.10630736133316063
12,4,01-03 12:00,공주,0.10173946599780485
13,4,01-03 13:00,공주,0.09622016632814862
14,4,01-03 14:00,공주,0.09916947730568146
15,4,01-03 15:00,공주,0.10186888431938464
16,4,01-03 16:00,공주,0.10739838876708392
17,4,01-03 17:00,공주,0.1086233277732965
18,4,01-03 18:00,공주,0.11149479718486258
19,4,01-03 19:00,공주,0.11420360071302797
20,4,01-03 20:00,공주,0.11032655048130063
21,4,01-03 21:00,공주,0.10747096771752601
22,4,01-03 22:00,공주,0.10701540700169229
23,4,01-03 23:00,공주,0.10875421336930403
24,4,01-04 00:00,공주,0.11473362335099302
25,4,01-04 01:00,공주,0.11548209138911936
26,4,01-04 02:00,공주,0.11651043659159332
27,4,01-04 03:00,공주,0.11511130131530477
28,4,01-04 04:00,공주,0.11261966784073665
29,4,01-04 05:00,공주,0.11211776309030365
30,4,01-04 06:00,공주,0.11308079841667688
31,4,01-04 07:00,공주,0.1214902678155747
32,4,01-04 08:00,공주,0.1289268199931119
33,4,01-04 09:00,공주,0.13002923402692043
34,4,01-04 10:00,공주,0.12307899902135569
35,4,01-04 11:00,공주,0.10630736133316063
36,4,01-04 12:00,공주,0.10173946599780485
37,4,01-04 13:00,공주,0.09622016632814862
38,4,01-04 14:00,공주,0.09916947730568146
39,4,01-04 15:00,공주,0.10186888431938464
40,4,01-04 16:00,공주,0.10739838876708392
41,4,01-04 17:00,공주,0.1086233277732965
42,4,01-04 18:00,공주,0.11149479718486258
43,4,01-04 19:00,공주,0.11420360071302797
44,4,01-04 20:00,공주,0.11032655048130063
45,4,01-04 21:00,공주,0.10747096771752601
46,4,01-04 22:00,공주,0.10701540700169229
47,4,01-04 23:00,공주,0.10875421336930403
48,4,01-05 00:00,공주,0.11473362335099302
49,4,01-05 01:00,공주,0.11548209138911936
50,4,01-05 02:00,공주,0.11651043659159332
51,4,01-05 03:00,공주,0.11511130131530477
52,4,01-05 04:00,공주,0.11261966784073665
53,4,01-05 05:00,공주,0.11211776309030365
54,4,01-05 06:00,공주,0.11308079841667688
55,4,01-05 07:00,공주,0.1214902678155747
56,4,01-05 08:00,공주,0.1289268199931119
57,4,01-05 09:00,공주,0.13002923402692043
58,4,01-05 10:00,공주,0.12307899902135569
59,4,01-05 11:00,공주,0.10630736133316063
60,4,01-05 12:00,공주,0.10173946599780485
61,4,01-05 13:00,공주,0.09622016632814862
62,4,01-05 14:00,공주,0.09916947730568146
63,4,01-05 15:00,공주,0.10186888431938464
64,4,01-05 16:00,공주,0.10739838876708392
65,4,01-05 17:00,공주,0.1086233277732965
66,4,01-05 18:00,공주,0.11149479718486258
67,4,01-05 19:00,공주,0.11420360071302797
68,4,01-05 20:00,공주,0.11032655048130063
69,4,01-05 21:00,공주,0.10747096771752601
70,4,01-05 22:00,공주,0.10701540700169229
71,4,01-05 23:00,공주,0.10875421336930403
72,4,01-08 00:00,공주,0.11473362335099302
73,4,01-08 01:00,공주,0.11548209138911936
74,4,01-08 02:00,공주,0.11651043659159332
75,4,01-08 03:00,공주,0.11511130131530477
76,4,01-08 04:00,공주,0.11261966784073665
77,4,01-08 05:00,공주,0.11211776309030365
78,4,01-08 06:00,공주,0.11308079841667688
79,4,01-08 07:00,공주,0.1214902678155747
80,4,01-08 08:00,공주,0.1289268199931119
81,4,01-08 09:00,공주,0.13002923402692043
82,4,01-08 10:00,공주,0.12307899902135569
83,4,01-08 11:00,공주,0.10630736133316063
84,4,01-08 12:00,공주,0.10173946599780485
85,4,01-08 13:00,공주,0.09622016632814862
86,4,01-08 14:00,공주,0.09916947730568146
87,4,01-08 15:00,공주,0.10186888431938464
88,4,01-08 16:00,공주,0.10739838876708392
89,4,01-08 17:00,공주,0.1086233277732965
90,4,01-08 18:00,공주,0.11149479718486258
91,4,01-08 19:00,공주,0.11420360071302797
92,4,01-08 20:00,공주,0.11032655048130063
93,4,01-08 21:00,공주,0.10747096771752601
94,4,01-08 22:00,공주,0.10701540700169229
95,4,01-08 23:00,공주,0.10875421336930403
96,4,01-09 00:00,공주,0.11473362335099302
97,4,01-09 01:00,공주,0.11548209138911936
98,4,01-09 02:00,공주,0.11651043659159332
99,4,01-09 03:00,공주,0.11511130131530477
100,4,01-09 04:00,공주,0.11261966784073665
101,4,01-09 05:00,공주,0.11211776309030365
102,4,01-09 06:00,공주,0.11308079841667688
103,4,01-09 07:00,공주,0.1214902678155747
104,4,01-09 08:00,공주,0.1289268199931119
105,4,01-09 09:00,공주,0.13002923402692043
106,4,01-09 10:00,공주,0.12307899902135569
107,4,01-09 11:00,공주,0.10630736133316063
108,4,01-09 12:00,공주,0.10173946599780485
109,4,01-09 13:00,공주,0.09622016632814862
110,4,01-09 14:00,공주,0.09916947730568146
111,4,01-09 15:00,공주,0.10186888431938464
112,4,01-09 16:00,공주,0.10739838876708392
113,4,01-09 17:00,공주,0.1086233277732965
114,4,01-09 18:00,공주,0.11149479718486258
115,4,01-09 19:00,공주,0.11420360071302797
116,4,01-09 20:00,공주,0.11032655048130063
117,4,01-09 21:00,공주,0.10747096771752601
118,4,01-09 22:00,공주,0.10701540700169229
119,4,01-09 23:00,공주,0.10875421336930403
120,4,01-10 00:00,공주,0.11473362335099302
121,4,01-10 01:00,공주,0.11548209138911936
122,4,01-10 02:00,공주,0.11651043659159332
123,4,01-10 03:00,공주,0.11511130131530477
124,4,01-10 04:00,공주,0.11261966784073665
125,4,01-10 05:00,공주,0.11211776309030365
126,4,01-10 06:00,공주,0.11308079841667688
127,4,01-10 07:00,공주,0.1214902678155747
128,4,01-10 08:00,공주,0.1289268199931119
129,4,01-10 09:00,공주,0.13002923402692043
130,4,01-10 10:00,공주,0.12307899902135569
131,4,01-10 11:00,공주,0.10630736133316063
132,4,01-10 12:00,공주,0.10173946599780485
133,4,01-10 13:00,공주,0.09622016632814862
134,4,01-10 14:00,공주,0.09916947730568146
135,4,01-10 15:00,공주,0.10186888431938464
136,4,01-10 16:00,공주,0.10739838876708392
137,4,01-10 17:00,공주,0.1086233277732965
138,4,01-10 18:00,공주,0.11149479718486258
139,4,01-10 19:00,공주,0.11420360071302797
140,4,01-10 20:00,공주,0.11032655048130063
141,4,01-10 21:00,공주,0.10747096771752601
142,4,01-10 22:00,공주,0.10701540700169229
143,4,01-10 23:00,공주,0.10875421336930403
144,4,01-13 00:00,공주,0.11473362335099302
145,4,01-13 01:00,공주,0.11548209138911936
146,4,01-13 02:00,공주,0.11651043659159332
147,4,01-13 03:00,공주,0.11511130131530477
148,4,01-13 04:00,공주,0.11261966784073665
149,4,01-13 05:00,공주,0.11211776309030365
150,4,01-13 06:00,공주,0.11308079841667688
151,4,01-13 07:00,공주,0.1214902678155747
152,4,01-13 08:00,공주,0.1289268199931119
153,4,01-13 09:00,공주,0.13002923402692043
154,4,01-13 10:00,공주,0.12307899902135569
155,4,01-13 11:00,공주,0.10630736133316063
156,4,01-13 12:00,공주,0.10173946599780485
157,4,01-13 13:00,공주,0.09622016632814862
158,4,01-13 14:00,공주,0.09916947730568146
159,4,01-13 15:00,공주,0.10186888431938464
160,4,01-13 16:00,공주,0.10739838876708392
161,4,01-13 17:00,공주,0.1086233277732965
162,4,01-13 18:00,공주,0.11149479718486258
163,4,01-13 19:00,공주,0.11420360071302797
164,4,01-13 20:00,공주,0.11032655048130063
165,4,01-13 21:00,공주,0.10747096771752601
166,4,01-13 22:00,공주,0.10701540700169229
167,4,01-13 23:00,공주,0.10875421336930403
168,4,01-14 00:00,공주,0.11473362335099302
169,4,01-14 01:00,공주,0.11548209138911936
170,4,01-14 02:00,공주,0.11651043659159332
171,4,01-14 03:00,공주,0.11511130131530477
172,4,01-14 04:00,공주,0.11261966784073665
173,4,01-14 05:00,공주,0.11211776309030365
174,4,01-14 06:00,공주,0.11308079841667688
175,4,01-14 07:00,공주,0.1214902678155747
176,4,01-14 08:00,공주,0.1289268199931119
177,4,01-14 09:00,공주,0.13002923402692043
178,4,01-14 10:00,공주,0.12307899902135569
179,4,01-14 11:00,공주,0.10630736133316063
180,4,01-14 12:00,공주,0.10173946599780485
