,연도,일시,측정소,PM2.5
0,4,01-03 00:00,공주,0.11700681103923732
1,4,01-03 01:00,공주,0.11634667761582738
2,4,01-03 02:00,공주,0.11929166565889053
3,4,01-03 03:00,공주,0.11990262403342827
4,4,01-03 04:00,공주,0.11724185977331694
5,4,01-03 05:00,공주,0.11485974788034896
6,4,01-03 06:00,공주,0.11731709757988414
7,4,01-03 07:00,공주,0.12578893110827155
8,4,01-03 08:00,공주,0.13179998971874113
9,4,01-03 09:00,공주,0.1350037478720803
10,4,01-03 10:00,공주,0.1254768874039144
11,4,01-03 11:00,공주,0.10963772943437286
12,4,01-03 12:00,공주,0.09867446802361955
13,4,01-03 13:00,공주,0.09803747177808526
14,4,01-03 14:00,공주,0.09737195239995498
15,4,01-03 15:00,공주,0.10178456416352921
16,4,01-03 16:00,공주,0.10341914545544695
17,4,01-03 17:00,공주,0.10842844854172691
18,4,01-03 18:00,공주,0.11010238673751499
19,4,01-03 19:00,공주,0.1134607768120998
20,4,01-03 20:00,공주,0.11673998852476339
21,4,01-03 21:00,공주,0.10757700799995058
22,4,01-03 22:00,공주,0.10945704145281465
23,4,01-03 23:00,공주,0.10829330224175515
24,4,01-04 00:00,공주,0.11700681103923732
25,4,01-04 01:00,공주,0.11634667761582738
26,4,01-04 02:00,공주,0.11929166565889053
27,4,01-04 03:00,공주,0.11990262403342827
28,4,01-04 04:00,공주,0.11724185977331694
29,4,01-04 05:00,공주,0.11485974788034896
30,4,01-04 06:00,공주,0.11731709757988414
31,4,01-04 07:00,공주,0.12578893110827155
32,4,01-04 08:00,공주,0.13179998971874113
33,4,01-04 09:00,공주,0.1350037478720803
34,4,01-04 10:00,공주,0.1254768874039144
35,4,01-04 11:00,공주,0.10963772943437286
36,4,01-04 12:00,공주,0.09867446802361955
37,4,01-04 13:00,공주,0.09803747177808526
38,4,01-04 14:00,공주,0.09737195239995498
39,4,01-04 15:00,공주,0.10178456416352921
40,4,01-04 16:00,공주,0.10341914545544695
41,4,01-04 17:00,공주,0.10842844854172691
42,4,01-04 18:00,공주,0.11010238673751499
43,4,01-04 19:00,공주,0.1134607768120998
44,4,01-04 20:00,공주,0.11673998852476339
45,4,01-04 21:00,공주,0.10757700799995058
46,4,01-04 22:00,공주,0.10945704145281465
47,4,01-04 23:00,공주,0.10829330224175515
48,4,01-05 00:00,공주,0.11700681103923732
49,4,01-05 01:00,공주,0.11634667761582738
50,4,01-05 02:00,공주,0.11929166565889053
51,4,01-05 03:00,공주,0.11990262403342827
52,4,01-05 04:00,공주,0.11724185977331694
53,4,01-05 05:00,공주,0.11485974788034896
54,4,01-05 06:00,공주,0.11731709757988414
55,4,01-05 07:00,공주,0.12578893110827155
56,4,01-05 08:00,공주,0.13179998971874113
57,4,01-05 09:00,공주,0.1350037478720803
58,4,01-05 10:00,공주,0.1254768874039144
59,4,01-05 11:00,공주,0.10963772943437286
60,4,01-05 12:00,공주,0.09867446802361955
61,4,01-05 13:00,공주,0.09803747177808526
62,4,01-05 14:00,공주,0.09737195239995498
63,4,01-05 15:00,공주,0.10178456416352921
64,4,01-05 16:00,공주,0.10341914545544695
65,4,01-05 17:00,공주,0.10842844854172691
66,4,01-05 18:00,공주,0.11010238673751499
67,4,01-05 19:00,공주,0.1134607768120998
68,4,01-05 20:00,공주,0.11673998852476339
69,4,01-05 21:00,공주,0.10757700799995058
70,4,01-05 22:00,공주,0.10945704145281465
71,4,01-05 23:00,공주,0.10829330224175515
72,4,01-08 00:00,공주,0.11700681103923732
73,4,01-08 01:00,공주,0.11634667761582738
74,4,01-08 02:00,공주,0.11929166565889053
75,4,01-08 03:00,공주,0.11990262403342827
76,4,01-08 04:00,공주,0.11724185977331694
77,4,01-08 05:00,공주,0.11485974788034896
78,4,01-08 06:00,공주,0.11731709757988414
79,4,01-08 07:00,공주,0.12578893110827155
80,4,01-08 08:00,공주,0.13179998971874113
81,4,01-08 09:00,공주,0.1350037478720803
82,4,01-08 10:00,공주,0.1254768874039144
83,4,01-08 11:00,공주,0.10963772943437286
84,4,01-08 12:00,공주,0.09867446802361955
85,4,01-08 13:00,공주,0.09803747177808526
86,4,01-08 14:00,공주,0.09737195239995498
87,4,01-08 15:00,공주,0.10178456416352921
88,4,01-08 16:00,공주,0.10341914545544695
89,4,01-08 17:00,공주,0.10842844854172691
90,4,01-08 18:00,공주,0.11010238673751499
91,4,01-08 19:00,공주,0.1134607768120998
92,4,01-08 20:00,공주,0.11673998852476339
93,4,01-08 21:00,공주,0.10757700799995058
94,4,01-08 22:00,공주,0.10945704145281465
95,4,01-08 23:00,공주,0.10829330224175515
96,4,01-09 00:00,공주,0.11700681103923732
97,4,01-09 01:00,공주,0.11634667761582738
98,4,01-09 02:00,공주,0.11929166565889053
99,4,01-09 03:00,공주,0.11990262403342827
100,4,01-09 04:00,공주,0.11724185977331694
101,4,01-09 05:00,공주,0.11485974788034896
102,4,01-09 06:00,공주,0.11731709757988414
103,4,01-09 07:00,공주,0.12578893110827155
104,4,01-09 08:00,공주,0.13179998971874113
105,4,01-09 09:00,공주,0.1350037478720803
106,4,01-09 10:00,공주,0.1254768874039144
107,4,01-09 11:00,공주,0.10963772943437286
108,4,01-09 12:00,공주,0.09867446802361955
109,4,01-09 13:00,공주,0.09803747177808526
110,4,01-09 14:00,공주,0.09737195239995498
111,4,01-09 15:00,공주,0.10178456416352921
112,4,01-09 16:00,공주,0.10341914545544695
113,4,01-09 17:00,공주,0.10842844854172691
114,4,01-09 18:00,공주,0.11010238673751499
115,4,01-09 19:00,공주,0.1134607768120998
116,4,01-09 20:00,공주,0.11673998852476339
117,4,01-09 21:00,공주,0.10757700799995058
118,4,01-09 22:00,공주,0.10945704145281465
119,4,01-09 23:00,공주,0.10829330224175515
120,4,01-10 00:00,공주,0.11700681103923732
121,4,01-10 01:00,공주,0.11634667761582738
122,4,01-10 02:00,공주,0.11929166565889053
123,4,01-10 03:00,공주,0.11990262403342827
124,4,01-10 04:00,공주,0.11724185977331694
125,4,01-10 05:00,공주,0.11485974788034896
126,4,01-10 06:00,공주,0.11731709757988414
127,4,01-10 07:00,공주,0.12578893110827155
128,4,01-10 08:00,공주,0.13179998971874113
129,4,01-10 09:00,공주,0.1350037478720803
130,4,01-10 10:00,공주,0.1254768874039144
131,4,01-10 11:00,공주,0.10963772943437286
132,4,01-10 12:00,공주,0.09867446802361955
133,4,01-10 13:00,공주,0.09803747177808526
134,4,01-10 14:00,공주,0.09737195239995498
135,4,01-10 15:00,공주,0.10178456416352921
136,4,01-10 16:00,공주,0.10341914545544695
137,4,01-10 17:00,공주,0.10842844854172691
138,4,01-10 18:00,공주,0.11010238673751499
139,4,01-10 19:00,공주,0.1134607768120998
140,4,01-10 20:00,공주,0.11673998852476339
141,4,01-10 21:00,공주,0.10757700799995058
142,4,01-10 22:00,공주,0.10945704145281465
143,4,01-10 23:00,공주,0.10829330224175515
144,4,01-13 00:00,공주,0.11700681103923732
145,4,01-13 01:00,공주,0.11634667761582738
146,4,01-13 02:00,공주,0.11929166565889053
147,4,01-13 03:00,공주,0.11990262403342827
148,4,01-13 04:00,공주,0.11724185977331694
149,4,01-13 05:00,공주,0.11485974788034896
150,4,01-13 06:00,공주,0.11731709757988414
151,4,01-13 07:00,공주,0.12578893110827155
152,4,01-13 08:00,공주,0.13179998971874113
153,4,01-13 09:00,공주,0.1350037478720803
154,4,01-13 10:00,공주,0.1254768874039144
155,4,01-13 11:00,공주,0.10963772943437286
156,4,01-13 12:00,공주,0.09867446802361955
157,4,01-13 13:00,공주,0.09803747177808526
158,4,01-13 14:00,공주,0.09737195239995498
159,4,01-13 15:00,공주,0.10178456416352921
160,4,01-13 16:00,공주,0.10341914545544695
161,4,01-13 17:00,공주,0.10842844854172691
162,4,01-13 18:00,공주,0.11010238673751499
163,4,01-13 19:00,공주,0.1134607768120998
164,4,01-13 20:00,공주,0.11673998852476339
165,4,01-13 21:00,공주,0.10757700799995058
166,4,01-13 22:00,공주,0.10945704145281465
167,4,01-13 23:00,공주,0.10829330224175515
168,4,01-14 00:00,공주,0.11700681103923732
169,4,01-14 01:00,공주,0.11634667761582738
170,4,01-14 02:00,공주,0.11929166565889053
171,4,01-14 03:00,공주,0.11990262403342827
172,4,01-14 04:00,공주,0.11724185977331694
173,4,01-14 05:00,공주,0.11485974788034896
174,4,01-14 06:00,공주,0.11731709757988414
175,4,01-14 07:00,공주,0.12578893110827155
176,4,01-14 08:00,공주,0.13179998971874113
177,4,01-14 09:00,공주,0.1350037478720803
178,4,01-14 10:00,공주,0.1254768874039144
179,4,01-14 11:00,공주,0.10963772943437286
180,4,01-14 12:00,공주,0.09867446802361955
181,4,01-14 13:00,공주,0.09803747177808526
182,4,01-14 14:00,공주,0.09737195239995498
183,4,01-14 15:00,공주,0.10178456416352921
184,4,01-14 16:00,공주,0.10341914545544695
185,4,01-14 17:00,공주,0.10842844854172691
