id,count
0,97.54104
1,233.21861
2,86.05428
4,107.36828
5,121.31743
10,142.60735
11,148.58978
12,208.81085
15,71.99376
17,48.53382
18,227.24146
23,220.1395
25,171.69528
26,83.53838
31,203.89679
39,188.222
40,56.194214
41,158.31406
42,
43,189.09119
51,221.91371
52,66.97384
54,90.90606
60,174.38986
61,193.79697
62,156.91628
63,49.493942
65,149.1319
66,134.85948
68,186.25089
71,56.691498
80,91.88958
82,
94,194.27267
98,213.0822
101,83.526985
102,181.15494
107,127.57032
112,223.73485
113,77.09989
115,
116,172.92
120,99.45501
121,76.1354
122,230.94943
132,179.18771
143,68.66364
147,
150,69.572815
151,71.430336
152,216.40817
153,96.874306
155,79.55211
156,134.43451
159,205.04886
161,96.15254
163,91.5011
177,185.11348
186,87.994194
188,75.43606
190,89.22219
191,98.44346
192,180.11981
195,218.11009
200,186.36777
209,217.52058
210,69.70795
211,233.73103
214,179.32837
215,91.72074
218,155.37683
219,46.27121
222,109.98696
225,64.39503
228,233.83072
236,217.37274
241,86.637474
242,188.86342
243,230.68765
245,79.63908
247,223.78056
251,195.35902
252,92.975296
253,68.50761
254,78.81968
258,217.38791
260,
261,184.95401
265,74.91698
266,211.35918
267,200.2043
269,178.28499
270,
275,153.30304
278,86.436584
279,56.146942
286,115.39055
287,73.37765
288,212.35979
289,185.75624
293,91.62372
294,184.30266
297,
302,112.20181
303,71.84178
304,127.31488
307,146.27
309,67.05623
311,210.40807
312,153.5335
314,213.26021
315,223.67456
319,199.83022
322,166.6476
323,
325,190.27214
327,211.82916
330,67.38841
332,208.47513
333,88.133286
338,164.67392
341,82.066765
345,164.12003
348,167.31145
349,104.25899
350,134.21938
352,
355,51.491306
356,
358,
363,182.73938
369,199.21739
371,71.083496
372,200.9011
375,225.79672
380,192.05019
388,91.8325
391,
392,187.57874
393,223.06917
394,93.75298
396,68.376976
401,64.5071
407,52.061245
409,93.28257
410,140.30212
416,119.085236
418,132.72464
420,201.1477
421,211.5647
422,198.60725
424,230.6486
428,196.30125
429,213.36482
431,173.31483
435,29.96962
439,121.152504
441,66.13533
447,79.76847
449,198.90378
451,209.51814
452,87.72508
454,180.33481
458,212.18094
463,184.57617
467,74.925476
470,152.26825
471,165.5284
474,215.90224
478,98.124275
483,111.8575
484,165.86888
485,88.595695
486,177.58206
491,130.41966
494,105.493164
495,192.98232
497,188.5503
499,215.84895
515,148.07916
518,195.1625
521,111.03278
525,
529,208.31273
532,180.25117
534,70.44756
540,85.55951
544,230.299
547,196.2138
549,100.77131
563,61.68154
564,209.51376
567,116.01437
572,163.41516
577,181.86923
578,230.09738
585,214.21762
588,204.29205
589,177.44476
590,144.72531
592,83.91015
594,154.76558
596,77.86533
598,210.4064
599,190.17973
605,89.788246
606,165.2109
607,198.69487
608,203.48468
609,
610,207.09995
611,110.63698
614,
615,183.71146
616,203.46815
617,166.89005
618,193.7611
624,120.938614
629,195.59659
631,105.56601
633,93.572
637,83.64304
638,153.28981
643,
644,184.12154
645,70.82841
646,180.9866
648,174.12291
650,84.13072
651,106.040726
652,230.30145
656,168.05513
657,100.48766
659,78.380005
660,173.49841
662,155.14014
665,218.94359
675,
681,173.84885
682,191.91138
685,75.7936
686,211.25636
689,77.63746
696,172.84601
703,190.38232
704,128.59836
705,168.23119
714,195.8404
717,80.46011
718,87.3426
720,87.63062
721,224.87384
723,205.02274
726,99.73545
728,189.0336
730,108.34407
731,89.58803
734,233.46898
737,62.72453
738,86.52441
745,210.74342
746,82.1504
749,191.83905
752,72.92931
753,86.65425
758,197.65321
765,93.903595
766,207.029
768,74.04862
769,210.82962
774,188.27887
775,131.06535
781,
784,213.58867
794,113.32911
795,227.06465
796,79.06845
802,149.89964
803,115.66037
805,69.8982
806,221.10681
807,139.0992
809,60.809566
810,207.40698
812,95.342804
814,117.138
818,202.06645
819,220.75024
825,9.6074
836,96.61474
839,173.41577
847,221.08919
848,93.35704
851,184.969
852,183.47842
853,64.8375
857,195.15012
858,101.6222
859,199.87787
861,19.147108
867,153.96573
870,183.5389
871,214.9597
872,231.8068
874,234.67766
881,222.702
886,178.8119
890,
895,187.48444
899,80.704384
900,210.81024
901,220.90549
902,209.8024
903,93.88737
913,226.58002
918,221.23834
923,173.33948
924,74.56135
926,68.10864
927,87.94281
930,183.29942
934,57.10541
937,181.11963
939,151.64005
941,101.68627
942,232.48534
946,205.70572
950,136.55704
953,81.78957
959,68.03354
961,53.59619
962,97.42659
964,120.46395
969,174.27592
971,169.87881
976,75.73049
978,204.30353
980,210.60748
981,182.69026
990,224.3802
993,74.884
996,87.06881
998,221.72025
999,202.3303
1006,170.77599
1008,82.06289
1013,90.73746
1015,127.59499
1016,171.75974
1022,217.25114
1026,194.15881
1028,220.41273
1031,47.9179
1034,
1037,211.56078
1040,
1042,83.7644
1046,112.86869
1048,129.03143
1049,164.40762
1050,
1051,206.5267
1052,210.03204
1055,107.39682
1060,180.12657
1064,111.784096
1066,72.89977
1071,175.09436
1073,81.525764
1089,198.86328
1091,133.64822
1092,76.00229
1093,215.43365
1096,212.57513
1097,187.77751
1098,70.06124
1099,79.822685
1102,221.05807
1107,94.97918
1109,91.861496
1111,66.96832
1112,156.71593
1114,240.36209
1116,213.9555
1117,174.95781
1118,83.99394
1122,
1124,193.97531
1127,110.0267
1133,206.8134
1134,75.567894
1135,169.61382
1139,212.81958
1143,
1150,101.87365
1151,147.13112
1153,217.19307
1155,79.3237
1162,78.41079
1163,188.41783
1166,24.804878
1171,89.20152
1172,65.09065
1173,218.84352
1174,103.01642
1177,129.75531
1178,136.45488
1184,99.252304
1185,153.51372
1186,103.268745
1187,210.2147
1188,226.90785
1191,188.693
1207,140.1099
1213,100.437195
1215,183.64774
1223,212.21735
1227,158.29306
1236,
1237,
1238,111.47349
1241,61.68648
1248,89.79406
1250,68.19817
1251,201.51532
1253,113.5429
1255,140.63268
1257,211.14221
1261,120.57213
1262,215.25018
1265,169.06113
1273,222.2759
1277,197.72412
1278,147.18161
1280,101.749
1284,170.79845
1285,231.63899
1288,100.717735
1295,147.55614
1297,235.02316
1299,220.09012
1304,183.1799
1308,80.54689
1310,133.63866
1311,160.09212
1314,99.04681
1315,143.90608
1318,42.418606
1320,236.68849
1321,213.27579
1322,184.56601
1330,173.44212
1333,204.416
1334,178.01158
1341,184.35179
1344,161.43445
1351,199.48274
1354,92.56643
1356,
1363,161.8282
1365,194.08049
1369,170.98933
1373,114.91441
1375,160.05641
1377,62.000465
1379,198.98811
1380,209.37352
1381,116.34563
1384,182.31091
1390,202.56963
1393,210.74359
1395,
1399,211.51396
1400,97.12133
1401,121.31945
1404,204.63722
1408,81.19803
1409,39.498516
1413,186.19272
1416,205.05258
1418,127.57028
1423,94.08237
1424,65.07699
1425,67.58677
1433,227.68127
1434,182.08565
1436,218.32036
1442,202.5179
1444,70.15773
1445,176.3708
1452,198.49718
1455,204.82164
1462,
1467,44.84656
1472,94.73635
1475,120.34055
1493,156.88144
1501,196.23497
1503,213.59877
1504,221.75226
1505,60.318817
1511,220.28615
1512,
1513,158.73558
1514,110.81392
1528,210.49934
1533,232.91672
1534,71.25291
1536,188.74753
1537,78.37228
1539,147.64713
1550,188.52
1552,188.80424
1554,205.36688
1555,220.32118
1556,81.35341
1559,65.851425
1563,206.70302
1566,199.82327
1567,146.57835
1568,78.839615
1571,197.94902
1572,74.575745
1574,
1577,94.40963
1583,92.46971
1585,98.69038
1586,194.0114
1587,208.61246
1596,184.27776
1602,72.729416
1604,91.88641
1605,59.036556
1610,224.54149
1611,133.84383
1616,90.54005
1617,150.2064
1618,71.398674
1622,68.86499
1623,56.07021
1628,221.09392
1631,51.801716
1632,210.18817
1633,199.75558
1634,210.17963
1636,208.77295
1637,170.66895
1643,103.34843
1644,152.25877
1646,120.25524
1648,202.47554
1651,91.90216
1656,75.76747
1658,161.66231
1659,74.92003
1665,98.46654
1666,159.12138
1670,113.44024
1674,170.5568
1679,220.67061
1680,214.65013
1683,232.8541
1686,64.73619
1691,142.79074
1693,68.012
1696,88.775444
1697,129.83253
1703,95.0621
1706,61.78428
1709,192.8445
1710,91.00286
1712,
1713,168.71133
1718,219.42468
1719,204.28563
1722,217.91757
1723,164.8028
1724,226.89172
1728,58.2871
1730,100.68654
1732,72.53848
1737,47.276943
1745,62.025955
1747,86.03203
1748,89.09869
1755,133.09155
1759,91.98399
1761,208.03995
1764,187.14705
1765,193.69223
1766,59.740425
1768,77.74777
1770,88.69325
1771,177.66888
1774,120.24741
1785,183.89534
1788,225.7143
1792,81.32625
1794,193.73921
1797,153.4503
1798,52.376015
1799,232.58295
1802,140.25183
1806,73.82996
1808,95.10878
1810,212.75456
1818,50.53062
1819,229.8479
1820,230.35753
1822,196.04668
1826,212.07365
1827,176.64912
1835,96.490234
1841,141.76157
1842,132.85616
1843,112.43726
1846,66.30703
1849,65.04786
1850,226.48753
1851,129.6696
1857,
1858,174.77362
1860,123.88312
1861,204.48251
1864,93.986176
1869,214.75288
1871,
1872,38.153427
1875,70.51226
1878,233.68808
1879,210.56451
1885,56.20351
1888,119.07344
1889,51.724697
1890,141.55374
1896,156.68437
1897,220.062
1898,
1900,103.98019
1905,81.944496
1908,101.28296
1909,152.1222
1913,
1918,129.60355
1922,238.75229
1923,173.7683
1925,209.5546
1926,158.78505
1927,217.54149
1930,197.2678
1935,83.058235
1939,122.93957
1942,131.49037
1943,
1948,232.75375
1949,202.504
1951,144.69977
1953,148.32648
1959,
1963,80.642426
1967,173.32895
1973,194.82307
1975,90.88296
1976,51.569527
1990,147.13469
1993,140.22464
1997,84.74568
1999,173.54758
2001,195.60849
2004,69.72521
2010,134.94975
2013,177.53516
2017,227.1582
2021,120.18784
2023,77.46424
2026,200.68465
2037,71.97855
2039,97.584015
2041,68.01801
2046,75.11692
2050,93.02499
2060,198.18803
2067,144.86949
2069,181.66916
2072,208.32329
2074,190.1327
2079,150.0545
2083,77.28621
2085,100.0804
2087,61.50047
2093,180.63492
2094,87.08965
2097,86.77965
2103,112.39018
2104,
2107,219.7854
2108,50.776005
2110,53.166832
2115,207.62566
2117,79.853836
2125,215.63116
2127,233.84172
2133,59.411884
2134,235.85274
2135,147.21596
2141,213.39755
2143,73.795845
2145,61.750942
2146,109.734764
2147,197.81956
2148,
2149,
2165,132.13232
2166,188.89209
2177,112.89877
