id,count
0,120.93508
1,273.6946
2,96.42342
4,133.61578
5,133.31161
10,182.26036
11,189.03761
12,234.85376
15,87.11355
17,57.47732
18,274.138
23,267.7288
25,197.06671
26,105.685524
31,249.58728
39,217.61415
40,72.885414
41,187.03882
42,
43,233.81316
51,267.59747
52,86.42435
54,118.946754
60,217.87376
61,226.5238
62,196.237
63,70.0399
65,188.7833
66,171.66565
68,216.04684
71,79.598724
80,112.81234
82,
94,236.71277
98,257.3831
101,96.80831
102,224.16992
107,155.32077
112,255.36859
113,90.81667
115,
116,215.64067
120,136.68753
121,91.56592
122,277.2096
132,220.11374
143,83.12043
147,
150,81.461075
151,93.345566
152,262.12146
153,135.27063
155,92.08428
156,167.62308
159,251.28693
161,133.29816
163,128.05647
177,229.06029
186,114.45693
188,110.10982
190,125.826515
191,121.10636
192,206.42519
195,255.3625
200,226.2937
209,263.01102
210,83.64347
211,267.6029
214,215.64517
215,115.97196
218,182.34259
219,59.56915
222,147.21996
225,83.99496
228,281.85345
236,263.23215
241,122.89682
242,230.29251
243,278.28906
245,115.88422
247,269.96774
251,233.4907
252,129.37462
253,81.72731
254,95.34991
258,261.83893
260,
261,216.76396
265,110.65948
266,257.70828
267,228.65886
269,222.0348
270,
275,181.15167
278,119.855965
279,70.720566
286,155.10446
287,108.82354
288,257.56213
289,224.56216
293,127.672966
294,210.40793
297,
302,129.32924
303,82.58802
304,140.73119
307,181.63087
309,85.08104
311,253.26761
312,174.8436
314,255.6109
315,270.29932
319,243.37257
322,208.57228
323,
325,215.75125
327,258.24176
330,92.48366
332,255.20064
333,124.72637
338,199.7414
341,93.93839
345,189.3747
348,206.02252
349,142.39514
350,174.66629
352,
355,68.18547
356,
358,
363,226.10294
369,239.71352
371,82.97971
372,234.62381
375,272.8314
380,221.80788
388,127.95292
391,
392,221.7277
393,268.943
394,112.97958
396,98.89677
401,83.30846
407,84.745476
409,130.3685
410,173.40245
416,139.94719
418,172.41153
420,246.49829
421,244.43256
422,241.57025
424,277.06656
428,225.12025
429,241.64706
431,204.2396
435,36.65955
439,160.52147
441,75.96547
447,104.410736
449,228.97461
451,245.83125
452,117.5189
454,201.74345
458,237.80475
463,223.08167
467,88.27904
470,179.71597
471,208.45958
474,260.78702
478,126.82326
483,136.05327
484,189.03053
485,125.7554
486,212.21696
491,149.8125
494,119.979866
495,220.59325
497,222.43655
499,249.51733
515,180.40071
518,237.09978
521,148.92075
525,
529,252.68268
532,224.54297
534,103.87514
540,121.56119
544,278.64548
547,241.9628
549,136.97357
563,78.42591
564,249.1597
567,136.09204
572,187.66287
577,208.71631
578,277.0103
585,248.60397
588,234.85205
589,201.75565
590,184.0419
592,101.051605
594,184.24313
596,100.64052
598,238.1491
599,233.98077
605,119.27282
606,204.78467
607,232.00983
608,247.43718
609,
610,251.59077
611,145.9983
614,
615,225.79695
616,243.3583
617,204.49554
618,223.63008
624,144.29599
629,237.99641
631,143.2445
633,111.5109
637,113.73247
638,179.1749
643,
644,222.64276
645,97.80361
646,211.0334
648,215.2917
650,120.63884
651,128.6373
652,275.96127
656,205.4114
657,127.30952
659,90.28951
660,197.39268
662,191.11707
665,263.6897
675,
681,216.55544
682,232.55515
685,111.366104
686,256.36536
689,103.679016
696,215.58179
703,223.67815
704,149.1004
705,207.00703
714,239.36383
717,100.794495
718,105.688484
720,123.3281
721,265.45
723,249.22774
726,117.443756
728,215.80832
730,131.54106
731,122.389206
734,281.4387
737,86.43993
738,122.29164
745,242.8396
746,100.41466
749,233.06728
752,91.14459
753,102.61294
758,241.98381
765,110.329895
766,237.53296
768,98.9426
769,257.65805
774,229.07556
775,168.91124
781,
784,257.38266
794,152.42278
795,272.22122
796,111.202126
802,171.07639
803,152.3097
805,86.78943
806,266.69092
807,167.84065
809,79.75978
810,248.96327
812,115.848274
814,139.38414
818,245.466
819,260.61948
825,16.417952
836,109.86576
839,206.21695
847,267.25424
848,116.99711
851,212.35637
852,228.00255
853,77.73147
857,239.07246
858,133.05353
859,238.52982
861,25.458635
867,179.79521
870,212.65405
871,260.04114
872,279.84067
874,283.062
881,269.4358
886,221.45058
890,
895,231.31195
899,110.7031
900,255.17155
901,266.13522
902,256.19943
903,131.13062
913,272.74078
918,266.93256
923,212.55772
924,104.77113
926,101.09783
927,123.73279
930,212.34848
934,75.29666
937,218.9751
939,186.9113
941,138.28175
942,278.89496
946,239.47197
950,161.99823
953,95.02988
959,79.208824
961,72.80886
962,131.72133
964,145.95392
969,194.63419
971,210.13643
976,100.04813
978,248.88925
980,250.3406
981,217.59169
990,268.31763
993,104.21243
996,124.17614
998,253.46883
999,246.70006
1006,214.12044
1008,95.55399
1013,126.33386
1015,148.06421
1016,196.76573
1022,256.1595
1026,231.33954
1028,263.38358
1031,54.58554
1034,
1037,257.5348
1040,
1042,120.128235
1046,151.58452
1048,160.1873
1049,203.98946
1050,
1051,240.68814
1052,256.1828
1055,130.4101
1060,222.41516
1064,150.84604
1066,86.62826
1071,208.89417
1073,106.23609
1089,229.7609
1091,152.44101
1092,111.234764
1093,260.78003
1096,248.13559
1097,219.81752
1098,104.6161
1099,92.63505
1102,263.90286
1107,116.14878
1109,120.40188
1111,75.04963
1112,198.76547
1114,288.45486
1116,254.11356
1117,200.87965
1118,99.5329
1122,
1124,239.74135
1127,130.93448
1133,234.51662
1134,108.580864
1135,205.9552
1139,245.85414
1143,
1150,125.37987
1151,188.43404
1153,262.8224
1155,116.07105
1162,113.71505
1163,228.65459
1166,32.67252
1171,126.31662
1172,81.342224
1173,265.04733
1174,125.809875
1177,168.63553
1178,164.65956
1184,115.40064
1185,196.19594
1186,131.78658
1187,255.1186
1188,273.94156
1191,233.63614
1207,174.6893
1213,137.35248
1215,218.69763
1223,250.49373
1227,199.5567
1236,
1237,
1238,149.53635
1241,75.82473
1248,126.25099
1250,81.26937
1251,243.38419
1253,134.9483
1255,166.26128
1257,237.92178
1261,143.32492
1262,250.31644
1265,196.70192
1273,267.45242
1277,221.98598
1278,178.97806
1280,116.29522
1284,199.50479
1285,277.5627
1288,127.63283
1295,188.70982
1297,271.58252
1299,266.33652
1304,213.57066
1308,115.19583
1310,157.30118
1311,192.80153
1314,136.61555
