Id,SalePrice
1461,185845.67
1462,185845.67
1463,185845.67
1464,185845.67
1465,185845.67
1466,185845.67
1467,185845.67
1468,185845.67
1469,185845.67
1470,185845.67
1471,185845.67
1472,185845.67
1473,185845.67
1474,185845.67
1475,185845.67
1476,185845.67
1477,185845.67
1478,185845.67
1479,185845.67
1480,185845.67
1481,185845.67
1482,185845.67
1483,185845.67
1484,185845.67
1485,185845.67
1486,185845.67
1487,185845.67
1488,185845.67
1489,185845.67
1490,185845.67
1491,185845.67
1492,185845.67
1493,185845.67
1494,185845.67
1495,185845.67
1496,185845.67
1497,185845.67
1498,185845.67
1499,185845.67
1500,185845.67
1501,185845.67
1502,185845.67
1503,185845.67
1504,185845.67
1505,185845.67
1506,185845.67
1507,185845.67
1508,185845.67
1509,185845.67
1510,185845.67
1511,185845.67
1512,185845.67
1513,185845.67
1514,185845.67
1515,185845.67
1516,185845.67
1517,185845.67
1518,185845.67
1519,185845.67
1520,185845.67
1521,185845.67
1522,185845.67
1523,185845.67
1524,185845.67
1525,185845.67
1526,185845.67
1527,185845.67
1528,185845.67
1529,185845.67
1530,185845.67
1531,185845.67
1532,185845.67
1533,185845.67
1534,185845.67
1535,185845.67
1536,185845.67
1537,185845.67
1538,185845.67
1539,185845.67
1540,185845.67
1541,185845.67
1542,185845.67
1543,185845.67
1544,185845.67
1545,185845.67
1546,185845.67
1547,185845.67
1548,185845.67
1549,185845.67
1550,185845.67
1551,185845.67
1552,185845.67
1553,185845.67
1554,185845.67
1555,185845.67
1556,185845.67
1557,185845.67
1558,185845.67
1559,185845.67
1560,185845.67
1561,185845.67
1562,185845.67
1563,185845.67
1564,185845.67
1565,185845.67
1566,185845.67
1567,185845.67
1568,185845.67
1569,185845.67
1570,185845.67
1571,185845.67
1572,185845.67
1573,185845.67
1574,185845.67
1575,185845.67
1576,185845.67
1577,185845.67
1578,185845.67
1579,185845.67
1580,185845.67
1581,185845.67
1582,185845.67
1583,185845.67
1584,185845.67
1585,185845.67
1586,185845.67
1587,185845.67
1588,185845.67
1589,185845.67
1590,185845.67
1591,185845.67
1592,185845.67
1593,185845.67
1594,185845.67
1595,185845.67
1596,185845.67
1597,185845.67
1598,185845.67
1599,185845.67
1600,185845.67
1601,185845.67
1602,185845.67
1603,185845.67
1604,185845.67
1605,185845.67
1606,185845.67
1607,185845.67
1608,185845.67
1609,185845.67
1610,185845.67
1611,185845.67
1612,185845.67
1613,185845.67
1614,185845.67
1615,185845.67
1616,185845.67
1617,185845.67
1618,185845.67
1619,185845.67
1620,185845.67
1621,185845.67
1622,185845.67
1623,185845.67
1624,185845.67
1625,185845.67
1626,185845.67
1627,185845.67
1628,185845.67
1629,185845.67
1630,185845.67
1631,185845.67
1632,185845.67
1633,185845.67
1634,185845.67
1635,185845.67
1636,185845.67
1637,185845.67
1638,185845.67
1639,185845.67
1640,185845.67
1641,185845.67
1642,185845.67
1643,185845.67
1644,185845.67
1645,185845.67
1646,185845.67
1647,185845.67
1648,185845.67
1649,185845.67
1650,185845.67
1651,185845.67
1652,185845.67
1653,185845.67
1654,185845.67
1655,185845.67
1656,185845.67
1657,185845.67
1658,185845.67
1659,185845.67
1660,185845.67
1661,185845.67
1662,185845.67
1663,185845.67
1664,185845.67
1665,185845.67
1666,185845.67
1667,185845.67
1668,185845.67
1669,185845.67
1670,185845.67
1671,185845.67
1672,185845.67
1673,185845.67
1674,185845.67
1675,185845.67
1676,185845.67
1677,185845.67
1678,185845.67
1679,185845.67
1680,185845.67
1681,185845.67
1682,185845.67
1683,185845.67
1684,185845.67
1685,185845.67
1686,185845.67
1687,185845.67
1688,185845.67
1689,185845.67
1690,185845.67
1691,185845.67
1692,185845.67
1693,185845.67
1694,185845.67
1695,185845.67
1696,185845.67
1697,185845.67
1698,185845.67
1699,185845.67
1700,185845.67
1701,185845.67
1702,185845.67
1703,185845.67
1704,185845.67
1705,185845.67
1706,185845.67
1707,185845.67
1708,185845.67
1709,185845.67
1710,185845.67
1711,185845.67
1712,185845.67
1713,185845.67
1714,185845.67
1715,185845.67
1716,185845.67
1717,185845.67
1718,185845.67
1719,185845.67
1720,185845.67
1721,185845.67
1722,185845.67
1723,185845.67
1724,185845.67
1725,185845.67
1726,185845.67
1727,185845.67
1728,185845.67
1729,185845.67
1730,185845.67
1731,185845.67
1732,185845.67
1733,185845.67
1734,185845.67
1735,185845.67
1736,185845.67
1737,185845.67
1738,185845.67
1739,185845.67
1740,185845.67
1741,185845.67
1742,185845.67
1743,185845.67
1744,185845.67
1745,185845.67
1746,185845.67
1747,185845.67
1748,185845.67
1749,185845.67
1750,185845.67
1751,185845.67
1752,185845.67
1753,185845.67
1754,185845.67
1755,185845.67
1756,185845.67
1757,185845.67
1758,185845.67
1759,185845.67
1760,185845.67
1761,185845.67
1762,185845.67
1763,185845.67
1764,185845.67
1765,185845.67
1766,185845.67
1767,185845.67
1768,185845.67
1769,185845.67
1770,185845.67
1771,185845.67
1772,185845.67
1773,185845.67
1774,185845.67
1775,185845.67
1776,185845.67
1777,185845.67
1778,185845.67
1779,185845.67
1780,185845.67
1781,185845.67
