Id,SalePrice
1461,134896.73
1462,149863.39
1463,173340.4
1464,171991.22
1465,157039.9
1466,159148.52
1467,158057.94
1468,144668.62
1469,164326.61
1470,130834.36
1471,174540.25
1472,129270.35
1473,133508.92
1474,150717.73
1475,106127.02
1476,237265.06
1477,197531.31
1478,226536.78
1479,216430.78
1480,358838.44
1481,246820.11
1482,168005.5
1483,157141.78
1484,141373.64
1485,127828.68
1486,163447.1
1487,256253.12
1488,200723.19
1489,156153.53
1490,190019.47
1491,168321.78
1492,117446.87
1493,155290.94
1494,227336.16
1495,234469.84
1496,184509.67
1497,162700.62
1498,137826.9
1499,132650.69
1500,144339.97
1501,198625.88
1502,120446.65
1503,208228.94
1504,190567.61
1505,189246.34
1506,208331.31
1507,236323.4
1508,197629.78
1509,153387.84
1510,168393.7
1511,153445.48
1512,196624.45
1513,149393.38
1514,191878.4
1515,207862.88
1516,162596.22
1517,151515.6
1518,177912.7
1519,211283.9
1520,145013.62
1521,153004.72
1522,187344.28
1523,131381.28
1524,121584.64
1525,121840.516
1526,125753.875
1527,112596.61
1528,135831.17
1529,140826.52
1530,184669.39
1531,179084.88
1532,107531.766
1533,140521.97
1534,125520.91
1535,161951.78
1536,126535.77
1537,116257.13
1538,150225.03
1539,167649.66
1540,164742.48
1541,149457.52
1542,159861.78
1543,180758.81
1544,99974.47
1545,114337.21
1546,124593.58
1547,149852.19
1548,140877.17
1549,126642.78
1550,155575.98
1551,134267.78
1552,170169.06
1553,144129.75
1554,118342.29
1555,184179.84
1556,113268.92
1557,143218.39
1558,104649.9
1559,137355.95
1560,167014.92
1561,189524.78
1562,111206.09
1563,121586.28
1564,171541.03
1565,143156.38
1566,195632.8
1567,103094.72
1568,218482.66
1569,149407.77
1570,110320.22
1571,118078.9
1572,151628.02
1573,193052.28
1574,154623.9
1575,202366.16
1576,211313.02
1577,154333.4
1578,141609.28
1579,134837.31
1580,165553.22
1581,126020.41
1582,121435.43
1583,254477.64
1584,197253.47
1585,128426.14
1586,61393.66
1587,92876.14
1588,150784.17
1589,128630.97
1590,130546.29
1591,106057.5
1592,141685.28
1593,117673.6
1594,150053.34
1595,147215.02
1596,214349.94
1597,211754.14
1598,146375.39
1599,141163.2
1600,147325.16
1601,82716.42
1602,133475.89
1603,102444.016
1604,205683.08
1605,194647.81
1606,162933.95
1607,216967.3
1608,169049.28
1609,147066.75
1610,126131.91
1611,143609.67
1612,166718.78
1613,168935.67
1614,126141.66
1615,105601.555
1616,99057.45
1617,110586.14
1618,116129.44
1619,116928.8
1620,213024.19
1621,139500.31
1622,145816.52
1623,195516.19
1624,202892.75
1625,126069.586
1626,193821.16
1627,172255.11
1628,221054.23
1629,135677.05
1630,262813.28
1631,170720.1
1632,190659.78
1633,127353.85
1634,164584.84
1635,151178.97
1636,142022.97
1637,206364.08
1638,195242.88
1639,184971.6
1640,228119.22
1641,173398.66
1642,180054.05
1643,181678.39
1644,175045.83
1645,204428.53
1646,156501.14
1647,151028.6
1648,141982.02
1649,138723.0
1650,130108.56
1651,125515.71
1652,125104.43
1653,116075.445
1654,150352.62
1655,122524.25
1656,146989.78
1657,150477.66
1658,147834.11
1659,115507.234
1660,148818.34
1661,302363.3
1662,256419.83
1663,263960.97
1664,323938.78
1665,221378.28
1666,239853.95
1667,258549.1
1668,230331.12
1669,198902.28
1670,234256.78
1671,234427.06
1672,315752.56
1673,223057.52
1674,211623.73
1675,179381.84
1676,175709.5
1677,177720.94
1678,331580.16
1679,275547.56
1680,232215.44
1681,191063.8
1682,229875.94
1683,167991.34
1684,142998.97
1685,143990.83
1686,142708.72
1687,122560.875
1688,166735.22
1689,160089.97
1690,153128.83
1691,142594.56
1692,195497.14
1693,121430.9
1694,154316.28
1695,121953.33
1696,232350.75
1697,122421.55
1698,264177.4
1699,232421.66
1700,214788.81
1701,232452.31
1702,214784.34
1703,203623.31
1704,223729.98
1705,182672.66
1706,297215.34
1707,171979.7
1708,172412.9
1709,202214.34
1710,181573.53
1711,193932.22
1712,213286.66
1713,211131.02
1714,184125.83
1715,166452.62
1716,154188.55
1717,142174.23
1718,124443.15
1719,170473.83
1720,190517.34
1721,149501.03
1722,123183.22
1723,151371.0
1724,182048.72
1725,201535.34
1726,161304.58
1727,156574.08
1728,143208.47
1729,149512.8
1730,131460.78
1731,110114.16
1732,142228.81
1733,127151.836
1734,131530.12
1735,120409.73
1736,105885.0
1737,257062.97
1738,191192.67
1739,251754.81
1740,206390.25
1741,173291.58
1742,171173.19
1743,156335.16
1744,237160.38
1745,192001.7
1746,180596.19
1747,189824.78
1748,223255.81
1749,166673.64
1750,157954.11
1751,215462.94
1752,116632.07
1753,174966.19
1754,211545.78
1755,184984.81
1756,126141.5
1757,114089.22
1758,164314.19
1759,168518.33
1760,167002.55
1761,171561.06
1762,178834.81
1763,164804.78
1764,118355.805
1765,192848.34
1766,186762.6
1767,210455.67
1768,153946.0
1769,159999.78
1770,130513.57
1771,136361.48
1772,151697.2
1773,129612.766
1774,223890.38
1775,133987.81
1776,123628.11
1777,109386.4
1778,130298.44
1779,101240.84
1780,146945.5
1781,141530.2
1782,107960.08
1783,144953.44
1784,97456.59
1785,127006.17
1786,155038.02
1787,144717.2
1788,71825.53
1789,112598.35
1790,96562.914
1791,248079.66
1792,174373.67
1793,136308.03
1794,128688.445
1795,141749.42
1796,93857.9
1797,152800.9
1798,123013.99
1799,103938.48
1800,107795.59
1801,149501.06
1802,135717.28
1803,177583.44
1804,141769.19
1805,131761.78
1806,130997.08
1807,173096.36
1808,113856.31
1809,111938.086
1810,148714.58
1811,121879.97
1812,123817.47
1813,134214.23
1814,105237.0
1815,60674.76
1816,94055.83
1817,145337.28
1818,176183.28
1819,124738.22
1820,85759.23
1821,116625.67
1822,145455.38
1823,68938.59
1824,139131.61
1825,128096.94
1826,125181.95
1827,114790.92
1828,152189.6
1829,154468.47
1830,166374.81
1831,146991.56
1832,167367.36
1833,153375.03
1834,122999.08
1835,167842.53
1836,157619.9
1837,105897.56
1838,123962.75
1839,85634.71
1840,142043.25
1841,143919.55
1842,110229.27
1843,158992.03
1844,110022.66
1845,143707.9
1846,151992.97
1847,172001.78
1848,52817.95
1849,98989.93
1850,130550.55
1851,147245.33
1852,133484.5
1853,130912.08
1854,135592.3
1855,122388.42
1856,188316.98
1857,140481.92
1858,150706.84
1859,96042.55
1860,167927.89
1861,95294.13
1862,252379.72
1863,250781.9
1864,250796.98
1865,224902.86
1866,233201.5
1867,187482.22
1868,237070.12
1869,168372.17
1870,181173.9
1871,190068.73
1872,142309.53
1873,210346.88
1874,136391.5
1875,181349.69
1876,182994.5
1877,186636.6
1878,186543.6
1879,129658.234
1880,126124.484
1881,221824.52
1882,211182.16
1883,168126.3
1884,181883.81
1885,198355.75
1886,226390.72
1887,185719.2
1888,214874.4
1889,139355.16
1890,147696.44
1891,118329.82
1892,109540.16
1893,140719.17
1894,167521.84
1895,165001.25
1896,132060.56
1897,138359.12
1898,124307.16
1899,120261.44
1900,124155.72
1901,156883.28
1902,164960.62
1903,192989.53
1904,122868.734
1905,171856.64
1906,146359.81
1907,204660.81
1908,115652.66
1909,130856.266
1910,125242.0
1911,181347.28
1912,226166.16
1913,179655.4
1914,82441.55
1915,204328.69
1916,80391.47
1917,199293.19
1918,130448.32
1919,153610.61
1920,180975.3
1921,265900.6
1922,227529.44
1923,177130.66
1924,204082.2
1925,180935.66
1926,259949.98
1927,142094.38
1928,166373.73
1929,114321.78
1930,100973.75
1931,130864.47
1932,136644.38
1933,174182.28
1934,164651.72
1935,155554.42
1936,170154.28
1937,164392.31
1938,161675.73
1939,188263.7
1940,154150.02
1941,159326.03
1942,173739.28
1943,154574.47
1944,228855.62
1945,241197.2
1946,178771.66
1947,209699.22
1948,193279.33
1949,204043.9
1950,170901.38
1951,247526.66
1952,213061.58
1953,182127.31
1954,179634.1
1955,138042.1
1956,285493.88
1957,168349.1
1958,248869.4
1959,165731.69
1960,121819.38
1961,109686.14
1962,122038.84
1963,135099.86
1964,139959.92
1965,140811.2
1966,132410.66
1967,220859.1
1968,293599.66
1969,258858.34
1970,292718.7
1971,303832.66
1972,261823.23
1973,195854.31
1974,233720.03
1975,323817.16
1976,223080.19
1977,298659.94
1978,265332.62
1979,236277.52
1980,165381.9
1981,254151.47
1982,173632.08
1983,165500.33
1984,155065.42
1985,188928.47
1986,184814.38
1987,142080.52
1988,147277.5
1989,161095.5
1990,184354.78
1991,176483.48
1992,206104.66
1993,144896.81
1994,208623.06
1995,157447.47
1996,255071.19
1997,230762.78
1998,265960.16
1999,203672.38
2000,248209.88
2001,214491.0
2002,198985.48
2003,205630.03
2004,213301.62
2005,176962.47
2006,167971.44
2007,206069.48
2008,171521.81
2009,157895.03
2010,168068.2
2011,135945.95
2012,141739.95
2013,161077.45
2014,176469.97
2015,172474.12
2016,169504.28
2017,171959.3
2018,113980.59
2019,124485.92
2020,121106.164
2021,112056.03
2022,182882.12
2023,147298.73
2024,241821.75
2025,286816.9
2026,148130.47
2027,133589.06
2028,141104.66
2029,159760.94
2030,204907.42
2031,177954.95
2032,178045.75
2033,199618.25
2034,151077.28
2035,196229.52
2036,183220.5
2037,186026.0
2038,192121.53
2039,146008.61
2040,290138.12
2041,188599.64
2042,177781.3
2043,175859.12
2044,194842.9
2045,180955.95
2046,176296.06
2047,152015.95
2048,122861.984
2049,188012.5
2050,163661.53
2051,77451.03
2052,138075.5
2053,141331.81
2054,92574.83
2055,172837.48
2056,113811.22
2057,136092.66
2058,214777.69
2059,151260.98
2060,172319.62
2061,192504.53
2062,140663.67
2063,107181.33
2064,149744.4
2065,128758.36
2066,171631.97
2067,103777.31
2068,193023.25
2069,73520.26
2070,119614.35
2071,98693.03
2072,171855.03
2073,134174.31
2074,160393.52
2075,154881.53
2076,123799.82
2077,146385.03
2078,122634.664
2079,143935.31
2080,114985.03
2081,135220.1
2082,173046.78
2083,148868.4
2084,107547.945
2085,128161.41
2086,96710.984
2087,131189.38
2088,134339.06
2089,91211.33
2090,129347.89
2091,135183.78
2092,150849.84
2093,151509.61
2094,107344.95
2095,161099.19
2096,86832.16
2097,108757.09
2098,168009.53
2099,71644.99
2100,106644.625
2101,151888.88
2102,136941.75
2103,93801.36
2104,182241.84
2105,126401.28
2106,118607.68
2107,217917.88
2108,129070.58
2109,117591.48
2110,129268.04
2111,138200.6
2112,156515.22
2113,121792.39
2114,118228.81
2115,156472.06
2116,116152.45
2117,156813.81
2118,127806.08
2119,111463.49
2120,116181.05
2121,120461.055
2122,131940.95
2123,64636.676
2124,169315.5
2125,180768.88
2126,164396.34
2127,176414.7
2128,147067.4
2129,103538.41
2130,151487.47
2131,152872.47
2132,133635.27
2133,127835.45
2134,128821.36
2135,97891.66
2136,106427.11
2137,121849.04
2138,138808.61
2139,143110.22
2140,131752.94
2141,116351.53
2142,146272.86
2143,123041.08
2144,152984.89
2145,128052.84
2146,147853.9
2147,181796.72
2148,136158.83
2149,143135.84
2150,182572.86
2151,110992.39
2152,171367.3
2153,185257.19
2154,109133.484
2155,143873.12
2156,249873.72
2157,212396.31
2158,190450.92
2159,164105.88
2160,138838.12
2161,200330.58
2162,308485.28
