id,count
0,102.1402
1,250.23569
2,75.42438
4,112.80757
5,97.68886
10,134.62512
11,141.8337
12,194.53038
15,76.91399
17,51.56066
18,236.66783
23,229.05893
25,170.1862
26,88.14353
31,211.661
39,192.07942
40,56.47771
41,179.01741
42,
43,189.78084
51,234.75978
52,66.41383
54,89.17114
60,177.86455
61,199.64867
62,161.73962
63,50.22619
65,143.55443
66,134.3615
68,190.23714
71,55.88482
80,98.19369
82,
94,206.57004
98,219.79903
101,78.50662
102,187.57048
107,143.5107
112,221.75554
113,71.40288
115,
116,174.3333
120,85.94415
121,77.35205
122,245.86267
132,182.07823
143,84.432755
147,
150,74.328
151,72.72801
152,227.5272
153,87.26474
155,73.206604
156,140.4253
159,214.85384
161,84.24104
163,82.27605
177,186.58748
186,86.040665
188,73.64801
190,82.84256
191,101.97036
192,179.67897
195,231.50291
200,193.57599
209,228.39342
210,69.84103
211,233.60762
214,189.60464
215,96.8268
218,161.45706
219,51.257565
222,98.09999
225,62.08389
228,246.98297
236,228.78084
241,80.04675
242,197.35616
243,242.80598
245,78.19152
247,235.3714
251,213.45671
252,83.19153
253,73.093506
254,85.87518
258,225.38919
260,
261,193.06728
265,73.57843
266,219.92459
267,197.99782
269,179.65938
270,
275,164.07118
278,79.06239
279,62.06152
286,105.04474
287,71.43129
288,216.29883
289,191.17007
293,82.84357
294,183.74474
297,
302,106.105156
303,63.54825
304,110.727234
307,152.18753
309,72.682816
311,226.21031
312,153.37575
314,230.20201
315,235.77695
319,204.56804
322,165.49219
323,
325,182.80508
327,219.96802
330,62.297173
332,217.36388
333,80.33669
338,177.57423
341,77.57724
345,175.56169
348,166.35448
349,91.94011
350,126.54773
352,
355,49.48232
356,
358,
363,191.01111
369,213.03075
371,76.33056
372,209.12494
375,239.2522
380,195.24333
388,81.22897
391,
392,199.43341
393,235.03761
394,101.58838
396,67.813156
401,63.24186
407,62.440502
409,81.946335
410,148.58643
416,124.29937
418,125.19318
420,209.12234
421,214.26929
422,211.51933
424,243.59625
428,196.79283
429,206.81326
431,183.03737
435,36.269257
439,110.05551
441,64.28063
447,82.2156
449,198.625
451,222.26102
452,83.820786
454,167.34332
458,191.36633
463,198.54924
467,74.67163
470,170.81602
471,164.56694
474,228.48268
478,98.23883
483,121.1977
484,163.84274
485,82.94972
486,194.87247
491,122.2399
494,102.035034
495,190.27335
497,200.95386
499,220.87828
515,154.6408
518,199.87509
521,98.44966
525,
529,217.86037
532,185.30226
534,70.974655
540,77.67539
544,242.29329
547,198.8594
549,86.60782
563,64.99113
564,228.23192
567,119.849174
572,164.8325
577,182.12961
578,243.3875
585,222.24971
588,206.4511
589,169.3289
590,139.72798
592,90.76601
594,177.44763
596,79.29673
598,204.09528
599,198.24925
605,84.87558
606,172.27484
607,206.65317
608,208.92781
609,
610,213.66507
611,103.34665
614,
615,184.73758
616,217.13611
617,173.5071
618,198.68288
624,130.6422
629,207.10422
631,95.549805
633,100.275764
637,76.68329
638,158.41415
643,
644,189.49696
645,66.450226
646,189.91495
648,175.6
650,79.18721
651,116.15233
652,244.91797
656,170.96344
657,103.668236
659,77.15966
660,173.10793
662,164.36847
665,231.65121
675,
681,171.03598
682,200.39664
685,72.56473
686,221.33531
689,74.74655
696,169.24101
703,200.96677
704,130.57253
705,168.84795
714,200.1688
717,83.31487
718,95.86714
720,80.25713
721,242.73727
723,209.46037
726,103.01008
728,184.48697
730,117.26243
731,82.3393
734,246.89893
737,60.507835
738,78.95801
745,210.74466
746,91.95541
749,199.05505
752,79.66204
753,86.950294
758,200.76599
765,96.27011
766,208.3754
768,72.23157
769,218.0319
774,197.61893
775,122.27395
781,
784,225.02983
794,105.49959
795,236.20436
796,73.66228
802,150.56831
803,108.53398
805,77.43278
806,234.61247
807,152.1243
809,59.262627
810,220.72903
812,105.18031
814,123.80323
818,208.91046
819,236.00179
825,25.357231
836,76.200966
839,189.01624
847,230.13472
848,96.156166
851,185.91374
852,186.61894
853,79.28948
857,200.48099
858,99.27821
859,214.08746
861,27.084562
867,161.09444
870,187.59465
871,225.46562
872,250.2092
874,252.0281
881,233.73334
886,180.85814
890,
895,192.27748
899,73.53974
900,218.95232
901,227.42357
902,219.0638
903,85.79085
913,237.88213
918,229.07475
923,173.72508
924,71.20235
926,68.77508
927,79.996185
930,185.36638
934,55.20991
937,191.09204
939,151.95287
941,87.66312
942,249.0724
946,213.78778
