id,count
0,91.406105
1,241.324
2,83.91217
4,99.60282
5,109.28741
10,134.97206
11,143.05087
12,192.47795
15,70.18778
17,59.35158
18,231.39491
23,225.95946
25,162.01593
26,75.935165
31,212.75781
39,187.96877
40,57.213135
41,168.9109
42,
43,189.84613
51,224.74313
52,69.03091
54,83.49228
60,172.95259
61,194.2429
62,152.99893
63,50.439144
65,145.32693
66,130.37787
68,185.83983
71,55.318314
80,83.34855
82,
94,196.94838
98,216.70317
101,76.243965
102,183.09761
107,136.90831
112,217.96565
113,72.72572
115,
116,173.27217
120,92.08793
121,77.79124
122,239.18474
132,182.37209
143,77.382744
147,
150,65.882286
151,64.38462
152,220.06364
153,81.52017
155,74.13047
156,140.56187
159,209.95552
161,88.39217
163,81.35194
177,185.41492
186,82.04058
188,65.08551
190,79.54185
191,94.29331
192,177.48705
195,227.4988
200,190.86034
209,222.70778
210,67.447624
211,228.08253
214,179.18556
215,83.78655
218,150.93979
219,49.133114
222,104.78552
225,64.82374
228,241.72495
236,223.32387
241,78.84811
242,190.69887
243,235.6954
245,70.50451
247,233.7181
251,197.90219
252,84.7649
253,62.566124
254,79.418755
258,220.39911
260,
261,187.0348
265,60.995586
266,215.92973
267,192.63974
269,179.61494
270,
275,155.45857
278,75.208626
279,53.948803
286,106.06006
287,61.518547
288,217.47392
289,187.86592
293,82.71081
294,178.69493
297,
302,100.450554
303,66.91029
304,118.87957
307,143.63914
309,67.01658
311,214.97874
312,153.1611
314,219.57979
315,229.38512
319,207.10735
322,162.93251
323,
325,176.10829
327,218.45293
330,62.582653
332,213.10173
333,78.55697
338,165.1629
341,77.31892
345,174.6866
348,166.49187
349,92.39673
350,130.09856
352,
355,54.73213
356,
358,
363,183.09595
369,200.52411
371,68.38082
372,202.72392
375,235.52956
380,187.99593
388,79.32427
391,
392,188.87523
393,227.01292
394,90.13613
396,62.460247
401,66.09608
407,54.07084
409,80.46179
410,135.92628
416,117.79108
418,127.5931
420,203.85255
421,210.8122
422,199.65562
424,239.9764
428,192.11626
429,202.09303
431,175.77321
435,41.356194
439,116.26677
441,66.8975
447,71.70182
449,193.59392
451,212.05098
452,79.74082
454,166.06596
458,189.51868
463,187.86449
467,70.0722
470,160.5035
471,165.88911
474,224.47447
478,88.322044
483,106.079124
484,159.28093
485,74.20258
486,180.89012
491,115.90003
494,96.61574
495,187.4688
497,194.61627
499,216.07912
515,142.64241
518,198.64993
521,104.30489
525,
529,211.94588
532,180.60333
534,61.30958
540,71.55459
544,239.59166
547,197.88591
549,88.036964
563,60.547443
564,214.77507
567,110.29047
572,156.47818
577,175.82042
578,236.66127
585,218.6465
588,200.91682
589,162.63655
590,139.89836
592,80.849846
594,161.87704
596,75.77102
598,198.7419
599,193.38417
605,83.706154
606,162.2788
607,202.26855
608,210.7212
609,
610,209.0011
611,99.90096
614,
615,182.00548
616,210.03505
617,165.26949
618,197.1234
624,114.086
629,198.04735
631,91.28709
633,90.38343
637,75.549446
638,150.68108
643,
644,186.29027
645,65.73844
646,188.02657
648,174.32259
650,74.216255
651,100.557686
652,241.24355
656,167.87926
657,91.919876
659,74.08524
660,169.27034
662,155.34041
665,223.81868
675,
681,176.86122
682,190.75816
685,65.58514
686,215.80852
689,72.12444
696,169.53413
703,197.2628
704,120.84062
705,166.29317
714,202.26318
717,78.66951
718,82.627594
720,77.95264
721,234.06532
723,211.5147
726,95.858864
728,178.21864
730,102.186714
731,79.06899
734,242.70393
737,58.836864
738,73.58561
745,204.86438
746,77.980705
749,197.13136
752,70.656586
753,83.49972
758,202.63887
765,86.81361
766,205.87326
768,65.91856
769,215.75026
774,188.1281
775,123.60103
781,
784,216.99696
794,104.15911
795,230.89177
796,68.09768
802,149.21402
803,108.66314
805,67.45654
