id,count
0,85.03943
1,250.07613
2,80.328316
4,96.19478
5,102.88696
10,130.79419
11,138.89789
12,215.85185
15,60.040253
17,40.439392
18,240.2333
23,235.06255
25,183.01021
26,71.9614
31,216.10062
39,196.38356
40,48.58354
41,165.09264
42,
43,193.69455
51,232.10265
52,59.352783
54,76.34426
60,171.11841
61,203.25098
62,151.40717
63,41.481667
65,143.39551
66,122.96271
68,198.24707
71,47.629547
80,77.40553
82,
94,199.60947
98,225.22821
101,64.01873
102,181.44159
107,130.76688
112,244.93901
113,55.70519
115,
116,175.20303
120,75.00812
121,63.191986
122,247.14325
132,183.80873
143,61.054924
147,
150,58.23606
151,59.691856
152,225.51419
153,69.91333
155,68.187904
156,132.7508
159,215.68863
161,72.57731
163,67.20932
177,187.30643
186,73.20674
188,56.884377
190,68.931015
191,87.725136
192,192.041
195,233.65862
200,194.98082
209,228.96059
210,49.405304
211,253.97546
214,183.63594
215,81.40843
218,152.01593
219,41.772255
222,87.688126
225,54.91863
228,251.27429
236,231.7702
241,65.998985
242,193.5852
243,246.5944
245,62.13887
247,241.66168
251,204.10997
252,70.50341
253,42.04819
254,69.431854
258,229.59508
260,
261,190.49574
265,53.744995
266,220.1655
267,217.6774
269,180.53043
270,
275,155.90756
278,65.55738
279,48.46852
286,90.03252
287,53.130245
288,225.4582
289,192.45572
293,69.11269
294,194.00241
297,
302,92.60117
303,71.24358
304,121.71779
307,137.65985
309,61.22644
311,220.51599
312,170.40103
314,224.00131
315,238.84406
319,213.21756
322,163.74347
323,
325,204.13591
327,224.0937
330,52.714237
332,220.22679
333,65.33645
338,162.98099
341,69.12789
345,176.09854
348,166.13571
349,75.76912
350,118.416245
352,
355,46.10736
356,
358,
363,184.59547
369,205.26364
371,60.766647
372,211.79836
375,242.89253
380,205.218
388,65.81846
391,
392,194.99419
393,234.03395
394,80.507416
396,54.287746
401,56.91798
407,45.48858
409,65.950294
410,134.42789
416,111.44208
418,116.28309
420,209.31078
421,227.14285
422,205.12587
424,250.94144
428,210.46626
429,238.37161
431,179.19281
435,25.578447
439,99.64795
441,59.461365
447,65.49623
449,216.70898
451,218.62949
452,69.59403
454,193.61473
458,212.83755
463,189.72043
467,51.293335
470,157.91486
471,163.86736
474,230.07677
478,85.1326
483,98.17463
484,174.85226
485,65.341675
486,183.24815
491,120.28575
494,87.89647
495,211.2767
497,199.5141
499,231.2541
515,142.1477
518,202.7616
521,87.181145
525,
529,216.60217
532,179.56198
534,51.50598
540,59.974342
544,250.02213
547,202.37686
549,72.87364
563,52.982956
564,219.43353
567,111.8483
572,173.13423
577,195.79437
578,246.99933
