ID,Calories_Burned
TEST_0000,173.8554089940879
TEST_0001,190.25125417016113
TEST_0002,53.453495806321975
TEST_0003,162.98461188743212
TEST_0004,227.51334581207945
TEST_0005,179.8029239684131
TEST_0006,98.582471369067
TEST_0007,44.37763918529558
TEST_0008,78.97210124720051
TEST_0009,62.73871864241669
TEST_0010,127.37369831376591
TEST_0011,55.57785785174412
TEST_0012,14.432172624187483
TEST_0013,178.09647487650582
TEST_0014,230.8367827699086
TEST_0015,14.161254489316487
TEST_0016,97.92662657754758
TEST_0017,131.07878554372638
TEST_0018,158.89539893087834
TEST_0019,6.859885223573128
TEST_0020,49.94252748320327
TEST_0021,90.4382755329951
TEST_0022,25.286348552687613
TEST_0023,87.74912649522607
TEST_0024,20.09538031788211
TEST_0025,132.68760139703824
TEST_0026,106.66959357864764
TEST_0027,189.69442510421882
TEST_0028,121.77322425114005
TEST_0029,100.37296233360924
TEST_0030,25.168900042892158
TEST_0031,246.63657701904583
TEST_0032,54.548434213787395
TEST_0033,47.08093765892708
TEST_0034,136.457651295434
TEST_0035,112.37886755874348
TEST_0036,39.2010749978472
TEST_0037,130.51548405475882
TEST_0038,10.994330582961569
TEST_0039,129.99795188497444
TEST_0040,202.91375006726003
TEST_0041,170.16020738158645
TEST_0042,146.71754523999954
TEST_0043,60.829572721850596
TEST_0044,69.09520572421037
TEST_0045,53.2174586903943
TEST_0046,78.22334954551685
TEST_0047,198.94665889593907
TEST_0048,140.15413679672466
TEST_0049,126.27779294521432
TEST_0050,10.241099610719756
TEST_0051,112.65175517342796
TEST_0052,158.9366736370226
TEST_0053,92.64986292204003
TEST_0054,69.9355233160091
TEST_0055,87.40799907634657
TEST_0056,161.37234739868538
TEST_0057,17.8042774504657
TEST_0058,30.749051802540396
TEST_0059,97.2593764772199
TEST_0060,39.03675775206457
TEST_0061,110.05817449771578
TEST_0062,90.87146389326661
TEST_0063,50.061472224574786
TEST_0064,34.44129605147787
TEST_0065,136.97922343644228
TEST_0066,232.18342754892691
TEST_0067,129.83551956280408
TEST_0068,102.74957504759429
TEST_0069,45.16006453920403
TEST_0070,125.45443067585198
TEST_0071,26.188659544410868
TEST_0072,8.844950752488327
TEST_0073,152.97107471802312
TEST_0074,32.83728801227043
TEST_0075,91.68576539526738
TEST_0076,64.78060108716751
TEST_0077,65.6493039625077
TEST_0078,45.11877137399378
TEST_0079,187.251886776504
TEST_0080,175.9457730892993
TEST_0081,138.16784916740423
TEST_0082,91.05441041191798
TEST_0083,101.3429180721802
TEST_0084,56.84099178077437
TEST_0085,179.62429074300232
TEST_0086,126.37207192564941
TEST_0087,17.514908299078005
TEST_0088,145.70514083697117
TEST_0089,42.120308354362614
TEST_0090,41.65157554368578
TEST_0091,36.656383164986345
TEST_0092,24.628690834326317
TEST_0093,195.77855723587334
TEST_0094,4.182832431327868
TEST_0095,10.528093240107536
TEST_0096,240.25017519139803
TEST_0097,141.3246456218072
TEST_0098,187.66905118154844
TEST_0099,174.7088030582478
TEST_0100,14.444446850806258
TEST_0101,99.84732321584451
TEST_0102,188.39467139873187
TEST_0103,166.74550721854695
TEST_0104,64.98608943676881
TEST_0105,167.75356271155823
TEST_0106,37.04666459389455
