ID,Calories_Burned
TEST_0000,174.3760118699392
TEST_0001,189.59164953216526
TEST_0002,52.93054134505146
TEST_0003,161.85865640764544
TEST_0004,226.05843887739428
TEST_0005,178.50961923499779
TEST_0006,98.37892672156546
TEST_0007,44.87965709959885
TEST_0008,78.25912992739188
TEST_0009,57.739489889584355
TEST_0010,121.07184048496939
TEST_0011,53.85080103044831
TEST_0012,13.641262488483992
TEST_0013,177.40922440913045
TEST_0014,228.12170295791327
TEST_0015,13.625494317845074
TEST_0016,98.27244183666889
TEST_0017,130.56220224334413
TEST_0018,158.7554410529293
TEST_0019,6.957258276051197
TEST_0020,50.10492127711831
TEST_0021,89.89343025059853
TEST_0022,24.59607985395032
TEST_0023,87.0587747427807
TEST_0024,19.734906359739668
TEST_0025,127.68023191212941
TEST_0026,104.25219356271408
TEST_0027,188.29701269503437
TEST_0028,121.58386920576112
TEST_0029,99.39142027140387
TEST_0030,24.45197059407085
TEST_0031,244.36476046679633
TEST_0032,55.365476382307094
TEST_0033,46.81201252122393
TEST_0034,133.95059490236434
TEST_0035,112.21263446185424
TEST_0036,37.345148515939286
TEST_0037,130.4341616281177
TEST_0038,10.627003748763507
TEST_0039,128.89840904316094
TEST_0040,200.60256136421094
TEST_0041,168.2795316912336
TEST_0042,145.49458704859086
TEST_0043,60.028742415555925
TEST_0044,67.30468944429012
TEST_0045,52.32300060119838
TEST_0046,77.23125230715036
TEST_0047,196.68166843736788
TEST_0048,139.4025120018557
TEST_0049,125.32863776413933
TEST_0050,11.234137022552451
TEST_0051,111.88062762705867
TEST_0052,158.0497002089465
TEST_0053,92.91647364248831
TEST_0054,68.71062611113263
TEST_0055,86.6632895062361
TEST_0056,161.27452794412181
TEST_0057,17.464399649459622
TEST_0058,30.926557613402238
TEST_0059,94.42598549253236
TEST_0060,38.94173843046185
TEST_0061,108.43198336403212
TEST_0062,90.40083940329058
TEST_0063,50.6146542881602
TEST_0064,34.39374220996875
TEST_0065,137.09491877423326
TEST_0066,230.64599611701703
TEST_0067,126.07726582088611
TEST_0068,101.87711692056585
TEST_0069,44.37335757688322
TEST_0070,127.09352196246817
TEST_0071,26.035176331586403
TEST_0072,9.580789898223578
TEST_0073,151.81357849045244
TEST_0074,32.1296996442306
TEST_0075,91.94491724655656
TEST_0076,63.59864176736372
TEST_0077,66.25710061224616
TEST_0078,45.10423145459001
TEST_0079,185.54326961246636
TEST_0080,174.22645255044557
TEST_0081,137.4460081808238
TEST_0082,91.08135169397826
TEST_0083,101.61218582306283
TEST_0084,57.859439092304044
TEST_0085,179.38487437382162
TEST_0086,125.33806058703078
TEST_0087,17.518196725328504
TEST_0088,144.56473542365606
TEST_0089,42.707567089404876
TEST_0090,40.63971295059433
TEST_0091,36.45737659375958
TEST_0092,24.61421786641111
TEST_0093,195.7549774522481
TEST_0094,4.34065048848252
TEST_0095,9.997533692978475
TEST_0096,236.28601213678206
TEST_0097,140.38218179416887
TEST_0098,186.4199975682065
TEST_0099,173.73347060838006
TEST_0100,13.319587667221601
TEST_0101,99.22431646057461
TEST_0102,185.73458593120114
TEST_0103,166.40158610774222
TEST_0104,64.16406827230158
TEST_0105,166.88119882008954
TEST_0106,36.50488202439833
TEST_0107,20.650148557940852
TEST_0108,188.53413284407665
TEST_0109,29.32159483208539
TEST_0110,111.27058411881647
TEST_0111,184.87691885989508
TEST_0112,47.750516228981866
TEST_0113,147.14996186532312
TEST_0114,55.40484686119814
TEST_0115,81.26155967929876
TEST_0116,79.78055064098112
TEST_0117,63.48483893522966
TEST_0118,14.230303143665148
TEST_0119,6.615647474182348
TEST_0120,187.36632721680695
TEST_0121,47.66310140632223
TEST_0122,41.85576031566527
TEST_0123,20.19543395575571
TEST_0124,32.60303530760797
TEST_0125,98.77637253630098
TEST_0126,46.88245582028455
TEST_0127,54.582667581171776
TEST_0128,103.46528068365049
TEST_0129,76.83593589547894
TEST_0130,60.06550821759515
TEST_0131,192.34109384759938
TEST_0132,69.16788626676211
TEST_0133,136.0166893339653
TEST_0134,104.72612234361543
TEST_0135,71.90026051530236
TEST_0136,73.17222049441597
TEST_0137,64.84917172233979
TEST_0138,176.75232145831467
TEST_0139,22.876116545631447
TEST_0140,120.36163564430348
TEST_0141,16.08610278282163
TEST_0142,111.67381178761535
TEST_0143,41.97955758427218
TEST_0144,11.348006463714583
TEST_0145,32.55401970109514
TEST_0146,165.59824481658666
TEST_0147,82.46217279731536
TEST_0148,120.33819130535423
TEST_0149,86.64709236106552
TEST_0150,41.945053355553476
TEST_0151,80.35796292286739
TEST_0152,69.0757052803302
TEST_0153,19.506763667472157
TEST_0154,94.24380095360291
TEST_0155,55.49772087853185
TEST_0156,129.62691833864795
TEST_0157,39.34664491299134
TEST_0158,198.24588867467344
TEST_0159,40.12930748154916
TEST_0160,127.90449498695115
TEST_0161,100.47108883787018
TEST_0162,115.83589368155401
TEST_0163,141.28683971754242
TEST_0164,55.843557475022415
TEST_0165,31.984186632367273
TEST_0166,41.30550151295681
TEST_0167,133.295600022854
TEST_0168,201.62643788832034
TEST_0169,111.75392407752383
TEST_0170,73.48387895429866
TEST_0171,77.20312405583515
TEST_0172,5.281935813274272
TEST_0173,84.75751332436084
TEST_0174,15.643468850659527
TEST_0175,48.014809532318154
TEST_0176,6.4097439571916155
TEST_0177,61.20032264545546
TEST_0178,176.41411008005423
TEST_0179,182.34838723448496
TEST_0180,44.693409980349635
TEST_0181,81.81430350400606
TEST_0182,67.77864398936387
TEST_0183,116.49080429874434
TEST_0184,127.37235656366178
TEST_0185,82.8157106203643
TEST_0186,11.950215642767448
TEST_0187,47.70224632020735
TEST_0188,157.4667622937975
TEST_0189,6.058271661827626
TEST_0190,40.86365195059331
TEST_0191,6.676152509030762
TEST_0192,155.3107284740365
TEST_0193,41.132743453400565
TEST_0194,175.9053556257881
TEST_0195,102.90434479708716
TEST_0196,5.90215681885343
TEST_0197,212.0574094576323
TEST_0198,4.114859275714144
TEST_0199,8.740753299039225
TEST_0200,8.554401024626074
TEST_0201,131.00259682646174
TEST_0202,22.661909557742796
TEST_0203,41.14961064007309
TEST_0204,98.32061281274252
TEST_0205,91.83574350403131
TEST_0206,147.003164772454
TEST_0207,83.71405142649789
TEST_0208,14.882990729025854
TEST_0209,65.94579277241277
TEST_0210,61.45567092528937
TEST_0211,196.63264446470822
TEST_0212,164.0897617077091
TEST_0213,16.073417048762025
TEST_0214,49.29782155480672
TEST_0215,61.4599723693217
TEST_0216,87.47054087397649
TEST_0217,140.8995138228987
TEST_0218,40.36543307044474
TEST_0219,98.56898271009291
TEST_0220,171.1338316866441
TEST_0221,66.59863752703716
TEST_0222,137.53386418092347
TEST_0223,191.44253701000574
TEST_0224,76.90316881299927
TEST_0225,31.40479203640401
TEST_0226,66.16039770958224
TEST_0227,136.27950591691751
TEST_0228,58.063561181320054
TEST_0229,6.437265478313334
TEST_0230,57.386669608074016
TEST_0231,49.60396451996395
TEST_0232,64.77804004480886
TEST_0233,77.7793588281197
TEST_0234,12.603981012232966
TEST_0235,49.973998726909144
TEST_0236,128.8399815651449
TEST_0237,19.227492200450662
TEST_0238,146.71265582819518
TEST_0239,20.336575540067905
TEST_0240,17.209686048342995
TEST_0241,189.466578558727
TEST_0242,88.91406544875227
TEST_0243,10.300162467629647
TEST_0244,42.55164292504216
TEST_0245,70.24481043652085
TEST_0246,43.88989914648481
TEST_0247,117.46618242635492
TEST_0248,43.62957870876425
TEST_0249,18.48868130459146
TEST_0250,52.83776125270514
TEST_0251,90.696498895781
TEST_0252,35.61265917467213
TEST_0253,107.84761825064209
TEST_0254,112.27566343374524
TEST_0255,31.623733734122055
TEST_0256,8.81586452912876
TEST_0257,103.15936069820997
TEST_0258,136.5016472984456
TEST_0259,19.215037388312286
TEST_0260,20.013825444670335
TEST_0261,71.30208347437281
TEST_0262,51.88859310291488
TEST_0263,17.313879561176023
TEST_0264,25.76416641413102
TEST_0265,2.3467774776650887
TEST_0266,58.355392351046554
TEST_0267,20.125091981957752
TEST_0268,64.10461165635897
TEST_0269,188.96888250849372
TEST_0270,99.51644018952402
TEST_0271,134.25274211687014
TEST_0272,17.32004016494409
TEST_0273,147.7205973868837
TEST_0274,21.47167438944954
