ID,Calories_Burned
TEST_0000,171.12
TEST_0001,188.165
TEST_0002,52.1
TEST_0003,162.01
TEST_0004,220.5
TEST_0005,180.725
TEST_0006,97.75
TEST_0007,45.42
TEST_0008,80.49
TEST_0009,58.87
TEST_0010,127.93
TEST_0011,53.62
TEST_0012,12.79
TEST_0013,165.655
TEST_0014,227.79
TEST_0015,13.095
TEST_0016,98.305
TEST_0017,130.75
TEST_0018,159.435
TEST_0019,7.07
TEST_0020,52.425
TEST_0021,92.875
TEST_0022,25.63
TEST_0023,87.6
TEST_0024,19.715
TEST_0025,138.08
TEST_0026,102.44
TEST_0027,191.905
TEST_0028,121.24
TEST_0029,100.085
TEST_0030,24.21
TEST_0031,245.135
TEST_0032,55.63
TEST_0033,46.475
TEST_0034,127.385
TEST_0035,118.21
TEST_0036,35.77
TEST_0037,131.485
TEST_0038,10.985
TEST_0039,129.215
TEST_0040,199.17
TEST_0041,168.215
TEST_0042,144.42
TEST_0043,60.54
TEST_0044,64.37
TEST_0045,50.125
TEST_0046,76.3
TEST_0047,199.035
TEST_0048,139.14
TEST_0049,126.735
TEST_0050,10.965
TEST_0051,112.41
TEST_0052,160.755
TEST_0053,97.855
TEST_0054,70.33
TEST_0055,92.29
TEST_0056,166.88
TEST_0057,18.2
TEST_0058,31.505
TEST_0059,97.415
TEST_0060,39.325
TEST_0061,104.965
TEST_0062,89.355
TEST_0063,50.03
TEST_0064,35.055
TEST_0065,135.655
TEST_0066,233.5
TEST_0067,125.645
TEST_0068,99.1
TEST_0069,44.165
TEST_0070,126.39
TEST_0071,27.525
TEST_0072,9.3
TEST_0073,153.38
TEST_0074,33.125
TEST_0075,90.07
TEST_0076,63.84
TEST_0077,70.25
TEST_0078,43.825
TEST_0079,181.685
TEST_0080,166.16
TEST_0081,138.09
TEST_0082,92.265
TEST_0083,105.255
TEST_0084,60.875
TEST_0085,181.94
TEST_0086,129.515
TEST_0087,17.04
TEST_0088,147.08
TEST_0089,41.925
TEST_0090,41.215
TEST_0091,37.2
TEST_0092,24.15
TEST_0093,196.6
TEST_0094,5.63
TEST_0095,10.37
TEST_0096,240.385
TEST_0097,138.665
TEST_0098,188.525
TEST_0099,171.54
TEST_0100,13.905
TEST_0101,101.95
TEST_0102,189.475
TEST_0103,162.615
TEST_0104,63.035
TEST_0105,164.39
TEST_0106,37.68
TEST_0107,19.86
TEST_0108,184.605
TEST_0109,32.455
TEST_0110,113.385
TEST_0111,181.08
TEST_0112,46.645
TEST_0113,145.565
TEST_0114,56.49
TEST_0115,82.295
TEST_0116,77.94
TEST_0117,63.115
TEST_0118,14.36
TEST_0119,6.625
TEST_0120,185.635
TEST_0121,48.195
TEST_0122,42.72
TEST_0123,19.56
TEST_0124,31.755
TEST_0125,101.57
TEST_0126,47.32
TEST_0127,55.15
TEST_0128,107.11
TEST_0129,77.56
TEST_0130,61.605
TEST_0131,187.03
TEST_0132,67.925
TEST_0133,134.56
TEST_0134,107.565
TEST_0135,72.82
TEST_0136,73.845
TEST_0137,65.195
TEST_0138,175.775
TEST_0139,22.765
TEST_0140,116.64
TEST_0141,16.31
TEST_0142,111.57
TEST_0143,40.27
TEST_0144,11.995
TEST_0145,33.135
TEST_0146,154.335
TEST_0147,85.26
TEST_0148,118.015
TEST_0149,87.415
TEST_0150,41.44
TEST_0151,80.325
TEST_0152,68.83
TEST_0153,19.66
TEST_0154,97.42
TEST_0155,56.495
TEST_0156,132.085
TEST_0157,38.43
TEST_0158,197.295
TEST_0159,39.99
TEST_0160,129.27
TEST_0161,103.16
TEST_0162,118.25
TEST_0163,144.9
TEST_0164,57.78
TEST_0165,32.21
TEST_0166,42.545
TEST_0167,125.665
TEST_0168,202.68
TEST_0169,111.79
TEST_0170,74.205
TEST_0171,76.84
TEST_0172,5.725
TEST_0173,80.935
TEST_0174,15.425
TEST_0175,48.195
TEST_0176,9.48
TEST_0177,61.445
TEST_0178,174.59
TEST_0179,187.545
TEST_0180,44.95
TEST_0181,82.615
TEST_0182,69.46
TEST_0183,116.885
TEST_0184,128.525
TEST_0185,84.81
TEST_0186,11.955
TEST_0187,46.125
TEST_0188,154.75
TEST_0189,6.245
TEST_0190,40.54
TEST_0191,7.045
TEST_0192,166.895
TEST_0193,42.205
TEST_0194,174.625
TEST_0195,101.27
TEST_0196,6.645
TEST_0197,212.095
TEST_0198,4.365
TEST_0199,9.18
TEST_0200,8.155
TEST_0201,136.895
TEST_0202,24.845
TEST_0203,40.62
TEST_0204,96.325
TEST_0205,90.17
TEST_0206,145.465
TEST_0207,82.3
TEST_0208,15.085
TEST_0209,66.015
TEST_0210,63.075
TEST_0211,194.49
TEST_0212,166.37
TEST_0213,17.16
TEST_0214,49.3
TEST_0215,60.15
TEST_0216,87.64
TEST_0217,143.505
TEST_0218,40.215
TEST_0219,96.245
TEST_0220,165.92
TEST_0221,66.855
TEST_0222,133.085
TEST_0223,188.215
TEST_0224,79.03
TEST_0225,32.94
TEST_0226,68.46
TEST_0227,141.815
TEST_0228,56.61
TEST_0229,6.35
TEST_0230,58.38
TEST_0231,48.59
TEST_0232,61.925
TEST_0233,76.895
TEST_0234,11.955
TEST_0235,48.62
